# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA	COUNTERPART	SOURCE	TOKENS	COGID	OLDCOG	SEGMENTS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES
27663	Tibetan_Alike	EGG	wɕarrgoŋ	egg	OLD	w ɕ a r r g o ŋ	850	850	w ɕ a rr g o ŋ	6 3 7 5 1 7 4	ACYMBYN	WSARKUN	2	2.W.C 2.S.C 2.A.V 2.R.c 2.K.C 2.U.V 2.N.c	2.0 1.5 1.3 1.1 1.75 1.3 0.8	0
27666	rGyalrong_Maerkang	EGG	tɑgɑm	egg	OLD	t ɑ g ɑ m	852	852	t ɑ g ɑ m	1 7 1 7 4	AXBYN	TAKAM	1	1.T.C 1.A.V 1.K.C 1.A.V 1.M.c	2.0 1.5 1.75 1.3 0.8	0
27957	Tibetan_Lhasa	EGG	koŋa	egg	OLD	k o ŋ a	850	850	k o ŋ a	1 7 4 7	AXBZ	KUNA	4	4.K.C 4.U.V 4.N.C 4.A.V	2.0 1.5 1.75 0.8	0
29597	Tibetan_Batang	EGG	gũŋɑʔ	egg	OLD	g ũ ŋ ɑ ʔ	850	850	g ũ ŋ ɑ ʔ	1 7 4 7 1	AXBYN	KYNAH	3	3.K.C 3.Y.V 3.N.C 3.A.V 3.H.c	2.0 1.5 1.75 1.3 0.8	0
32211	Tibetan_Xiahe	EGG	goŋŋa	egg	OLD	g o ŋ ŋ a	850	850	g o ŋŋ a	1 7 4 7	AXBZ	KUNA	5	5.K.C 5.U.V 5.N.C 5.A.V	2.0 1.5 1.75 0.8	0
#
28214	Tibetan_Lhasa	EIGHT	cɛ	eight	OLD	c ɛ	183	183	c ɛ	1 7	AX	CE	4	4.C.C 4.E.V	2.0 1.5	0
29829	Tibetan_Xiahe	EIGHT	al	eight	OLD	a l	183	183	a l	7 5	XN	AL	5	5.A.V 5.L.c	1.5 0.8	0
29858	Tibetan_Batang	EIGHT	ɛʔ	eight	OLD	ɛ ʔ	183	183	ɛ ʔ	7 1	XN	EH	3	3.E.V 3.H.c	1.5 0.8	0
32081	rGyalrong_Maerkang	EIGHT	wərjɑt	eight	OLD	w ə r j ɑ t	183	183	w ə r j ɑ t	6 7 5 6 7 1	AXBCYN	WERJAT	1	1.W.C 1.E.V 1.R.C 1.J.C 1.A.V 1.T.c	2.0 1.5 1.75 1.5 1.3 0.8	0
34615	Tibetan_Alike	EIGHT	wat	eight	OLD	w a t	183	183	w a t	6 7 1	AXN	WAT	2	2.W.C 2.A.V 2.T.c	2.0 1.5 0.8	0
#
27382	rGyalrong_Maerkang	EYE	təmȵɑk	eye	OLD	t ə m ȵ ɑ k	4	4	t ə m ȵ ɑ k	1 7 4 4 7 1	AXMBYN	TEMNAK	1	1.T.C 1.E.V 1.M.c 1.N.C 1.A.V 1.K.c	2.0 1.5 1.1 1.75 1.3 0.8	0
27671	Tibetan_Lhasa	EYE	mi	eye	OLD	m i	4	4	m i	4 7	AX	MI	4	4.M.C 4.I.V	2.0 1.5	0
29294	Tibetan_Batang	EYE	miʔ	eye	OLD	m i ʔ	4	4	m i ʔ	4 7 1	AXN	MIH	3	3.M.C 3.I.V 3.H.c	2.0 1.5 0.8	0
31955	Tibetan_Xiahe	EYE	hȵɔχ	eye	OLD	h ȵ ɔ χ	4	4	h ȵ ɔ χ	3 4 7 3	ACXN	HNUG	5	5.H.C 5.N.C 5.U.V 5.G.c	2.0 1.5 1.5 0.8	0
34091	Tibetan_Alike	EYE	ɣȵək	eye	OLD	ɣ ȵ ə k	4	4	ɣ ȵ ə k	3 4 7 1	ACXN	GNEK	2	2.G.C 2.N.C 2.E.V 2.K.c	2.0 1.5 1.5 0.8	0
#
40577	Tibetan_Batang	FAECES (EXCREMENT)	apa	excrement (noun)	OLD	a p a	544	544	a p a	7 1 7	XBZ	APA	3	3.A.V 3.P.C 3.A.V	1.5 1.75 0.8	0
40609	Tibetan_Lhasa	FAECES (EXCREMENT)	cakpa	excrement (noun)	OLD	c a k p a	544	544	c a k p a	1 7 1 1 7	AXMBZ	CAKPA	4	4.C.C 4.A.V 4.K.c 4.P.C 4.A.V	2.0 1.5 1.1 1.75 0.8	0
40610	rGyalrong_Maerkang	FAECES (EXCREMENT)	təʃᴇ	excrement (noun)	OLD	t ə ʃ ᴇ	3581	3581	t ə ʃ ᴇ	1 7 3 7	AXBZ	TESE	1	1.T.C 1.E.V 1.S.C 1.E.V	2.0 1.5 1.75 0.8	0
40627	Tibetan_Alike	FAECES (EXCREMENT)	ɣcçokkwa	excrement (noun)	OLD	ɣ c ç o k k w a	544	544	ɣ c ç o kk w a	3 1 3 7 1 6 7	ACCYBCZ	GCSUKWA	2	2.G.C 2.C.C 2.S.C 2.U.V 2.K.C 2.W.C 2.A.V	2.0 1.5 1.5 1.3 1.75 1.5 0.8	0
40703	Tibetan_Xiahe	FAECES (EXCREMENT)	haχkwa	excrement (noun)	OLD	h a χ k w a	544	544	h a χ k w a	3 7 3 1 6 7	AXMBCZ	HAGKWA	5	5.H.C 5.A.V 5.G.c 5.K.C 5.W.C 5.A.V	2.0 1.5 1.1 1.75 1.5 0.8	0
#
28002	rGyalrong_Maerkang	FAR	kəə	far / distant	OLD	k ə ə	973	973	k əə	1 7	AX	KE	1	1.K.C 1.E.V	2.0 1.5	0
28343	Tibetan_Lhasa	FAR	ariŋku	far / distant	OLD	a r i ŋ k u	549	549	a r i ŋ k u	7 5 7 4 1 7	XBYMBZ	ARINKY	4	4.A.V 4.R.C 4.I.V 4.N.c 4.K.C 4.Y.V	1.5 1.75 1.3 1.1 1.75 0.8	0
32560	Tibetan_Xiahe	FAR	aχraŋ	far / distant	OLD	a χ r a ŋ	549	549	a χ r a ŋ	7 3 5 7 4	XBCYN	AGRAN	5	5.A.V 5.G.C 5.R.C 5.A.V 5.N.c	1.5 1.75 1.5 1.3 0.8	0
33431	Tibetan_Batang	FAR	aʔrĩpu	far / distant	OLD	a ʔ r ĩ p u	549	549	a ʔ r ĩ p u	7 1 5 7 1 7	XBCYBZ	AHRIPY	3	3.A.V 3.H.C 3.R.C 3.I.V 3.P.C 3.Y.V	1.5 1.75 1.5 1.3 1.75 0.8	0
34725	Tibetan_Alike	FAR	akraŋ	far / distant	OLD	a k r a ŋ	549	549	a k r a ŋ	7 1 5 7 4	XBCYN	AKRAN	2	2.A.V 2.K.C 2.R.C 2.A.V 2.N.c	1.5 1.75 1.5 1.3 0.8	0
#
27475	rGyalrong_Maerkang	FATHER	tp	father	OLD	t p	107	107	t p	1 1	AN	TP	1	1.T.C 1.P.c	2.0 0.8	0
27792	Tibetan_Lhasa	FATHER	apa	father	OLD	a p a	107	107	a p a	7 1 7	XBZ	APA	4	4.A.V 4.P.C 4.A.V	1.5 1.75 0.8	0
27793	Tibetan_Lhasa	FATHER	papa	father	OLD	p a p a	107	107	p a p a	1 7 1 7	AXBZ	PAPA	4	4.P.C 4.A.V 4.P.C 4.A.V	2.0 1.5 1.75 0.8	0
29403	Tibetan_Batang	FATHER	ʔaa	father	OLD	ʔ a a	107	107	ʔ aa	1 7	AX	HA	3	3.H.C 3.A.V	2.0 1.5	0
29404	Tibetan_Batang	FATHER	agẽ	father	OLD	a g ẽ	107	107	a g ẽ	7 1 7	XBZ	AKE	3	3.A.V 3.K.C 3.E.V	1.5 1.75 0.8	0
32046	Tibetan_Xiahe	FATHER	ʔaa	father	OLD	ʔ a a	2361	2361	ʔ aa	1 7	AX	HA	5	5.H.C 5.A.V	2.0 1.5	0
34180	Tibetan_Alike	FATHER	aræ	father	OLD	a r æ	2361	2361	a r æ	7 5 7	XBZ	ARE	2	2.A.V 2.R.C 2.E.V	1.5 1.75 0.8	0
#
27854	Tibetan_Lhasa	FEATHER	əpu	feather / plume	OLD	ə p u	921	921	ə p u	7 1 7	XBZ	EPY	4	4.E.V 4.P.C 4.Y.V	1.5 1.75 0.8	0
27855	Tibetan_Lhasa	FEATHER	o	feather / plume	OLD	o	922	922	o	7	X	U	4	4.U.V	1.5	1
29474	Tibetan_Batang	FEATHER	u	feather / plume	OLD	u	922	922	u	7	X	Y	3	3.Y.V	1.5	1
30061	rGyalrong_Maerkang	FEATHER	tɑmŋi	feather / plume	OLD	t ɑ m ŋ i	1374	1374	t ɑ m ŋ i	1 7 4 4 7	AXMBZ	TAMNI	1	1.T.C 1.A.V 1.M.c 1.N.C 1.I.V	2.0 1.5 1.1 1.75 0.8	0
32098	Tibetan_Xiahe	FEATHER	o	feather / plume	OLD	o	922	922	o	7	X	U	5	5.U.V	1.5	1
32725	Tibetan_Alike	FEATHER	ro	feather / plume	OLD	r o	922	922	r o	5 7	AX	RU	2	2.R.C 2.U.V	2.0 1.5	0
32802	Tibetan_Alike	FEATHER	wɕarpə	feather / plume	OLD	w ɕ a r p ə	921	921	w ɕ a r p ə	6 3 7 5 1 7	ACYMBZ	WSARPE	2	2.W.C 2.S.C 2.A.V 2.R.c 2.P.C 2.E.V	2.0 1.5 1.3 1.1 1.75 0.8	0
#
28162	rGyalrong_Maerkang	FIGHT	tlltkɑpɑ	fight	OLD	t l l t k ɑ p ɑ	1456	1456	t ll t k ɑ p ɑ	1 5 1 1 7 1 7	AXMBYBZ	TLTKAPA	1	1.T.C 1.L.V 1.T.c 1.K.C 1.A.V 1.P.C 1.A.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	0
28544	Tibetan_Lhasa	FIGHT	careca	fight	OLD	c a r e c a	1152	1152	c a r e c a	1 7 5 7 1 7	AXBYBZ	CARECA	4	4.C.C 4.A.V 4.R.C 4.E.V 4.C.C 4.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0
30151	Tibetan_Batang	FIGHT	urʔgu	fight	OLD	u r ʔ g u	2480	2480	u r ʔ g u	7 5 1 1 7	XLMBZ	YRHKY	3	3.Y.V 3.R.c 3.H.c 3.K.C 3.Y.V	1.5 1.1 1.1 1.75 0.8	0
32702	Tibetan_Xiahe	FIGHT	doŋriaχ	fight	OLD	d o ŋ r i a χ	1152	1152	d o ŋ r ia χ	1 7 4 5 7 3	AXBCYN	TUNRIG	5	5.T.C 5.U.V 5.N.C 5.R.C 5.I.V 5.G.c	2.0 1.5 1.75 1.5 1.3 0.8	0
34877	Tibetan_Alike	FIGHT	onniji	fight	OLD	o n n i j i	2949	2949	o nn i j i	7 4 7 6 7	XBYBZ	UNIJI	2	2.U.V 2.N.C 2.I.V 2.J.C 2.I.V	1.5 1.75 1.3 1.75 0.8	0
34878	Tibetan_Alike	FIGHT	rɟjakriji	fight	OLD	r ɟ j a k r i j i	1152	1152	r ɟ j a k r i j i	5 1 6 7 1 5 7 6 7	ACCYBCYBZ	RCJAKRIJI	2	2.R.C 2.C.C 2.J.C 2.A.V 2.K.C 2.R.C 2.I.V 2.J.C 2.I.V	2.0 1.5 1.5 1.3 1.75 1.5 1.3 1.75 0.8	0
#
27340	rGyalrong_Maerkang	FIRE	təmək	fire	OLD	t ə m ə k	670	670	t ə m ə k	1 7 4 7 1	AXBYN	TEMEK	1	1.T.C 1.E.V 1.M.C 1.E.V 1.K.c	2.0 1.5 1.75 1.3 0.8	0
27606	Tibetan_Lhasa	FIRE	me	fire	OLD	m e	1746	1746	m e	4 7	AX	ME	4	4.M.C 4.E.V	2.0 1.5	0
29440	Tibetan_Batang	FIRE	ȵe	fire	OLD	ȵ e	1746	1746	ȵ e	4 7	AX	NE	3	3.N.C 3.E.V	2.0 1.5	0
31581	Tibetan_Alike	FIRE	mȵe	fire	OLD	m ȵ e	1746	1746	m ȵ e	4 4 7	ACZ	MNE	2	2.M.C 2.N.C 2.E.V	2.0 1.5 0.8	0
34453	Tibetan_Xiahe	FIRE	ȵe	fire	OLD	ȵ e	1746	1746	ȵ e	4 7	AX	NE	5	5.N.C 5.E.V	2.0 1.5	0
#
26406	Tibetan_Alike	FIREWOOD	æmæ	firewood	OLD	æ m æ	6005	6005	æ m æ	7 4 7	XBZ	EME	2	2.E.V 2.M.C 2.E.V	1.5 1.75 0.8	0
27737	rGyalrong_Maerkang	FIREWOOD	ʃᴇ	firewood	OLD	ʃ ᴇ	6006	6006	ʃ ᴇ	3 7	AX	SE	1	1.S.C 1.E.V	2.0 1.5	0
28006	Tibetan_Lhasa	FIREWOOD	miɕiŋ	firewood	OLD	m i ɕ i ŋ	6006	6006	m i ɕ i ŋ	4 7 3 7 4	AXBYN	MISIN	4	4.M.C 4.I.V 4.S.C 4.I.V 4.N.c	2.0 1.5 1.75 1.3 0.8	0
29661	Tibetan_Batang	FIREWOOD	ĩ	firewood	OLD	ĩ	6006	6006	ĩ	7	X	I	3	3.I.V	1.5	0
32258	Tibetan_Xiahe	FIREWOOD	ama	firewood	OLD	a m a	6005	6005	a m a	7 4 7	XBZ	AMA	5	5.A.V 5.M.C 5.A.V	1.5 1.75 0.8	0
#
27514	Tibetan_Alike	FISH	ȵæ	fish	OLD	ȵ æ	186	186	ȵ æ	4 7	AX	NE	2	2.N.C 2.E.V	2.0 1.5	0
27579	rGyalrong_Maerkang	FISH	pʃəujo	fish	OLD	p ʃ ə u j o	804	804	p ʃ əu j o	1 3 7 6 7	ACXBZ	PSEJU	1	1.P.C 1.S.C 1.E.V 1.J.C 1.U.V	2.0 1.5 1.5 1.75 0.8	0
27894	Tibetan_Lhasa	FISH	ȵa	fish	OLD	ȵ a	186	186	ȵ a	4 7	AX	NA	4	4.N.C 4.A.V	2.0 1.5	0
29521	Tibetan_Batang	FISH	ȵa	fish	OLD	ȵ a	186	186	ȵ a	4 7	AX	NA	3	3.N.C 3.A.V	2.0 1.5	0
32138	Tibetan_Xiahe	FISH	ȵa	fish	OLD	ȵ a	186	186	ȵ a	4 7	AX	NA	5	5.N.C 5.A.V	2.0 1.5	0
#
27916	rGyalrong_Maerkang	FIVE	kəmŋo	five	OLD	k ə m ŋ o	10357	10357	k ə m ŋ o	1 7 4 4 7	AXMBZ	KEMNU	1	1.K.C 1.E.V 1.M.c 1.N.C 1.U.V	2.0 1.5 1.1 1.75 0.8	0
28211	Tibetan_Lhasa	FIVE	ŋa	five	OLD	ŋ a	10357	10357	ŋ a	4 7	AX	NA	4	4.N.C 4.A.V	2.0 1.5	1
29855	Tibetan_Batang	FIVE	ŋa	five	OLD	ŋ a	10357	10357	ŋ a	4 7	AX	NA	3	3.N.C 3.A.V	2.0 1.5	1
32447	Tibetan_Xiahe	FIVE	hŋa	five	OLD	h ŋ a	10357	10357	h ŋ a	3 4 7	ACX	HNA	5	5.H.C 5.N.C 5.A.V	2.0 1.5 1.5	1
34612	Tibetan_Alike	FIVE	rŋæ	five	OLD	r ŋ æ	10357	10357	r ŋ æ	5 4 7	ACZ	RNE	2	2.R.C 2.N.C 2.E.V	2.0 1.5 0.8	1
#
27898	Tibetan_Lhasa	FLEA	uo	flea	OLD	u o	944	944	uo	7	X	Y	4	4.Y.V	1.5	0
29525	Tibetan_Batang	FLEA	ɑ	flea	OLD	ɑ	944	944	ɑ	7	X	A	3	3.A.V	1.5	1
30299	rGyalrong_Maerkang	FLEA	nɑjᴇ	flea	OLD	n ɑ j ᴇ	944	944	n ɑ j ᴇ	4 7 6 7	AXBZ	NAJE	1	1.N.C 1.A.V 1.J.C 1.E.V	2.0 1.5 1.75 0.8	0
32141	Tibetan_Xiahe	FLEA	e	flea	OLD	e	944	944	e	7	X	E	5	5.E.V	1.5	0
34286	Tibetan_Alike	FLEA	ɣe	flea	OLD	ɣ e	944	944	ɣ e	3 7	AX	GE	2	2.G.C 2.E.V	2.0 1.5	0
#
28394	rGyalrong_Maerkang	FLOAT	kəwiwt	float	OLD	k ə w i w t	3288	3288	k ə w i w t	1 7 6 7 6 1	AXBYLN	KEWIWT	1	1.K.C 1.E.V 1.W.C 1.I.V 1.W.c 1.T.c	2.0 1.5 1.75 1.3 1.1 0.8	0
28766	Tibetan_Lhasa	FLOAT	çaŋ	float	OLD	ç a ŋ	1229	1229	ç a ŋ	3 7 4	AXN	SAN	4	4.S.C 4.A.V 4.N.c	2.0 1.5 0.8	0
30375	Tibetan_Batang	FLOAT	dĩ	float	OLD	d ĩ	2766	2766	d ĩ	1 7	AX	TI	3	3.T.C 3.I.V	2.0 1.5	0
32846	Tibetan_Xiahe	FLOAT	ər	float	OLD	ə r	2530	2530	ə r	7 5	XN	ER	5	5.E.V 5.R.c	1.5 0.8	0
35026	Tibetan_Alike	FLOAT	ɣjaŋ	float	OLD	ɣ j a ŋ	2970	2970	ɣ j a ŋ	3 6 7 4	ACXN	GJAN	2	2.G.C 2.J.C 2.A.V 2.N.c	2.0 1.5 1.5 0.8	0
#
28356	rGyalrong_Maerkang	FLOW	təikəndə	flow (of water)	OLD	t ə i k ə n d ə	3267	3267	t əi k ə n d ə	1 7 1 7 4 1 7	AXBYMBZ	TEKENTE	1	1.T.C 1.E.V 1.K.C 1.E.V 1.N.c 1.T.C 1.E.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	0
30345	Tibetan_Batang	FLOW	uʔ	flow (of water)	OLD	u ʔ	2725	2725	u ʔ	7 1	XN	YH	3	3.Y.V 3.H.c	1.5 0.8	1
32818	Tibetan_Xiahe	FLOW	ʑər	flow (of water)	OLD	ʑ ə r	2529	2529	ʑ ə r	3 7 5	AXN	SER	5	5.S.C 5.E.V 5.R.c	2.0 1.5 0.8	0
33249	Tibetan_Lhasa	FLOW	ucu	flow (of water)	OLD	u c u	2620	2620	u c u	7 1 7	XBZ	YCY	4	4.Y.V 4.C.C 4.Y.V	1.5 1.75 0.8	0
#
27603	rGyalrong_Maerkang	FLOWER	məntok	flower	OLD	m ə n t o k	248	248	m ə n t o k	4 7 4 1 7 1	AXMBYN	MENTUK	1	1.M.C 1.E.V 1.N.c 1.T.C 1.U.V 1.K.c	2.0 1.5 1.1 1.75 1.3 0.8	0
29544	Tibetan_Batang	FLOWER	metoʔ	flower	OLD	m e t o ʔ	248	248	m e t o ʔ	4 7 1 7 1	AXBYN	METUH	3	3.M.C 3.E.V 3.T.C 3.U.V 3.H.c	2.0 1.5 1.75 1.3 0.8	0
32077	Tibetan_Lhasa	FLOWER	meto	flower	OLD	m e t o	248	248	m e t o	4 7 1 7	AXBZ	METU	4	4.M.C 4.E.V 4.T.C 4.U.V	2.0 1.5 1.75 0.8	0
32157	Tibetan_Xiahe	FLOWER	metoχ	flower	OLD	m e t o χ	248	248	m e t o χ	4 7 1 7 3	AXBYN	METUG	5	5.M.C 5.E.V 5.T.C 5.U.V 5.G.c	2.0 1.5 1.75 1.3 0.8	0
34305	Tibetan_Alike	FLOWER	meok	flower	OLD	m e o k	248	248	m eo k	4 7 1	AXN	MEK	2	2.M.C 2.E.V 2.K.c	2.0 1.5 0.8	0
#
28219	rGyalrong_Maerkang	FLY (MOVE THROUGH AIR)	kɑbjɑm	fly	OLD	k ɑ b j ɑ m	10206	10206	k ɑ b j ɑ m	1 7 1 6 7 4	AXBCYN	KAPJAM	1	1.K.C 1.A.V 1.P.C 1.J.C 1.A.V 1.M.c	2.0 1.5 1.75 1.5 1.3 0.8	0
30226	Tibetan_Batang	FLY (MOVE THROUGH AIR)	dĩ	fly	OLD	d ĩ	2572	2572	d ĩ	1 7	AX	TI	3	3.T.C 3.I.V	2.0 1.5	1
32729	Tibetan_Xiahe	FLY (MOVE THROUGH AIR)	ər	fly	OLD	ə r	430	430	ə r	7 5	XN	ER	5	5.E.V 5.R.c	1.5 0.8	1
33361	Tibetan_Lhasa	FLY (MOVE THROUGH AIR)	ir	fly	OLD	i r	430	430	i r	7 5	XN	IR	4	4.I.V 4.R.c	1.5 0.8	0
34909	Tibetan_Alike	FLY (MOVE THROUGH AIR)	mpər	fly	OLD	m p ə r	430	430	m p ə r	4 1 7 5	ACYN	MPER	2	2.M.C 2.P.C 2.E.V 2.R.c	2.0 1.5 1.3 0.8	0
#
27338	rGyalrong_Maerkang	FOG	sɑzdᴇm	fog	OLD	s ɑ z d ᴇ m	668	668	s ɑ z d ᴇ m	3 7 3 1 7 4	AXMBYN	SASTEM	1	1.S.C 1.A.V 1.S.c 1.T.C 1.E.V 1.M.c	2.0 1.5 1.1 1.75 1.3 0.8	0
29429	Tibetan_Batang	FOG	upa	fog	OLD	u p a	99	99	u p a	7 1 7	XBZ	YPA	3	3.Y.V 3.P.C 3.A.V	1.5 1.75 0.8	1
30379	Tibetan_Lhasa	FOG	mukpə	fog	OLD	m u k p ə	99	99	m u k p ə	4 7 1 1 7	AXMBZ	MYKPE	4	4.M.C 4.Y.V 4.K.c 4.P.C 4.E.V	2.0 1.5 1.1 1.75 0.8	0
34053	Tibetan_Alike	FOG	rmukkwa	fog	OLD	r m u k k w a	99	99	r m u kk w a	5 4 7 1 6 7	ACYBCZ	RMYKWA	2	2.R.C 2.M.C 2.Y.V 2.K.C 2.W.C 2.A.V	2.0 1.5 1.3 1.75 1.5 0.8	0
34442	Tibetan_Xiahe	FOG	hməχkwa	fog	OLD	h m ə χ k w a	99	99	h m ə χ k w a	3 4 7 3 1 6 7	ACXMBCZ	HMEGKWA	5	5.H.C 5.M.C 5.E.V 5.G.c 5.K.C 5.W.C 5.A.V	2.0 1.5 1.5 1.1 1.75 1.5 0.8	0
#
27400	rGyalrong_Maerkang	FOOT	tɑmᴇ	foot	OLD	t ɑ m ᴇ	701	701	t ɑ m ᴇ	1 7 4 7	AXBZ	TAME	1	1.T.C 1.A.V 1.M.C 1.E.V	2.0 1.5 1.75 0.8	0
27697	Tibetan_Lhasa	FOOT	kaŋpa	foot	OLD	k a ŋ p a	866	866	k a ŋ p a	1 7 4 1 7	AXMBZ	KANPA	4	4.K.C 4.A.V 4.N.c 4.P.C 4.A.V	2.0 1.5 1.1 1.75 0.8	0
29314	Tibetan_Batang	FOOT	kõmba	foot	OLD	k õ m b a	866	866	k õ m b a	1 7 4 1 7	AXMBZ	KUMPA	3	3.K.C 3.U.V 3.M.c 3.P.C 3.A.V	2.0 1.5 1.1 1.75 0.8	0
31972	Tibetan_Xiahe	FOOT	hkaŋwa	foot	OLD	h k a ŋ w a	866	866	h k a ŋ w a	3 1 7 4 6 7	ACYBCZ	HKANWA	5	5.H.C 5.K.C 5.A.V 5.N.C 5.W.C 5.A.V	2.0 1.5 1.3 1.75 1.5 0.8	0
34110	Tibetan_Alike	FOOT	rkoŋŋæ	foot	OLD	r k o ŋ ŋ æ	866	866	r k o ŋŋ æ	5 1 7 4 7	ACYBZ	RKUNE	2	2.R.C 2.K.C 2.U.V 2.N.C 2.E.V	2.0 1.5 1.3 1.75 0.8	0
#
27363	rGyalrong_Maerkang	FOREST	ʃəɑ	forest	OLD	ʃ ə ɑ	683	683	ʃ əɑ	3 7	AX	SE	1	1.S.C 1.E.V	2.0 1.5	0
27642	Tibetan_Lhasa	FOREST	ɕiŋna	forest	OLD	ɕ i ŋ n a	840	840	ɕ i ŋ n a	3 7 4 4 7	AXMBZ	SINNA	4	4.S.C 4.I.V 4.N.c 4.N.C 4.A.V	2.0 1.5 1.1 1.75 0.8	0
29596	Tibetan_Batang	FOREST	nɑʔ	forest	OLD	n ɑ ʔ	840	840	n ɑ ʔ	4 7 1	AXN	NAH	3	3.N.C 3.A.V 3.H.c	2.0 1.5 0.8	0
30552	Tibetan_Lhasa	FOREST	nakɛ	forest	OLD	n a k ɛ	840	840	n a k ɛ	4 7 1 7	AXBZ	NAKE	4	4.N.C 4.A.V 4.K.C 4.E.V	2.0 1.5 1.75 0.8	0
31941	Tibetan_Xiahe	FOREST	naχ	forest	OLD	n a χ	840	840	n a χ	4 7 3	AXN	NAG	5	5.N.C 5.A.V 5.G.c	2.0 1.5 0.8	0
34074	Tibetan_Alike	FOREST	nak	forest	OLD	n a k	840	840	n a k	4 7 1	AXN	NAK	2	2.N.C 2.A.V 2.K.c	2.0 1.5 0.8	1
#
26744	Tibetan_Lhasa	FORGET	e	forget	OLD	e	1153	1153	e	7	X	E	4	4.E.V	1.5	1
28492	rGyalrong_Maerkang	FORGET	kjməs	forget	OLD	k j m ə s	1575	1575	k j m ə s	1 6 4 7 3	AXBYN	KJMES	1	1.K.C 1.J.V 1.M.C 1.E.V 1.S.c	2.0 1.5 1.75 1.3 0.8	0
30473	Tibetan_Batang	FORGET	eiʔ	forget	OLD	e i ʔ	1153	1153	ei ʔ	7 1	XN	EH	3	3.E.V 3.H.c	1.5 0.8	0
32931	Tibetan_Xiahe	FORGET	el	forget	OLD	e l	1153	1153	e l	7 5	XN	EL	5	5.E.V 5.L.c	1.5 0.8	1
35098	Tibetan_Alike	FORGET	wet	forget	OLD	w e t	1153	1153	w e t	6 7 1	AXN	WET	2	2.W.C 2.E.V 2.T.c	2.0 1.5 0.8	0
#
28210	Tibetan_Lhasa	FOUR	ɕi	four	OLD	ɕ i	263	263	ɕ i	3 7	AX	SI	4	4.S.C 4.I.V	2.0 1.5	0
29102	Tibetan_Alike	FOUR	wʑə	four	OLD	w ʑ ə	263	263	w ʑ ə	6 3 7	ACZ	WSE	2	2.W.C 2.S.C 2.E.V	2.0 1.5 0.8	0
29854	Tibetan_Batang	FOUR	ɣɪ	four	OLD	ɣ ɪ	263	263	ɣ ɪ	3 7	AX	GI	3	3.G.C 3.I.V	2.0 1.5	0
31340	rGyalrong_Maerkang	FOUR	kəwdi	four	OLD	k ə w d i	263	263	k ə w d i	1 7 6 1 7	AXMBZ	KEWTI	1	1.K.C 1.E.V 1.W.c 1.T.C 1.I.V	2.0 1.5 1.1 1.75 0.8	0
32446	Tibetan_Xiahe	FOUR	ʑə	four	OLD	ʑ ə	263	263	ʑ ə	3 7	AX	SE	5	5.S.C 5.E.V	2.0 1.5	0
#
27874	Tibetan_Lhasa	FOX	wmo	fox	OLD	w m o	379	379	w m o	6 4 7	ACZ	WMU	4	4.W.C 4.M.C 4.U.V	2.0 1.5 0.8	0
29500	Tibetan_Batang	FOX	wɑ	fox	OLD	w ɑ	379	379	w ɑ	6 7	AX	WA	3	3.W.C 3.A.V	2.0 1.5	0
31858	rGyalrong_Maerkang	FOX	kəwi	fox	OLD	k ə w i	2312	2312	k ə w i	1 7 6 7	AXBZ	KEWI	1	1.K.C 1.E.V 1.W.C 1.I.V	2.0 1.5 1.75 0.8	0
32120	Tibetan_Xiahe	FOX	ʁa	fox	OLD	ʁ a	379	379	ʁ a	5 7	AX	RA	5	5.R.C 5.A.V	2.0 1.5	0
35579	Tibetan_Alike	FOX	ɣa	fox	OLD	ɣ a	379	379	ɣ a	3 7	AX	GA	2	2.G.C 2.A.V	2.0 1.5	0
#
26115	Tibetan_Alike	FROG	rbæwa	frog	OLD	r b æ w a	145	145	r b æ w a	5 1 7 6 7	ACYBZ	RPEWA	2	2.R.C 2.P.C 2.E.V 2.W.C 2.A.V	2.0 1.5 1.3 1.75 0.8	0
27578	rGyalrong_Maerkang	FROG	ɑʃpɑ	frog	OLD	ɑ ʃ p ɑ	145	145	ɑ ʃ p ɑ	7 3 1 7	XMBZ	ASPA	1	1.A.V 1.S.c 1.P.C 1.A.V	1.5 1.1 1.75 0.8	0
27892	Tibetan_Lhasa	FROG	pɛpaŋbiɑ	frog	OLD	p ɛ p a ŋ b i ɑ	145	145	p ɛ p a ŋ b iɑ	1 7 1 7 4 1 7	AXBYMBZ	PEPANPI	4	4.P.C 4.E.V 4.P.C 4.A.V 4.N.c 4.P.C 4.I.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	0
29519	Tibetan_Batang	FROG	biɑ	frog	OLD	b i ɑ	145	145	b iɑ	1 7	AX	PI	3	3.P.C 3.I.V	2.0 1.5	0
32136	Tibetan_Xiahe	FROG	wawa	frog	OLD	w a w a	145	145	w a w a	6 7 6 7	AXBZ	WAWA	5	5.W.C 5.A.V 5.W.C 5.A.V	2.0 1.5 1.75 0.8	0
#
