ID	DOCULECT	GLOSS_IN_SOURCE	CONCEPT	IPA	TOKENS	NOTE	BORROWING	CHINESE	COGID	RGEN	HANZI	SOURCE	ENTRY_IN_SOURCE	GLOSS
20529	rGyalrong_Maerkang	root	the root	tɐ srɐm	t ɐ _ s r ɐ m				225	364186		STEDT/TBL	tɐ srɐm	the root
21180	Zhaba_Daofu_County	root	the root	ndʐɿ⁵⁵	n ɖʐ ɿ ⁵⁵	!			3319	364189		STEDT/TBL	ndʐɿ⁵⁵	the root
21512	Darang_Taraon	root	the root	xɑ³¹ɹɑi⁵⁵	x ɑ ³¹ + ɹ ɑ i ⁵⁵				2217	364197		STEDT/TBL	xɑ³¹ɹɑi⁵⁵	the root
22112	Lisu	root	the root	e⁵⁵tɕe̱³³	e ⁵⁵ t ɕ e̠ ³³				2385	364215		STEDT/TBL	e⁵⁵phiɛ³¹	the root
23346	Bokar	root	the root	pa pɯr	p a + p ɯ r	made this cognate with Lushai bul. LS			1542	364199		STEDT/TBL	pa pɯr	the root
24303	Tibetan_Alike	root	the root	ɣtsa pa	ɣ ts a _ p a	!			285	364180		STEDT/TBL	ɣtsa pa	the root
25477	Daofu	root	the root	shə rko	sʰ ə + r k o	!			3068	364187		STEDT/TBL	shə rko	the root
30955	Old_Chinese		the root	kˤər	kˤ ə r			根	1819	NA	根	SagartMa2016	*[k]ˤə[r]	the root
31187	Old_Burmese		the root	mryat	m r j a t				1074	NA		Hill2016		the root
31714	Wobzi_Khroskyabs		the root	srə́m	s r ə́ m				225	NA		Lai2016		the root
31981	Chepang	root; underground extension (of house, etc.) (ext.)	the root	rut	r u t				3876	485638		Caughley2000		the root
32234	Garo	root (n)	the root	ja•-dil	j a ʔ + d i l				4000	466433		Burling2003		the root
32524	Thulung		the root	phrʉp	pʰ r ʉ p				4084	NA				the root
32812	Hakha_Chin	rope (n.)	the rope	hri:	r̥ îi/i	[full entry: know the ropes = ningcang hngalh]			45	NA		VanBik2014		the rope
33092	Bunan	rope (strong)	the rope	raɕi	r a ɕ i	IA? (raśmi-)	IA		10313	NA		Widmer2014		the rope
33302	Byangsi	rope	the rope	jaŋ	j/dʒ a ŋ				402	541863		Sharma2003		the rope
33525	Rongpo	rope	the rope	rəssi	r ə s s i	IA? (raśmi-)	IA		10313	547306		Sharma2003a		the rope
33526	Rongpo	rope	the rope	thagpa	tʰ a g p a		Tibetan[thag.pa]		540	547516		Sharma2003a		the rope
33754	Kulung	rope, cord. (n.)	the rope	ribɔ	r i b ɔ				270	NA		Tolsma1999		the rope
34011	Bantawa	rope, string	the rope	hatdeuri	h a t d e u r i				2753	NA		Jongens2009:430		the rope
34012	Bantawa	rope	the rope	makyɨ	m a k j ɨ				829	NA		Jongens2009:446		the rope
34683	Rangoon		the rope	ʨo⁵⁵	tɕ o ⁵⁵				1071	NA		Huang1992		the rope
35521	Achang_Longchuan	rope / string n	the rope	toi³¹	t o i ³¹				1324	NA		Huang1992		the rope
35522	Atsi	rope / string n	the rope	tu̱i²¹	t ṵ i ²¹				1324	NA		Huang1992		the rope
35523	Bola	rope / string n	the rope	tu̱i³⁵	t ṵ i ³⁵				1324	NA		Huang1992		the rope
35524	Lashi	rope / string n	the rope	tə̱⁵⁵	t ə̰ ⁵⁵				1324	NA		Huang1992		the rope
35525	Maru	rope / string n	the rope	tɔ̱i³⁵	t ɔ̰ i ³⁵				1324	NA		Huang1992		the rope
35526	Xiandao	rope / string n	the rope	tui³¹	t u i ³¹				1324	NA		Huang1992		the rope
35815	Bahing	rope (n)	the rope	gra	g r a				1412	121992				the rope
36054	Lushai	rope (n)	the rope	hrui	r̥ u i				45	248220				the rope
36969	Beijing	rope	the rope	ʂɤŋ³⁵tsɿ⁰	ʂ ə ŋ ³⁵ ts ɿ ⁰	**cognacy**: Major difference in this cognate sets is the distinction between 绳(子) and 索(子). Full cognates should follow this schema. @lingulist		繩子	10164	NA	繩子	BeijingDaxue1964		the rope
36970	Guangzhou	rope	the rope	sɪŋ²¹₃₅	s ɪ ŋ ²¹/³⁵			繩	10164	NA	繩	BeijingDaxue1964		the rope
36971	Longgang		the rope	sok³ma²¹	s o k ³ m a ²¹				1820	NA	索囗			the rope
36972	Jieyang		the rope	sɛŋ⁵⁵	s ɛ ŋ ⁵⁵	Yangping.			10164	NA	繩			the rope
36973	Xingning		the rope	soʔ²ma²¹	s o ʔ ² m a ²¹				1820	NA	索囗			the rope
37872	Hayu	thread, string (vt, vtt)	the rope	niŋ	n i ŋ				2207	120894				the rope
38228	Tangut		the rope	kwə	k w ə				4158	NA	繩			the rope
38302	Mikir		the rope	ari	a r i	from :cite:Walker1925<br>page in :cite:Walker1925 395			10165	NA		Walker1925, Konnerth2014	ari	the rope
38660	Rabha	rope	the rope	pa-ga	p a + g a				10434	NA		Joseph2007		the rope
8022	Old_Tibetan		the rope	tʰag.pa	tʰ a g + p a			绳子	540	NA				the rope
8051	Japhug		the rope	tɯmbri	t ɯ m b r i			绳子	10164	NA			tɯmbri	the rope
16749	Jingpho	rope / string	the rope	sum³³ʒi³³	s u m ³³ + ʒ i ³³				10165	376792		STEDT/TBL	sum³³ʒi³³	the rope
16884	Motuo_Menba	rope / string	the rope	do	d o				3837	376780		STEDT/TBL	do	the rope
17797	rGyalrong_Maerkang	rope / string	the rope	tə brᴇ	t ə _ b r ᴇ/e				10164	376784		STEDT/TBL	tə brᴇ	the rope
18065	Tibetan_Lhasa	rope / string	the rope	thak⁵⁵ pa⁵⁵	tʰ a k ⁵⁵ _ p a ⁵⁵				540	376775		STEDT/TBL	thak⁵⁵ pa⁵⁵	the rope
19024	Daofu	rope / string	the rope	sku lu	s k u + l u	!			3993	376785		STEDT/TBL	sku lu	the rope
19447	Dulong	rope / string	the rope	bɑŋ⁵⁵ɹi⁵³	b ɑ ŋ ⁵⁵ + ɹ i ⁵³	classifier for ropes is bɹiŋ⁵⁵  (stedt), cognate with Japhug. ɹi⁵³ is NOT cognate.			10165	376793		STEDT/TBL	bɑŋ⁵⁵ɹi⁵³	the rope
19721	Tibetan_Batang	rope / string	the rope	thɑ⁵⁵pa⁵³	tʰ ɑ ⁵⁵ + p a ⁵³				540	376776		STEDT/TBL	thɑ⁵⁵pa⁵³	the rope
21555	Zhaba_Daofu_County	rope / string	the rope	ptʂɪ⁵⁵	p ʈʂ ɪ ⁵⁵	!			10164	376787		STEDT/TBL	ptʂɪ⁵⁵	the rope
21622	Darang_Taraon	rope / string	the rope	kɑ³¹ɹui⁵⁵	k ɑ ³¹ + ɹ u i ⁵⁵				45	376795		STEDT/TBL	kɑ³¹ɹui⁵⁵	the rope
22314	Tibetan_Xiahe	rope / string	the rope	thaχ kwa	tʰ a χ _ k w a				540	376777		STEDT/TBL	thaχ kwa	the rope
22772	Tibetan_Alike	rope / string	the rope	rn̥e	r n̥ e	!			2516	376778		STEDT/TBL	rn̥e	the rope
23433	Lisu	rope / string	the rope	po³³tɕuɑ̱³³	p o ³³ t ɕ u ɑ̠ ³³				2657	376813		STEDT/TBL	no⁵⁵dʑo³¹	the rope
23495	Bokar	rope / string	the rope	taː◦pə	t aː p ə	!	Tibetan[thag.pa]		540	376797		STEDT/TBL	taː◦pə	the rope
24478	Tibetan_Alike	rope / string	the rope	thok kwa	tʰ o k _ k w a				540	376824		STEDT/TBL	thok kwa	the rope
24783	Yidu	rope / string	the rope	ɑ⁵⁵tɕe⁵⁵ mbɹɑŋ³⁵	ɑ ⁵⁵ + tɕ e ⁵⁵ _ mb ɹ ɑ ŋ ³⁵	!			10164	376798		STEDT/TBL	ɑ⁵⁵tɕe⁵⁵ mbɹɑŋ³⁵	the rope
30403	Khaling		the rope	ribʌ	r i b ʌ				270	NA				the rope
30404	Limbu		the rope	thakpa	tʰ a k p a		Tibetan[thag.pa]		540	NA				the rope
30956	Old_Chinese		the rope	Cə→mrəŋ	C/ ə + m r ə ŋ			绳	10164	NA	繩	SagartMa2016	*Cə-m.rəŋ	the rope
31188	Old_Burmese		the rope	kruiwḥ	k r ui w h				1071	NA		Hill2016		the rope
31715	Wobzi_Khroskyabs		the rope	bré	b r é/e				10164	NA		Lai2016		the rope
31982	Chepang	rope, string, cord, vine, halter	the rope	la	l a				3877	485896		Caughley2000		the rope
32235	Garo	rope; string (n)	the rope	do-ri	d o r i	IA डोरी	IA		10311	465998		Burling2003		the rope
32525	Thulung		the rope	riba	r i b a				270	NA				the rope
32815	Hakha_Chin	salt (n.)	the salt	cite;	ts ı̀i/i				10239	NA		VanBik2014		the salt
33144	Bunan	salt	the salt	tsʰa	tsʰ a	Comment (by Widmer2014): «WT tshwa»	tib[tsʰʷa]		4160	NA		Widmer2014		the salt
33303	Byangsi	salt	the salt	tshà:	tsʰ àː/aː		tib[tsʰʷa]		4160	542577		Sharma2003		the salt
33527	Rongpo	salt	the salt	cha	tʃʰ a		tib[tsʰʷa]		4160	546467		Sharma2003a		the salt
33755	Kulung	salt (n.)	the salt	rum	r u m	Nepali: nūn.. (Tolsma1999)			687	NA		Tolsma1999		the salt
34015	Bantawa	salt	the salt	yum	j u m				687	NA		Jongens2009:472		the salt
34739	Rangoon		the salt	shɑ⁵⁵	sʰ ɑ ⁵⁵				4160	NA		Huang1992		the salt
35529	Achang_Longchuan	salt n	the salt	tɕhɔ³¹	tɕʰ ɔ ³¹				4160	NA		Huang1992		the salt
35530	Atsi	salt n	the salt	tsho⁵⁵	tsʰ o ⁵⁵				4160	NA		Huang1992		the salt
35531	Bola	salt n	the salt	tha³⁵	tʰ a ³⁵				4160	NA		Huang1992		the salt
35533	Lashi	salt n	the salt	tsho⁵⁵	tsʰ o ⁵⁵				4160	NA		Huang1992		the salt
35534	Maru	salt n	the salt	tshɔ³⁵	tsʰ ɔ ³⁵				4160	NA		Huang1992		the salt
35535	Xiandao	salt n	the salt	chɔ³¹	cʰ ɔ ³¹				4160	NA		Huang1992		the salt
35816	Bahing	salt (n)	the salt	juksi	j u k s i				1413	121737				the salt
36055	Lushai	salt (n)	the salt	chi	tʃ i				10239	259666				the salt
36975	Guangzhou		the salt	jim²¹	j i m ²¹				687	NA	鹽			the salt
36976	Chaozhou		the salt	iəm⁵⁵	i ə m ⁵⁵	P-Mn z-; this form not inherited.LS	< MC, LMC		687	NA	鹽			the salt
36977	Longgang		the salt	jam²¹	j a m ²¹				687	NA	鹽			the salt
36978	Jieyang		the salt	iam⁵⁵	i a m ⁵⁵	P-Mn z-; this form not inherited	< MC, LMC		687	NA	鹽			the salt
36979	Xingning		the salt	ʑɑŋ²⁴	ʑ ɑ ŋ ²⁴				687	NA	鹽			the salt
37665	Ukhrul	salt	the salt	mə-ci	m ə + c i				10239	526670				the salt
37873	Hayu	salt (n)	the salt	tsiya	ts i j a				10240	120510				the salt
38044	Tangut		the salt	tshjɨ	tsʰ j ɨ				4160	NA	鹽			the salt
38360	Mikir		the salt	ingtí	i ng t í/i	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «ingti» (page: 398)			10239	NA		Walker1925, Konnerth2014	ingti	the salt
38537	Rabha	salt	the salt	kʰa-ri	kʰ a + r i				10436	NA		Joseph2007		the salt
8234	Old_Tibetan		the salt	tsʰʷa	tsʷʰ a			盐	4160	NA				the salt
8263	Japhug		the salt	tsʰa	tsʰ a		tib[tsʰʷa]	盐	4160	NA			%tsha	the salt
16373	Jingpho	salt	the salt	tʃum³¹	tʃ u m ³¹				687	348126		STEDT/TBL	tʃum³¹	the salt
17370	rGyalrong_Maerkang	salt	the salt	tshɐ	tsʰ ɐ		tib[tsʰʷa]		4160	348118		STEDT/TBL	tshɐ	the salt
18158	Tibetan_Lhasa	salt	the salt	tsha⁵⁵	tsʰ a ⁵⁵				4160	348109		STEDT/TBL	tsha⁵⁵	the salt
19046	Dulong	salt	the salt	sɯ³¹lɑʔ⁵⁵	s ɯ ³¹ + l ɑ ʔ ⁵⁵				10587	348127		STEDT/TBL	sɯ³¹lɑʔ⁵⁵	the salt
19280	Tibetan_Batang	salt	the salt	tsha⁵³	tsʰ a ⁵³				4160	348110		STEDT/TBL	tsha⁵³	the salt
19535	Yidu	salt	the salt	pɹɑ³⁵	p ɹ ɑ ³⁵				2102	348132		STEDT/TBL	pɹɑ³⁵	the salt
21156	Zhaba_Daofu_County	salt	the salt	tshɿ³¹	tsʰ ɿ ³¹				4160	348158		STEDT/TBL	tshɿ³¹	the salt
21293	Darang_Taraon	salt	the salt	plɑ³⁵	p l ɑ ³⁵				2102	348129		STEDT/TBL	plɑ³⁵	the salt
21945	Tibetan_Xiahe	salt	the salt	tsha kə	tsʰ a _ k ə				4160	348111		STEDT/TBL	tsha kə	the salt
23059	Lisu	salt	the salt	tshɑ³¹ bo̱³³	tsʰ ɑ ³¹ _ b o̠ ³³				4160	348147		STEDT/TBL	tshɑ³¹ bo̱³³	the salt
23116	Bokar	salt	the salt	o lo	o + l o				2102	348131		STEDT/TBL	o lo	the salt
24080	Tibetan_Alike	salt	the salt	tsha khə	tsʰ a _ kʰ ə				4160	348112		STEDT/TBL	tsha khə	the salt
24765	Motuo_Menba	salt	the salt	ʔin tɕa	ʔ i n _ tɕ a				687	348114		STEDT/TBL	ʔin tɕa	the salt
36974	Beijing		the salt	jan³⁵	j a n ³⁵				687	NA	鹽			the salt
30405	Khaling		the salt	rʌ̄m	r ʌ̄ m				687	NA				the salt
30406	Limbu		the salt	jum	j u m				687	NA				the salt
30959	Old_Chinese		the salt	ɢrom	ɢ r o m			盐	687	NA	鹽	SagartMa2016	*[ɢr][o]m	the salt
30960	Old_Chinese		the salt	ɴ→tsˤaj	ɴ + tsˤ a j			盐	4160	NA	鹺	SagartMa2016	*N-[ts]ˤaj	the salt
31189	Old_Burmese		the salt	chāḥ	ch ā/aː h				4160	NA		Hill2016		the salt
31718	Wobzi_Khroskyabs		the salt	tsʰí	tsʰ í/i				4160	NA		Lai2016		the salt
31985	Chepang	salt, salt-like substances	the salt	cheʔ	tʃʰ e ʔ				4160	481367		Caughley2000		the salt
32239	Garo	salt (n)	the salt	kai-sim	k a i + s i m				4003	466635		Burling2003		the salt
32526	Thulung		the salt	jo	j o				1413	NA				the salt
32817	Hakha_Chin	sand (n.)	the sand	thetse	tʰ e ts e	[full entry: ]			212	NA		VanBik2014		the sand
32934	Bunan	sand	the sand	bema	b e m a	Comment (by Widmer2014): «WT bye ma»	Tibetan[bje.ma]		118	NA		Widmer2014		the sand
33304	Byangsi	sand	the sand	balwa:	b a l w aː		IA बालुवा		10565	541554		Sharma2003		the sand
33528	Rongpo	sand	the sand	ba:wo	b aː w o		IA बालुवा		10565	546307		Sharma2003a		the sand
33756	Kulung	sand (n.)	the sand	serɔm	s e r ɔ m	Nepali: bāluvā. (Tolsma1999)			212	NA		Tolsma1999		the sand
34017	Bantawa	clay, soil, mud, sand	the sand	bakʰa	b a kʰ a				10566	NA		Jongens2009:412		the sand
34639	Rangoon		the sand	tθɛ⁵⁵	tθ ɛ ⁵⁵				212	NA		Huang1992		the sand
35536	Achang_Longchuan	sand n	the sand	să³¹le⁵⁵	s ă ³¹ + l e ⁵⁵				212	NA		Huang1992		the sand
35537	Atsi	sand n	the sand	să²¹mui⁵¹	s ă ²¹ + m u i ⁵¹				212	NA		Huang1992		the sand
35538	Bola	sand n	the sand	mɛ⁵⁵ʃa⁵⁵	m ɛ ⁵⁵ + ʃ a ⁵⁵				212	NA		Huang1992		the sand
35539	Lashi	sand n	the sand	sə̆⁵⁵mui³¹	s ə̆ ⁵⁵ + m u i ³¹				212	NA		Huang1992		the sand
35540	Maru	sand n	the sand	ma³¹ʃɔ³¹	m a ³¹ + ʃ ɔ ³¹				212	NA		Huang1992		the sand
35541	Xiandao	sand n	the sand	sa³¹lɛ³¹	s a ³¹ + l ɛ ³¹				212	NA		Huang1992		the sand
36056	Lushai	sand (n)	the sand	t̥iáu	ʈ i a u				1544	259697				the sand
36980	Beijing		the sand	ʂa⁵⁵tsɿ⁰	ʂ a ⁵⁵ ts ɿ ⁰				212	NA	沙子			the sand
36981	Guangzhou		the sand	sa⁵³₅₅	s a ⁵³/⁵⁵				212	NA	沙			the sand
36982	Chaozhou		the sand	sua³³	s u a ³³				212	NA	沙			the sand
36983	Longgang		the sand	sa³³	s a ³³				212	NA	沙			the sand
36984	Jieyang		the sand	sua³³	s u a ³³				212	NA	沙			the sand
36985	Xingning		the sand	sa⁴⁵₃₅ti²¹	s a ⁴⁵/³⁵ t i ²¹				212	NA	沙囗			the sand
37666	Ukhrul	sand	the sand	si-tuj	s i + t u j				3381	526165				the sand
37874	Hayu	sand (n)	the sand	piː̃ku	p ĩː k u				2208	120957				the sand
38404	Mikir		the sand	sangti	s a ng t i	from :cite:Walker1925<br>page in :cite:Walker1925 398			10437	NA		Walker1925, Konnerth2014	sangti	the sand
38533	Rabha	sand	the sand	háŋ-tʃeŋ	h á/a ŋ + tʃ e ŋ				4004	NA		Joseph2007		the sand
8287	Old_Tibetan	sand	the sand	bʲe.ma	bʲ e m a			沙子	118	NA	沙		bʲe.ma	the sand
8300	Khaling	sand	the sand	sekhre	s e kʰ r e			沙子	212	NA	沙		sekhre	the sand
8316	Japhug	sand	the sand	qambɯt	q a m b ɯ t			沙子	2415	NA	沙		qambɯt	the sand
8320	Tangut	sand	the sand	bẹ¹	b ẹ/e ¹			沙子	2415	NA	沙		bẹ¹	the sand
14975	Jingpho	sand	the sand	tsai³¹pʒu³¹	ts a i ³¹ + p ʒ u ³¹	!			212	347239		STEDT/TBL	tsai³¹pʒu³¹	the sand
16512	Motuo_Menba	sand	the sand	be tsa	b e _ ts a				118	347227		STEDT/TBL	be tsa	the sand
17358	rGyalrong_Maerkang	sand	the sand	kə wᴇk	k ə _ w ᴇ/e k				2415	347231		STEDT/TBL	kə wᴇk	the sand
18593	Daofu	sand	the sand	bji ma	b j i + m a		Tibetan[bje.ma]		118	347232		STEDT/TBL	bji ma	the sand
19038	Dulong	sand	the sand	ɑ⁵⁵pi⁵⁵	ɑ ⁵⁵ + p i ⁵⁵				10567	347240		STEDT/TBL	ɑ⁵⁵pi⁵⁵	the sand
19264	Tibetan_Batang	sand	the sand	ɕɪ¹³ma⁵⁵	ɕ ɪ ¹³ + m a ⁵⁵				118	347223		STEDT/TBL	ɕɪ¹³ma⁵⁵	the sand
20528	Tibetan_Lhasa	sand	the sand	tɕhe¹³ma⁵⁵	tɕʰ e ¹³ + m a ⁵⁵				118	347222		STEDT/TBL	tɕhe¹³ma⁵⁵	the sand
20531	Darang_Taraon	sand	the sand	tɑ³¹pi⁵⁵	t ɑ ³¹ + p i ⁵⁵				10567	347242		STEDT/TBL	tɑ³¹pi⁵⁵	the sand
21142	Zhaba_Daofu_County	sand	the sand	tsi³³ma⁵⁵	ts i ³³ + m a ⁵⁵		tib bye ma		118	347234		STEDT/TBL	tsi³³ma⁵⁵	the sand
21229	Tibetan_Xiahe	sand	the sand	ɕe ma	ɕ e _ m a				118	347224		STEDT/TBL	ɕe ma	the sand
23042	Lisu	sand	the sand	khɯ³¹tɕi³³hɯ³¹	kʰ ɯ ³¹ + tɕ i ³³ + h ɯ ³¹				2680	347260		STEDT/TBL	khɯ³¹tɕi³³hɯ³¹	the sand
23103	Bokar	sand	the sand	dʑe mə	dʑ e + m ə		Tibetan[bje.ma]		118	347244		STEDT/TBL	dʑe mə	the sand
24069	Tibetan_Alike	sand	the sand	wɕe mæ	w ɕ e _ m æ	!			118	347225		STEDT/TBL	wɕe mæ	the sand
24380	Yidu	sand	the sand	ɑ⁵⁵pi⁵⁵	ɑ ⁵⁵ + p i ⁵⁵				10567	347245		STEDT/TBL	ɑ⁵⁵pi⁵⁵	the sand
30962	Old_Chinese		the sand	sˤraj	sˤ r a j			沙子	212	NA	沙	SagartMa2016	*sˤraj	the sand
31190	Old_Burmese		the sand	sai	s ai				212	NA		Hill2016		the sand
31720	Wobzi_Khroskyabs		the sand	rɟaqrá	r ɟ a q r á/a				212	NA		Lai2016		the sand
32240	Garo	sand (n)	the sand	han•-cheng	h a n ʔ + ch e ŋ				4004	466334		Burling2003		the sand
32527	Thulung		the sand	se:kre	s eː k r e				212	NA				the sand
32819	Hakha_Chin	sea (n.)	the sea	rili	r i l i	[full entry: ]			5023	NA		VanBik2014		the sea
33146	Bunan	lake, sea	the sea	tsʰo	tsʰ o	Comment (by Widmer2014): «WT mtsho»	tib[mtsho]		3122	NA		Widmer2014		the sea
33305	Byangsi	sea	the sea	samundro	s a m u n d r o				8	542356		Sharma2003		the sea
34020	Bantawa	big river, sea	the sea	yaŋwama	j a ŋ w a m a				6627	NA		Jongens2009:471		the sea
34605	Rangoon		the sea	pĩ²²lɛ²²	p ĩ ²² + l ɛ ²²				3827	NA		Huang1992		the sea
35549	Achang_Longchuan	sea n	the sea	nam³¹tɕu³¹	n a m ³¹ + tɕ u ³¹				8650	NA		Huang1992		the sea
35550	Atsi	sea n	the sea	vui⁵¹miŋ²¹	v u i ⁵¹ + m i ŋ ²¹				8651	NA		Huang1992		the sea
35551	Lashi	sea n	the sea	kjei⁵³məŋ³³	k j e i ⁵³ + m ə ŋ ³³				8651	NA		Huang1992		the sea
33529	Rongpo	sea	the sea	səmundər	s ə m u n d ə r				8	547433		Sharma2003a		the sea
38183	Tangut		the sea	ŋjow	ŋ j o w				0	NA	海			the sea
38514	Mikir		the sea	taló	t a l ó/o	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «langpi, hakor» (page: 401)			0	NA		Walker1925, Konnerth2014	langpi, hakor	the sea
16350	Jingpho	sea	the sea	pa̱ŋ³³lai³³	p a̠ ŋ ³³ + l a i ³³		bur[paŋ.lay]		3827	346620		STEDT/TBL	pa̱ŋ³³lai³³	the sea
16983	Tibetan_Batang	sea	the sea	dʑa¹³tshᴜ⁵³	dʑ a ¹³ + tsʰ u ⁵³				3122	346604		STEDT/TBL	dʑa¹³tshᴜ⁵³	the sea
17353	rGyalrong_Maerkang	sea	the sea	rɟjɐ mtsho	r ɟ j ɐ _ m tsʰ o	!	tib[rgʲa.mtsʰo]		3122	346612		STEDT/TBL	rɟjɐ mtsho	the sea
17619	Tibetan_Lhasa	sea	the sea	ca¹³tsho⁵³	c a ¹³ + tsʰ o ⁵³				3122	346603		STEDT/TBL	ca¹³tsho⁵³	the sea
18588	Daofu	sea	the sea	mtshu	m tsʰ u	!	tib[mtsho]		3122	346613		STEDT/TBL	mtshu	the sea
19031	Dulong	sea	the sea	su⁵⁵	s u ⁵⁵	ts > en Dulong			3122	346621		STEDT/TBL	su⁵⁵	the sea
21057	Bokar	sea	the sea	ɕi tə	ɕ i _ t ə				3113	346625		STEDT/TBL	ɕi tə	the sea
21137	Zhaba_Daofu_County	sea	the sea	ɟja⁵⁵mtshu⁵⁵	ɟ j a ⁵⁵ + m tsʰ u ⁵⁵		tib[rgʲa.mtsʰo]		3122	346615		STEDT/TBL	ɟja⁵⁵mtshu⁵⁵	the sea
21575	Darang_Taraon	sea	the sea	tɯ³¹ɹɯi⁵³dɯ³¹ɹɯŋ⁵⁵	t ɯ ³¹ + ɹ ɯ i ⁵³ + d ɯ ³¹ + ɹ ɯ ŋ ⁵⁵				3120	346623		STEDT/TBL	tɯ³¹ɹɯi⁵³dɯ³¹ɹɯŋ⁵⁵	the sea
23034	Lisu	sea	the sea	lu³¹be⁵³	l u ³¹ + b e ⁵³				3119	346641		STEDT/TBL	lu³¹be⁵³	the sea
24063	Tibetan_Alike	sea	the sea	rdʑam tsho	r dʑ a m _ tsʰ o	!			3122	346606		STEDT/TBL	rdʑam tsho	the sea
24375	Yidu	sea	the sea	tu⁵⁵wi⁵⁵	t u ⁵⁵ + w i ⁵⁵				4429	346626		STEDT/TBL	tu⁵⁵wi⁵⁵	the sea
24508	Tibetan_Xiahe	sea	the sea	dʑam tsho	dʑ a m _ tsʰ o				3122	346605		STEDT/TBL	dʑam tsho	the sea
24630	Motuo_Menba	sea	the sea	dʑam tsho	dʑ a m _ tsʰ o		tib[rgʲa.mtsʰo]		3122	346608		STEDT/TBL	dʑam tsho	the sea
25833	Japhug	sea	the sea	rɟɤmtshu	r ɟ ɤ m tsʰ u		tib[rgʲa.mtsʰo]		3122	NA				the sea
30489	Khaling		the sea	dhiridhi	dh i r i dh i				5023	NA				the sea
30964	Old_Chinese		the sea	m̥ˤəʔ	m̥ˤ ə ʔ			海	3116	NA	海	SagartMa2016	*m̥ˤəʔ	the sea
31191	Old_Burmese		the sea	paṅ◦lay	p a ṅ/n + + l a y				3827	NA		Hill2016		the sea
31722	Wobzi_Khroskyabs		the sea	rɟɑ̂mtsʰu	r ɟ ɑ̂ m tsʰ u		tib[rgʲa.mtsʰo]		3122	NA		Lai2016		the sea
32345	Old_Tibetan		the sea	rgʲa.mtsʰo	r g j a _ m tsʰ o				3122	NA				the sea
32528	Thulung		the sea	diridin	d i r i d i n				5023	NA				the sea
32821	Hakha_Chin	seed (n.)	the seed	thlaici , ci	ts ı̀i/i				54	NA		VanBik2014		the seed
32905	Hakha_Chin		the seed	mu	m ùu/u				127	NA				the seed
33099	Bunan	seed	the seed	sagun	s a g u n	Comment (by Widmer2014): «WT sa bon»	tib[sa.bon]		955	NA		Widmer2014		the seed
33306	Byangsi	seed	the seed	pijɛ	p i j/dʒ ɛ				10248	542213		Sharma2003		the seed
33530	Rongpo	seed	the seed	pijag	p i dʒ a g				10248	547216		Sharma2003a		the seed
33757	Kulung	seed (n.)	the seed	calei	tʃ a l e i	Nepali: bīu. (Tolsma1999)			688	NA		Tolsma1999		the seed
34022	Bantawa	seed	the seed	luwa	l u w a				837	NA		Jongens2009:446		the seed
34807	Rangoon		the seed	mjo⁵⁵si⁵³	m j o ⁵⁵ + s i ⁵³				127	NA		Huang1992		the seed
35559	Achang_Longchuan	seed n	the seed	a³¹ȵau³¹	a ³¹ + nʲ a u ³¹				127	NA		Huang1992		the seed
35560	Atsi	seed n	the seed	a²¹mji²¹	a ²¹ + m j i ²¹				127	NA		Huang1992		the seed
35561	Bola	seed n	the seed	a³¹mjuŋ³¹	a ³¹ + m j u ŋ ³¹				127	NA		Huang1992		the seed
35562	Lashi	seed n	the seed	a³³mjou³³	a ³³ + m j o u ³³				127	NA		Huang1992		the seed
35563	Maru	seed n	the seed	mjuk⁵⁵	m j u k ⁵⁵				127	NA		Huang1992		the seed
35564	Xiandao	seed n	the seed	a³¹ɲau⁵¹	a ³¹ + ɲ a u ⁵¹				127	NA		Huang1992		the seed
35817	Bahing	seed (n)	the seed	waːtser	w aː ts e r				1414	121755				the seed
36057	Lushai	seed (n)	the seed	mu	m u				127	248718				the seed
36058	Lushai	seed (n)	the seed	chi	tʃ i				54	248719				the seed
36986	Beijing		the seed	tʂʊŋ²¹⁴₂₁tsɿ⁰	ʈʂ ʊ ŋ ²¹⁴/²¹ ts ɿ ⁰				1821	NA	種子			the seed
36989	Jieyang		the seed	tsɛŋ³¹	ts ɛ ŋ ³¹				1821	NA	種			the seed
36990	Xingning		the seed	tʂʊm²¹ti²¹	ʈʂ ʊ m ²¹ t i ²¹				1821	NA	種囗			the seed
37667	Ukhrul	seed	the seed	ʔa-tʰa	ʔ a + tʰ a				3383	526133				the seed
38232	Tangut		the seed	ljwi	l ɥ i				4165	NA	種/籽			the seed
38318	Mikir		the seed	chilí	ch i l í/i	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «athe» (page: 402)			4007	NA		Walker1925, Konnerth2014	athe	the seed
38576	Rabha	seed	the seed	kén	k é/e n				10441	NA		Joseph2007		the seed
8499	Old_Tibetan	seed	the seed	sa.bon	s a b o n			种子	955	NA	種		sa.bon	the seed
8512	Khaling	seed	the seed	rāːru	r āː/aː r u			种子	2952	NA	種		rāːru	the seed
8513	Limbu	seed	the seed	se	s e			种子	2953	NA	種		se	the seed
