ID	X	ID.1	DOCULECT	CONCEPT	IPA	COUNTERPART	COGID	SEGMENTS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	SOURCE	TOKENS	OLDCOG	ALIGNMENT
3490	839	954	Lowa	HUNDRED	kjat̪ʰampa	One Hundred:	100346	k j a t̪ʰ a m p a	1 6 7 1 7 4 1 7	ACXBYMBZ	KJATAMPA	4	4.K.C 4.J.C 4.A.V 4.T.C 4.A.V 4.M.c 4.P.C 4.A.V	2.0 1.5 1.5 1.75 1.3 1.1 1.75 0.8	0			NA	- - - k j a t̪ʰ - a - m p a
3491	840	1205	Nubri	HUNDRED	kjat̪ʰamba	One Hundred:	100346	k j a t̪ʰ a m b a	1 6 7 1 7 4 1 7	ACXBYMBZ	KJATAMPA	5	5.K.C 5.J.C 5.A.V 5.T.C 5.A.V 5.M.c 5.P.C 5.A.V	2.0 1.5 1.5 1.75 1.3 1.1 1.75 0.8	0			NA	- - - k j a t̪ʰ - a - m b a
3492	841	1458	Sherpa	HUNDRED	ɡjatɕik	One Hundred:	100346	ɡ j a t ɕ i k	1 6 7 1 3 7 1	ACXBCYN	KJATSIK	6	6.K.C 6.J.C 6.A.V 6.T.C 6.S.C 6.I.V 6.K.c	2.0 1.5 1.5 1.75 1.5 1.3 0.8	0			NA	- - - ɡ j a t ɕ i - k - -
3493	842	1701	Tsum	HUNDRED	kja	One Hundred:High-Fall	100346	k j a	1 6 7	ACX	KJA	7	7.K.C 7.J.C 7.A.V	2.0 1.5 1.5	0			NA	- - - k j a - - - - - - -
3494	843	1966	Yolmo	HUNDRED	kjatɕi	One Hundred:	100346	k j a t ɕ i	1 6 7 1 3 7	ACXBCZ	KJATSI	8	8.K.C 8.J.C 8.A.V 8.T.C 8.S.C 8.I.V	2.0 1.5 1.5 1.75 1.5 0.8	0			NA	- - - k j a t ɕ i - - - -
3495	NA	43201	S_Byangsi	HUNDRED	sai	NA	100346	s a i				0			NA	OLD	s a i	100346	- - - - - - - s a i - - -
3496	NA	42165	S_Garo	HUNDRED	rit-cha-sa	NA	100346	r i t ch a s a				0			NA	OLD	r i t ch a s a	100346	r i t ch - a - s a - - - -
3497	NA	42743	S_Hakha_Chin	HUNDRED	za khat	NA	100346	z ǎa				0			NA	OLD	z ǎa	100346	- - - - - - - z ǎa - - - -
3498	NA	26878	S_Jingpho	HUNDRED	tsa̱³³	NA	100346	ts a̱				0			NA	OLD	ts a̱	100346	- - - - - - ts - a̱ - - - -
3499	NA	45935	S_Lushai	HUNDRED	za	NA	100346	z a				0			NA	OLD	z a	100346	- - - - - - - z a - - - -
3500	NA	43427	S_Rongpo	HUNDRED	sɔ	NA	100346	s ɔ				0			NA	OLD	s ɔ	100346	- - - - - - - s ɔ - - - -
3501	NA	42421	S_Thulung	HUNDRED	ko:sʌŋ	NA	100346	k oː s ʌ ŋ				0			NA	OLD	k oː s ʌ ŋ	100346	- - - k - oː - s ʌ - ŋ - -
3502	NA	27049	S_Motuo_Menba	HUNDRED	khai ŋa	NA	100483	kʰ a i ŋ a				0			NA	OLD	kʰ a i ŋ a	100483	kʰ a i - ŋ a
3503	NA	44899	S_Atsi	HUNDRED	ʃo⁵¹	NA	101133	ʃ o				0			NA	OLD	ʃ o	101133	ʃ o - ( - - )
3504	NA	31367	S_Dulong	HUNDRED	ɕɑ⁵⁵	NA	101133	ɕ ɑ				0			NA	OLD	ɕ ɑ	101133	ɕ ɑ - ( - - )
3505	NA	44120	S_Lashi	HUNDRED	ʃo̱³³	NA	101133	ʃ o̰				0			NA	OLD	ʃ o̰	101133	ʃ o̰ - ( - - )
3506	NA	47576	S_Ukhrul	HUNDRED	ʃa-kʰa	NA	101133	ʃ a kʰ a				0			NA	OLD	ʃ a kʰ a	101133	ʃ a - ( kʰ a )
3507	837	439	Jirel	HUNDRED	kʰalŋa	One Hundred:	102285	kʰ a l ŋ a	1 7 5 4 7	AXMBZ	KALNA	2	2.K.C 2.A.V 2.L.c 2.N.C 2.A.V	2.0 1.5 1.1 1.75 0.8	0			NA	kʰ a l - ŋ a
3508	NA	33642	S_Bokar	HUNDRED	lɯŋ	NA	102285	l ɯ ŋ				0			NA	OLD	l ɯ ŋ	102285	- - l ɯ ŋ -
3509	NA	31747	S_Darang_Taraon	HUNDRED	mɑ³¹lɯm⁵⁵	NA	102285	m ɑ l ɯ m				0			NA	OLD	m ɑ l ɯ m	102285	m ɑ l ɯ m -
3510	NA	34925	S_Yidu	HUNDRED	mɑ⁵⁵loŋ⁵⁵	NA	102285	m ɑ l o ŋ				0			NA	OLD	m ɑ l o ŋ	102285	m ɑ l o ŋ -
3511	NA	33192	S_Lisu	HUSBAND	zɑ³¹gu³¹	NA	100000	z ɑ g u				0			NA	OLD	z ɑ g u	100000	
3512	NA	48496	S_Mikir	HUSBAND	+pēnān	NA	101940	p ē n ā n				0			NA	OLD	p ē n ā n	100000	p ē n ā n
3513	NA	48166	S_Tangut	HUSBAND	wə	NA	100000	w ə				0			NA	OLD	w ə	100000	
3514	NA	28725	S_Daofu	HUSBAND	ɣdʑə və	NA	101938	ɣ dʑ ə v ə				0			NA	OLD	ɣ dʑ ə v ə	101938	
3515	NA	41650	S_Wobzi_Khroskyabs	HUSBAND	vɟú	NA	101938	v ɟ ú				0			NA	OLD	v ɟ ú	101938	
3516	NA	31942	S_Bokar	HUSBAND	me |lo	NA	101939	m e l o				0			NA	OLD	m e l o	101939	
3517	NA	28724	S_Daofu	HUSBAND	pə ŋa	NA	101940	p ə ŋ a				0			NA	OLD	p ə ŋ a	101940	p ə ŋ a -
3518	NA	15030	S_Japhug	HUSBAND	tɤ-nmaʁ	NA	101942	t ɤ n m a ʁ				0			NA	OLD	t ɤ n m a ʁ	101942	
3519	NA	40884	S_Old_Chinese	HUSBAND	pa	NA	101947	p a				0			NA	OLD	p a	101947	
3520	NA	44921	S_Atsi	HUSBAND	laŋ⁵¹	NA	101951	l a ŋ				0			NA	OLD	l a ŋ	101951	l a ŋ -
3521	NA	29171	S_Dulong	HUSBAND	lɑŋ⁵⁵lɑ⁵³	NA	101951	l ɑ ŋ l ɑ				0			NA	OLD	l ɑ ŋ l ɑ	101951	
3522	NA	44924	S_Lashi	HUSBAND	laŋ³¹	NA	101951	l a ŋ				0			NA	OLD	l a ŋ	101951	l a ŋ -
3523	NA	44170	S_Maru	HUSBAND	lɔ̃³¹	NA	101951	l ɔ̃ ∼				0			NA	OLD	l ɔ̃ ∼	101951	l ɔ̃ ∼ -
3524	NA	41157	S_Old_Burmese	HUSBAND	laṅ	NA	101951	l a n				0			NA	OLD	l a n	101951	
3525	NA	44588	S_Rangoon	HUSBAND	lĩ²²	NA	101951	l ĩ ∼				0			NA	OLD	l ĩ ∼	101951	l ĩ -
3526	NA	40368	S_Khaling	HUSBAND	dumbu	NA	101953	d u m b u				0			NA	OLD	d u m b u	101953	
3527	NA	43726	S_Kulung	HUSBAND	tuppɔ	NA	101953	t u p p ɔ				0			NA	OLD	t u p p ɔ	101953	
3528	NA	40369	S_Limbu	HUSBAND	japmi 	NA	101954	j a p m i				0			NA	OLD	j a p m i	101954	
3529	NA	26524	S_Jingpho	HUSBAND	mă³¹tuʔ³¹wa³³	NA	103773	m ă t u ʔ w a				0			NA	OLD	m ă t u ʔ w a	103773	
3530	NA	31433	S_Darang_Taraon	HUSBAND	mɑ³¹wɑ³⁵	NA	103774	m ɑ w ɑ				0			NA	OLD	m ɑ w ɑ	103774	
3531	NA	27501	S_rGyalrong_Maerkang	HUSBAND	phou jɑ	NA	103992	ph o u j ɑ				0			NA	OLD	ph o u j ɑ	103992	
3532	NA	26649	S_Motuo_Menba	HUSBAND	tshe roʔ	NA	104204	tsh e r o ʔ				0			NA	OLD	tsh e r o ʔ	104204	
3533	NA	28584	S_Yidu	HUSBAND	me⁵⁵jɑ⁵⁵	NA	104206	m e j ɑ				0			NA	OLD	m e j ɑ	104206	
3534	NA	31297	S_Zhaba_Daofu_County	HUSBAND	sy⁵⁵	NA	104618	s y				0			NA	OLD	s y	104618	
3535	NA	42745	S_Hakha_Chin	HUSBAND	va , pasal	NA	104960	v âa				0			NA	OLD	v âa	104960	
3536	NA	41911	S_Chepang	HUSBAND	po	NA	105189	p o				0			NA	OLD	p o	105189	
3537	NA	41912	S_Chepang	HUSBAND	bu.dha	NA	105190	b u dh a				0			NA	OLD	b u dh a	105190	
3538	NA	42167	S_Garo	HUSBAND	ang-se	NA	105365	a ŋ s e				0			NA	OLD	a ŋ s e	105365	
3539	NA	42496	S_Thulung	HUSBAND	wo:tsʉ	NA	105566	w oː t s ʉ				0			NA	OLD	w oː t s ʉ	105566	
3540	NA	32065	S_Tibetan_Xiahe	HUSBAND	ȵə ru	NA	105766	ȵ ə r u				0			NA	OLD	ȵ ə r u	105766	
3541	NA	29431	S_Tibetan_Batang	HUSBAND	ɕe⁵⁵pa⁵³	NA	105768	ɕ e p a				0			NA	OLD	ɕ e p a	105768	
3542	NA	29432	S_Tibetan_Batang	HUSBAND	ndu¹³roʔ⁵³	NA	105769	nd u r o ʔ				0			NA	OLD	nd u r o ʔ	105769	
3543	844	124	Gyalsumdo	HUSBAND	kʰjoka	Husband:Mid	105771	kʰ j o k a	1 6 7 1 7	ACXBZ	KJUKA	1	1.K.C 1.J.C 1.U.V 1.K.C 1.A.V	2.0 1.5 1.5 1.75 0.8	0			NA	- kʰ j o k a
3544	845	125	Gyalsumdo	HUSBAND	kʰjoɡa	Husband:Mid	105771	kʰ j o ɡ a	1 6 7 1 7	ACXBZ	KJUKA	1	1.K.C 1.J.C 1.U.V 1.K.C 1.A.V	2.0 1.5 1.5 1.75 0.8	0			NA	- kʰ j o ɡ a
3545	846	386	Jirel	HUSBAND	kʰjobo	Husband:High	105771	kʰ j o b o	1 6 7 1 7	ACXBZ	KJUPU	2	2.K.C 2.J.C 2.U.V 2.P.C 2.U.V	2.0 1.5 1.5 1.75 0.8	0			NA	- kʰ j o b o
3546	847	643	Kagate	HUSBAND	kʰjobo	Husband:High	105771	kʰ j o b o	1 6 7 1 7	ACXBZ	KJUPU	3	3.K.C 3.J.C 3.U.V 3.P.C 3.U.V	2.0 1.5 1.5 1.75 0.8	0			NA	- kʰ j o b o
3547	848	900	Lowa	HUSBAND	kʰjoɡa	Husband:Mid	105771	kʰ j o ɡ a	1 6 7 1 7	ACXBZ	KJUKA	4	4.K.C 4.J.C 4.U.V 4.K.C 4.A.V	2.0 1.5 1.5 1.75 0.8	0			NA	- kʰ j o ɡ a
3548	849	1153	Nubri	HUSBAND	kʰjoka	Husband:Mid	105771	kʰ j o k a	1 6 7 1 7	ACXBZ	KJUKA	5	5.K.C 5.J.C 5.U.V 5.K.C 5.A.V	2.0 1.5 1.5 1.75 0.8	0			NA	- kʰ j o k a
3549	850	1407	Sherpa	HUSBAND	kʰjoa	Husband:Mid-Low	105771	kʰ j oa	1 6 7	ACX	KJU	6	6.K.C 6.J.C 6.U.V	2.0 1.5 1.5	0			NA	- kʰ j oa - -
3550	851	1650	Tsum	HUSBAND	kʰjowa	Husband:Mid-Rise	105771	kʰ j o w a	1 6 7 6 7	ACXBZ	KJUWA	7	7.K.C 7.J.C 7.U.V 7.W.C 7.A.V	2.0 1.5 1.5 1.75 0.8	0			NA	- kʰ j o w a
3551	852	1914	Yolmo	HUSBAND	kʰjowa	Husband:Mid-High	105771	kʰ j o w a	1 6 7 6 7	ACXBZ	KJUWA	8	8.K.C 8.J.C 8.U.V 8.W.C 8.A.V	2.0 1.5 1.5 1.75 0.8	0			NA	- kʰ j o w a
3552	2602	34199	S_Tibetan_Alike	HUSBAND	rgapo	husband	105771	r g a p o	5 1 7 1 7	ACYBZ	RKAPU	2	2.R.C 2.K.C 2.A.V 2.P.C 2.U.V	2.0 1.5 1.3 1.75 0.8	0	OLD	r g a p o	105770	r g - a p o
3553	2598	27813	S_Tibetan_Lhasa	HUSBAND	oka	husband	105771	o k a	7 1 7	XBZ	UKA	4	4.U.V 4.K.C 4.A.V	1.5 1.75 0.8	0	OLD	o k a	105771	- - - o k a
3554	NA	15001	S_Old_Tibetan	HUSBAND	kʰʲo.ga	NA	105771	kʰ ʲ o g a				0			NA	OLD	kʰ ʲ o g a	105771	- kʰ ʲ o g a
3555	NA	43498	S_Rongpo	HUSBAND	khyəwa, khyɔwa	NA	105771	kh y ə w a				0			NA	OLD	kh y ə w a	105771	- kh y ə w a
3556	NA	42958	S_Bunan	HUSBAND	dakpo	NA	106098	d a k p o				0			NA	OLD	d a k p o	106098	
3557	NA	43278	S_Byangsi	HUSBAND	hrithi	NA	106308	h r i th i				0			NA	OLD	h r i th i	106308	
3558	NA	43950	S_Bantawa	HUSBAND	pasɨŋ	NA	106548	p a s ɨ ŋ				0			NA	OLD	p a s ɨ ŋ	106548	
3559	NA	44162	S_Bola	HUSBAND	jɔ̃³¹lɔ̃⁵⁵	NA	108040	j ɔ̃ ∼ l ɔ̃ ∼				0			NA	OLD	j ɔ̃ ∼ l ɔ̃ ∼	108040	j ɔ̃ ∼ - - l ɔ̃ ∼ -
3560	NA	44172	S_Xiandao	HUSBAND	laʔ³¹ŋau⁵⁵	NA	108045	l a ʔ ŋ a u				0			NA	OLD	l a ʔ ŋ a u	108045	l a ʔ - - ŋ a u -
3561	NA	44919	S_Achang_Longchuan	HUSBAND	ȵi³¹ŋau⁵⁵	NA	108418	nʲ i ŋ a u				0			NA	OLD	nʲ i ŋ a u	108418	nʲ i - - ŋ a u -
3562	853	221	Gyalsumdo	I	ŋa	I:Mid	100327	ŋ a	4 7	AX		1	1.N.C 1.A.V	2.0 1.5	1			NA	ŋ a
3563	854	488	Jirel	I	ŋa	I:Mid	100327	ŋ a	4 7	AX		2	2.N.C 2.A.V	2.0 1.5	1			NA	ŋ a
3564	855	736	Kagate	I	ŋa	I:Low-Rise	100327	ŋ a	4 7	AX		3	3.N.C 3.A.V	2.0 1.5	1			NA	ŋ a
3565	856	997	Lowa	I	ŋa	I:Low	100327	ŋ a	4 7	AX		4	4.N.C 4.A.V	2.0 1.5	1			NA	ŋ a
3566	857	1245	Nubri	I	ŋa	I:Low	100327	ŋ a	4 7	AX		5	5.N.C 5.A.V	2.0 1.5	1			NA	ŋ a
3567	858	1496	Sherpa	I	ŋa	I:Low	100327	ŋ a	4 7	AX		6	6.N.C 6.A.V	2.0 1.5	1			NA	ŋ a
3568	859	1747	Tsum	I	ŋa	I:Low-Rise	100327	ŋ a	4 7	AX		7	7.N.C 7.A.V	2.0 1.5	1			NA	ŋ a
3569	860	2005	Yolmo	I	ŋa	I:Mid-Rise	100327	ŋ a	4 7	AX		8	8.N.C 8.A.V	2.0 1.5	1			NA	ŋ a
3570	2603	27972	S_rGyalrong_Maerkang	I	ŋɑ	I	100327	ŋ ɑ	4 7	AX		1	1.N.C 1.A.V	2.0 1.5	0	OLD	ŋ ɑ	100327	ŋ ɑ
3571	2607	34693	S_Tibetan_Alike	I	ŋæ	I	100327	ŋ æ	4 7	AX	NE	2	2.N.C 2.E.V	2.0 1.5	0	OLD	ŋ æ	100327	ŋ æ
3572	2604	29921	S_Tibetan_Batang	I	ŋa	I	100327	ŋ a	4 7	AX		3	3.N.C 3.A.V	2.0 1.5	0	OLD	ŋ a	100327	ŋ a
3573	2606	34581	S_Tibetan_Lhasa	I	ŋa	I	100327	ŋ a	4 7	AX		4	4.N.C 4.A.V	2.0 1.5	0	OLD	ŋ a	100327	ŋ a
3574	2605	32525	S_Tibetan_Xiahe	I	ŋa	I	100327	ŋ a	4 7	AX		5	5.N.C 5.A.V	2.0 1.5	0	OLD	ŋ a	100327	ŋ a
3575	NA	48041	S_Tangut	I	mjo	NA	100105	m j o				0			NA	OLD	m j o	100105	m j o
3576	853	221	Gyalsumdo	I	ŋa	I:Mid	100327	ŋ a	4 7	AX		1	1.N.C 1.A.V	2.0 1.5	1			NA	ŋ a
3577	854	488	Jirel	I	ŋa	I:Mid	100327	ŋ a	4 7	AX		2	2.N.C 2.A.V	2.0 1.5	1			NA	ŋ a
3578	855	736	Kagate	I	ŋa	I:Low-Rise	100327	ŋ a	4 7	AX		3	3.N.C 3.A.V	2.0 1.5	1			NA	ŋ a
3579	856	997	Lowa	I	ŋa	I:Low	100327	ŋ a	4 7	AX		4	4.N.C 4.A.V	2.0 1.5	1			NA	ŋ a
3580	857	1245	Nubri	I	ŋa	I:Low	100327	ŋ a	4 7	AX		5	5.N.C 5.A.V	2.0 1.5	1			NA	ŋ a
3581	858	1496	Sherpa	I	ŋa	I:Low	100327	ŋ a	4 7	AX		6	6.N.C 6.A.V	2.0 1.5	1			NA	ŋ a
3582	859	1747	Tsum	I	ŋa	I:Low-Rise	100327	ŋ a	4 7	AX		7	7.N.C 7.A.V	2.0 1.5	1			NA	ŋ a
3583	860	2005	Yolmo	I	ŋa	I:Mid-Rise	100327	ŋ a	4 7	AX		8	8.N.C 8.A.V	2.0 1.5	1			NA	ŋ a
3584	NA	45419	S_Achang_Longchuan	I	ŋɔ⁵⁵	NA	100327	ŋ ɔ				0			NA	OLD	ŋ ɔ	100327	ŋ - ɔ - - - - -
3585	NA	44997	S_Atsi	I	ŋo⁵¹	NA	100327	ŋ o				0			NA	OLD	ŋ o	100327	ŋ - o - - - - -
3586	NA	46176	S_Beijing	I	wɔ²¹⁴	NA	100327	w ɔ				0			NA	OLD	w ɔ	100327	- w ɔ - - - - -
3587	NA	33725	S_Bokar	I	ŋoː	NA	100327	ŋ oː				0			NA	OLD	ŋ oː	100327	ŋ - oː - - - - -
3588	NA	45239	S_Bola	I	ŋa⁵⁵	NA	100327	ŋ a				0			NA	OLD	ŋ a	100327	ŋ - a - - - - -
3589	NA	46178	S_Chaozhou	I	ua⁵³	NA	100327	u a				0			NA	OLD	u a	100327	- u a - - - - -
3590	NA	41914	S_Chepang	I	ŋa	NA	100327	ŋ a				0			NA	OLD	ŋ a	100327	ŋ - a - - - - -
3591	NA	29223	S_Daofu	I	ŋa	NA	100327	ŋ a				0			NA	OLD	ŋ a	100327	ŋ - a - - - - -
3592	NA	29683	S_Dulong	I	ŋɑ⁵³	NA	100327	ŋ ɑ				0			NA	OLD	ŋ ɑ	100327	ŋ - ɑ - - - - -
3593	NA	46177	S_Guangzhou	I	ŋɔ²³	NA	100327	ŋ ɔ				0			NA	OLD	ŋ ɔ	100327	ŋ - ɔ - - - - -
3594	NA	15083	S_Japhug	I	aʑo	NA	100327	a ʑ o				0			NA	OLD	a ʑ o	100327	- - a - - ʑ o -
3595	NA	46180	S_Jieyang	I	ua³¹	NA	100327	u a				0			NA	OLD	u a	100327	- u a - - - - -
3596	NA	26954	S_Jingpho	I	ŋai³³	NA	100327	ŋ a i				0			NA	OLD	ŋ a i	100327	ŋ - a i - - - -
3597	NA	45140	S_Lashi	I	ŋo³¹	NA	100327	ŋ o				0			NA	OLD	ŋ o	100327	ŋ - o - - - - -
3598	NA	34331	S_Lisu	I	ŋuɑ³³	NA	100327	ŋ u ɑ				0			NA	OLD	ŋ u ɑ	100327	ŋ u ɑ - - - - -
3599	NA	46179	S_Longgang	I	ŋai²¹	NA	100327	ŋ a i				0			NA	OLD	ŋ a i	100327	ŋ - a i - - - -
3600	NA	45074	S_Maru	I	ŋɔ³¹	NA	100327	ŋ ɔ				0			NA	OLD	ŋ ɔ	100327	ŋ - ɔ - - - - -
3601	NA	41082	S_Old_Burmese	I	ṅā	NA	100327	n ā				0			NA	OLD	n ā	100327	n - ā - - - - -
3602	NA	40885	S_Old_Chinese	I	ŋˤa	NA	100327	ŋˤ a				0			NA	OLD	ŋˤ a	100327	ŋˤ - a - - - - -
3603	NA	15054	S_Old_Tibetan	I	ŋa	NA	100327	ŋ a				0			NA	OLD	ŋ a	100327	ŋ - a - - - - -
3604	NA	44933	S_Rangoon	I	ŋɑ²²	NA	100327	ŋ ɑ				0			NA	OLD	ŋ ɑ	100327	ŋ - ɑ - - - - -
3605	NA	15087	S_Tangut	I	ŋa²	NA	100327	ŋ a				0			NA	OLD	ŋ a	100327	
3606	NA	41651	S_Wobzi_Khroskyabs	I	ŋô	NA	100327	ŋ ô				0			NA	OLD	ŋ ô	100327	ŋ - ô - - - - -
3607	NA	45186	S_Xiandao	I	ŋɔ⁵⁵	NA	100327	ŋ ɔ				0			NA	OLD	ŋ ɔ	100327	ŋ - ɔ - - - - -
3608	NA	46181	S_Xingning	I	ŋai²⁴	NA	100327	ŋ a i				0			NA	OLD	ŋ a i	100327	ŋ - a i - - - -
3609	NA	27100	S_Yidu	I	ŋɑ³⁵	NA	100327	ŋ ɑ				0			NA	OLD	ŋ ɑ	100327	ŋ - ɑ - - - - -
3610	NA	31719	S_Zhaba_Daofu_County	I	ŋa¹³	NA	100327	ŋ a				0			NA	OLD	ŋ a	100327	ŋ - a - - - - -
3611	NA	45711	S_Bahing	I	gu	NA	100799	g u				0			NA	OLD	g u	100799	( - - ) g u - ( - - - - )
3612	NA	42978	S_Bunan	I	gi	NA	100799	g i				0			NA	OLD	g i	100799	( - - ) g i - ( - - - - )
3613	NA	43178	S_Byangsi	I	je	NA	100799	j/dʒ e				0			NA	OLD	j/dʒ e	100799	- - - - - j/dʒ e -
3614	NA	47759	S_Hayu	I	gu	NA	100799	g u				0			NA	OLD	g u	100799	( - - ) g u - ( - - - - )
3615	NA	42394	S_Thulung	I	go	NA	100799	g o				0			NA	OLD	g o	100799	( - - ) g o - ( - - - - )
3616	NA	47553	S_Ukhrul	I	ʔi	NA	102029	ʔ i				0			NA	OLD	ʔ i	102029	ʔ i
3617	NA	41913	S_Chepang	I	ʔa	NA	103835	ʔ a				0			NA	OLD	ʔ a	103835	ʔ a
3618	NA	33977	S_Darang_Taraon	I	xɑŋ³⁵	NA	110387	x ɑ ŋ				0			NA	OLD	x ɑ ŋ	110387	x ɑ ŋ -
3619	NA	42168	S_Garo	I	aŋ-a	NA	110388	a ŋ a				0			NA	OLD	a ŋ a	110388	a ŋ a
3620	NA	47758	S_Hayu	I	aŋ	NA	110388	a ŋ				0			NA	OLD	a ŋ	110388	- a ŋ -
3621	NA	48596	S_Rabha	I	aŋ	NA	110388	a ŋ				0			NA	OLD	a ŋ	110388	
3622	NA	48357	S_Mikir	I	ne	NA	110389	n e				0			NA	OLD	n e	110389	
3623	NA	27115	S_Motuo_Menba	I	dʑaŋ	NA	110390	dʑ a ŋ				0			NA	OLD	dʑ a ŋ	110390	- - - - - dʑ a ŋ
3624	NA	42746	S_Hakha_Chin	I	keimah	NA	129721	k à/a y/i m a ʔ				0			NA	OLD	k à/a y/i m a ʔ	129721	( - - ) k à/a y/i ( - m a ʔ )
3625	NA	45900	S_Lushai	I	ka	NA	129721	k a				0			NA	OLD	k a	129721	( - - ) k a - ( - - - - )
3626	NA	43951	S_Bantawa	I	ɨŋka	NA	129722	ɨ ŋ k a				0			NA	OLD	ɨ ŋ k a	129722	( ɨ ŋ ) k a - ( - - - - )
3627	NA	15068	S_Limbu	I	iŋga	NA	129722	i ŋ g a				0			NA	OLD	i ŋ g a	129722	( i ŋ ) g a - ( - - - - )
3628	NA	43630	S_Kulung	I	kɔN	NA	129760	k ɔ ŋ				0			NA	OLD	k ɔ ŋ	129760	k ɔ ŋ -
3629	NA	15067	S_Khaling	I	ʔûŋ	NA	129761	ʔ u ŋ				0			NA	OLD	ʔ u ŋ	129761	ʔ u ŋ -
3630	861	236	Gyalsumdo	INTESTINES	kjuma	Intestine:Mid	254	k j u m a	1 6 7 4 7	ACXBZ	KJYMA	1	1.K.C 1.J.C 1.Y.V 1.M.C 1.A.V	2.0 1.5 1.5 1.75 0.8	0			NA	- k j u m a -
3631	862	237	Gyalsumdo	INTESTINES	kʰjuma	Intestine:Mid	254	kʰ j u m a	1 6 7 4 7	ACXBZ	KJYMA	1	1.K.C 1.J.C 1.Y.V 1.M.C 1.A.V	2.0 1.5 1.5 1.75 0.8	0			NA	- kʰ j u m a -
3632	863	499	Jirel	INTESTINES	ŋɡjumak	Intestine:Mid-High	254	ŋ ɡ j u m a k	4 1 6 7 4 7 1	ACCYBYN	NKJYMAK	2	2.N.C 2.K.C 2.J.C 2.Y.V 2.M.C 2.A.V 2.K.c	2.0 1.5 1.5 1.3 1.75 1.3 0.8	0			NA	ŋ ɡ j u m a k
3633	864	748	Kagate	INTESTINES	kjuma	Intestine:Rise	254	k j u m a	1 6 7 4 7	ACXBZ	KJYMA	3	3.K.C 3.J.C 3.Y.V 3.M.C 3.A.V	2.0 1.5 1.5 1.75 0.8	0			NA	- k j u m a -
3634	865	1009	Lowa	INTESTINES	kjuma	Intestine:(Mid-)Rise	254	k j u m a	1 6 7 4 7	ACXBZ	KJYMA	4	4.K.C 4.J.C 4.Y.V 4.M.C 4.A.V	2.0 1.5 1.5 1.75 0.8	0			NA	- k j u m a -
3635	866	1257	Nubri	INTESTINES	kjõ	Intestine:(Low-)Rise	254	k j õ	1 6 7	ACX	KJU	5	5.K.C 5.J.C 5.U.V	2.0 1.5 1.5	0			NA	- k j õ - - -
3636	867	1508	Sherpa	INTESTINES	ɡema	Intestine:Low-Rise	254	ɡ e m a	1 7 4 7	AXBZ	KEMA	6	6.K.C 6.E.V 6.M.C 6.A.V	2.0 1.5 1.75 0.8	0			NA	- ɡ - e m a -
3637	868	1761	Tsum	INTESTINES	kjuã	Intestine:Low-Rise	254	k j uã	1 6 7	ACX	KJY	7	7.K.C 7.J.C 7.Y.V	2.0 1.5 1.5	0			NA	- k j uã - - -
3638	869	2018	Yolmo	INTESTINES	kjuma	Intestine:Mid-Rise	254	k j u m a	1 6 7 4 7	ACXBZ	KJYMA	8	8.K.C 8.J.C 8.Y.V 8.M.C 8.A.V	2.0 1.5 1.5 1.75 0.8	0			NA	- k j u m a -
3639	NA	15189	S_Japhug	INTESTINES	tɯ-pu	NA	100000	t ɯ p u				0			NA	OLD	t ɯ p u	100000	
3640	NA	15160	S_Old_Tibetan	INTESTINES	rgʲu.ma	NA	100000					0			NA	OLD		100000	
3641	870	246	Gyalsumdo	JOIN	kamkja	Bond:Low-Rise	255	k a m k j a	1 7 4 1 6 7	AXMBCZ	KAMKJA	1	1.K.C 1.A.V 1.M.c 1.K.C 1.J.C 1.A.V	2.0 1.5 1.1 1.75 1.5 0.8	0			NA	k a m k j a
3642	873	1018	Lowa	JOIN	kenka	Bond:(Low-)Rise	255	k e n k a	1 7 4 1 7	AXMBZ	KENKA	4	4.K.C 4.E.V 4.N.c 4.K.C 4.A.V	2.0 1.5 1.1 1.75 0.8	0			NA	k e n k - a
3643	874	1268	Nubri	JOIN	kamkja	Bond:	255	k a m k j a	1 7 4 1 6 7	AXMBCZ	KAMKJA	5	5.K.C 5.A.V 5.M.c 5.K.C 5.J.C 5.A.V	2.0 1.5 1.1 1.75 1.5 0.8	0			NA	k a m k j a
3644	876	1772	Tsum	JOIN	kamɡja	Bond:Low-Rise	255	k a m ɡ j a	1 7 4 1 6 7	AXMBCZ	KAMKJA	7	7.K.C 7.A.V 7.M.c 7.K.C 7.J.C 7.A.V	2.0 1.5 1.1 1.75 1.5 0.8	0			NA	k a m ɡ j a
3645	878	2029	Yolmo	JOIN	kamɡja	Bond:Low-Rise	255	k a m ɡ j a	1 7 4 1 6 7	AXMBCZ	KAMKJA	8	8.K.C 8.A.V 8.M.c 8.K.C 8.J.C 8.A.V	2.0 1.5 1.1 1.75 1.5 0.8	0			NA	k a m ɡ j a
3646	871	508	Jirel	JOIN	t̪əmasuk	Bond:	256	t̪ ə m a s u k	1 7 4 7 3 7 1	AXBYBYN	TEMASYK	2	2.T.C 2.E.V 2.M.C 2.A.V 2.S.C 2.Y.V 2.K.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0			NA	t̪ ə m a s u k
