ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	MORPHEMES	COGIDS	COGID	ALIGNMENT	NOTE
1373	Sherpa	Tomato	ɡolbeda	ɡolbeda	g o.l + b e + d a	*tomato/gol *tomato/be *tomato/da	3322 3323 3324	1021	g o.l + b e + d a	[← ?]
1617	Tsum	Tomato	ɡolbeɾa	ɡolbeɾa	g o.l + b e + ɾ a	*tomato/gol *tomato/be *tomato/da	3322 3323 3328	1021	g o.l + b e + ɾ a	[← ?]
1881	Yolmo	Tomato	ɡolbenda	ɡolbenda	g o.l + b e.n + d a	*tomato/gol *tomato/be *tomato/da	3322 3323 3324	1021	g o.l + b e.n + d a	[← ?]
90	Gyalsumdo	Cabbage	pənd̪a	pənd̪a	p ə + ⁿd a	cabbage/be cabbage/nda	425 426	142	p ə + ⁿd a	[x]
351	Jirel	Cabbage	bənd̪a	bənd̪a	b ə + ⁿd a	cabbage/be cabbage/nda	425 426	142	b ə + ⁿd a	[x]
610	Kagate	Cabbage	bənd̪aɡobi	bənd̪aɡobi	b ə + ⁿd a + g o + b i	cabbage/be cabbage/nda cabbage/ngo cabbage/pi	425 426 427 428	142	b ə + ⁿd a + g o + b i	[x]
866	Lowa	Cabbage	ŋɡopi	ŋɡopi	ⁿg o + p i	cabbage/ngo cabbage/pi	427 428	144	ⁿg o + p i	[x]
1121	Nubri	Cabbage	pənd̪a	pənd̪a	p ə + ⁿd a	cabbage/be cabbage/nda	425 426	142	p ə + ⁿd a	[x]
1374	Sherpa	Cabbage	bənd̪a	bənd̪a	b ə + ⁿd a	cabbage/be cabbage/nda	425 426	142	b ə + ⁿd a	[x]
1618	Tsum	Cabbage	bənd̪a	bənd̪a	b ə + ⁿd a	cabbage/be cabbage/nda	425 426	142	b ə + ⁿd a	[x]
1882	Yolmo	Cabbage	bənd̪aɡobi	bənd̪aɡobi	b ə + ⁿd a + g o + b i	cabbage/be cabbage/nda cabbage/ngo cabbage/pi	425 426 427 428	142	b ə + ⁿd a + g o + b i	[x]
91	Gyalsumdo	Oil	maɹku	maɹku	m a.ɹ + k u	oil/mar _ku	1961 1962	573	m a.ɹ + k u	[x]
352	Jirel	Oil	məɹɡu	məɹɡu	m ə.ɹ + g u	oil/mar _ku	1961 1962	573	m ə.ɹ + g u	[x]
611	Kagate	Oil	marku	marku	m a.r + k u	oil/mar _ku	1961 1962	573	m a.r + k u	[x]
867	Lowa	Oil	muku	muku	m u + k u	oil/mar _ku	1961 1962	573	m u + k u	[x]
868	Lowa	Oil	num	num	n u.m	oil/num	1964	572	n u.m	[x]
1122	Nubri	Oil	n̪um	n̪um	n̪ u.m	oil/num	1964	572	n̪ u.m	[x]
1375	Sherpa	Oil	n̪um	n̪um	n̪ u.m	oil/num	1964	572	n̪ u.m	[x]
1619	Tsum	Oil	n̪um	n̪um	n̪ u.m	oil/num	1964	572	n̪ u.m	[x]
1883	Yolmo	Oil	n̪um	n̪um	n̪ u.m	oil/num	1964	572	n̪ u.m	[x]
96	Gyalsumdo	Chicken	tɕʰiptʰuk	tɕʰiptʰuk	tɕʰ i.p + tʰ u.k	chicken chicken-4	465 466	37	tɕʰ i.p + tʰ u.k	[x]
357	Jirel	Chicken	tsʰiɹbuk	tsʰiɹbuk	tsʰ i.!ɹ/b + !b/ɹ u.k	chicken chicken-2	467 468	151	tsʰ i.!ɹ/b + !b/ɹ u.k	[x]
616	Kagate	Chicken	tsipru	tsipru	ts i.p + r u	chicken chicken-2	465 469	151	ts i.p + r u	[x]
873	Lowa	Chicken	tɕjamodʑiptʰuk	tɕjamodʑiptʰuk	tɕ.j a + m o + dʑ i.p + tʰ u.k	_chicken-5 _female chicken chicken-4	470 601 465 466	37	tɕ.j a + m o + dʑ i.p + tʰ u.k	[x]
1127	Nubri	Chicken	tɕjoũ	tɕjoũ	tɕ.j oũ	chicken-3	470	153	tɕ.j oũ	[x]
1380	Sherpa	Chicken	tsʰebruk	tsʰebruk	tsʰ e.b + r u.k	chicken chicken-2	465 469	151	tsʰ e.b + r u.k	[x]
1624	Tsum	Chicken	tɕjauɾu	tɕjauɾu	tɕ.j au + ɾ u	chicken-5 chicken-2	470 469	152	tɕ.j au + ɾ u	[x]
1888	Yolmo	Chicken	tɕjamubiɹu	tɕjamubiɹu	tɕ.j a + m u + b i + ɹ u	chicken-5 _female _chicken-bi chicken-2	470 471 472 469	152	tɕ.j a + m u + b i + ɹ u	[x]
97	Gyalsumdo	Egg	koŋa	koŋa	k o + ŋ a	egg-1 egg-2	724 725	222	k o + ŋ a	[x]
358	Jirel	Egg	tsʰemend̪ok	tsʰemend̪ok	tsʰ e + m e.n + d o.k	*chicken-1 egg-3 egg-4	726 727 728	224	tsʰ e + m e.n + d o.k	[x]
359	Jirel	Egg	tsʰeɡoŋa	tsʰeɡoŋa	tsʰ e + g o + ŋ a	*chicken-1 egg-1 egg-2	726 724 725	222	tsʰ e + g o + ŋ a	[x]
617	Kagate	Egg	tɕjamuɡoŋa	tɕjamuɡoŋa	tɕ.j a + m u + g o + ŋ a	*chicken-1 *female egg-1 egg-2	726 730 724 725	222	tɕ.j a + m u + g o + ŋ a	[x]
874	Lowa	Egg	koŋa	koŋa	k o + ŋ a	egg-1 egg-2	724 725	222	k o + ŋ a	[x]
1128	Nubri	Egg	koõ	koõ	k o + !Ø/ŋ õ/o	egg-1 egg-2	724 725	222	k o + !Ø/ŋ õ/o	[x]
1381	Sherpa	Egg	tɕʰeɡoŋa	tɕʰeɡoŋa	tɕʰ e + g o + ŋ a	*chicken-1 egg-1 egg-2	726 724 725	222	tɕʰ e + g o + ŋ a	[x]
1625	Tsum	Egg	koã	koã	k o + !Ø/ŋ !ã/a	egg-1 egg-2	724 725	222	k o + !Ø/ŋ !ã/a	[x]
1889	Yolmo	Egg	koŋa	koŋa	k o + ŋ a	egg-1 egg-2	724 725	222	k o + ŋ a	[x]
101755	S_Old_Tibetan	Egg	sgo.ŋa	sgo.ŋa	s g o ŋ a			100850	- s - - - - g o ŋ - a -	From Sagart et al.
101774	S_Old_Chinese	Egg	krˤorʔ	krˤorʔ	k rˤ o r ʔ			222	k rˤ o r ʔ	From Sagart et al.
101792	S_Old_Chinese	Egg	tʰur	tʰur	tʰ u r			103399	( - - - - - - - - - - - - - - - - - - - - - - - ) tʰ u r - - ( - )	From Sagart et al.
98	Gyalsumdo	Cow	poɡo	poɡo	p o + g o	cow cow-3-/go	583 584	41	p o + g o	[x]
360	Jirel	Cow	pʰalaŋ	pʰalaŋ	pʰ a + l a.ŋ	cow cow-2/lang	583 585	188	pʰ a + l a.ŋ	[x]
618	Kagate	Cow	palaŋ	palaŋ	p a + l a.ŋ	cow cow-2/lang	583 585	188	p a + l a.ŋ	[x]
875	Lowa	Cow	palaŋ	palaŋ	p a + l a.ŋ	cow cow-2/lang	583 585	188	p a + l a.ŋ	[x]
1129	Nubri	Cow	palaŋ	palaŋ	p a + l a.ŋ	cow cow-2/lang	583 585	188	p a + l a.ŋ	[x]
1382	Sherpa	Cow	tɕʰuŋma	tɕʰuŋma	tɕʰ u.ŋ + m a	cow cow-4/ma	586 587	191	tɕʰ u.ŋ + m a	[x]
1626	Tsum	Cow	pawo	pawo	p a + w o	cow cow-5/wo	583 588	38	p a + w o	[x]
1890	Yolmo	Cow	palaŋ	palaŋ	p a + l a.ŋ	cow cow-2/lang	583 585	188	p a + l a.ŋ	[x]
100	Gyalsumdo	Milk	oma	oma	o + m a	breast-1 mother	352 1807	485	- o + m a	
362	Jirel	Milk	olen	olen	o + l e.n	breast breast-2/len	352 29	42	- o + l e.n	
363	Jirel	Milk	oma	oma	o + m a	breast-1 mother	352 1807	485	- o + m a	
620	Kagate	Milk	oma	oma	o + m a	breast-1 mother	352 1807	485	- o + m a	
877	Lowa	Milk	oma	oma	o + m a	breast-1 mother	352 1807	485	- o + m a	
1131	Nubri	Milk	ɦoõ	ɦoõ	ɦ o + !Ø/m õ/a	breast-1 mother	352 1807	485	ɦ o + !Ø/m õ/a	
1384	Sherpa	Milk	oma	oma	o + m a	breast-1 mother	352 1807	485	- o + m a	
1628	Tsum	Milk	oã	oã	o + !Ø/m !ã/a	breast-1 mother	352 1807	485	- o + !Ø/m !ã/a	
1892	Yolmo	Milk	woma	woma	w o + m a	breast-1 mother	352 1807	485	w o + m a	
101	Gyalsumdo	Horns	ɹakjo	ɹakjo	ɹ a + k.j o	horn-ra horn-kjo	1335 1336	386	ɹ a + k.j o	[x]
364	Jirel	Horns	ɹodʑjo	ɹodʑjo	ɹ o + dʑ.j o	horn-ra horn-kjo	1335 1336	386	ɹ o + dʑ.j o	[x]
621	Kagate	Horns	rwaɡa	rwaɡa	r.w a + g a	horn-ra horn-ga	1335 1337	387	r.w a + g a	[x]
878	Lowa	Horns	ɹakjoʔ	ɹakjoʔ	ɹ a + k.j o.ʔ	horn-ra horn-kjo	1335 1336	386	ɹ a + k.j o.ʔ	[x]
1132	Nubri	Horns	adkjo	adkjo	!a/r.!d/a + k.j o	horn-ra horn-kjo	1335 1336	386	!a/r.!d/a + k.j o	[x]
1385	Sherpa	Horns	arkjok	arkjok	!a/r.!r/a + k.j o.k	horn-ra horn-kjo	1335 1336	386	!a/r.!r/a + k.j o.k	[x]
1629	Tsum	Horns	padʑjo	padʑjo	p a + dʑ.j o	horn-pa horn-kjo	1340 1336	43	p a + dʑ.j o	[x]
1893	Yolmo	Horns	ɹowa	ɹowa	ɹ o + w a	horn-ra horn-wa	1335 1341	44	ɹ - o + w a	[x]
103246	S_Old_Tibetan	Horns	gru	gru	g r u			100312	- - - g r u - - - - - - - - - -	From Sagart et al.
103264	S_Old_Chinese	Horns	Ckˤrok	Ckˤrok	C/ kˤ r o k			100365	( - - - - - - - - - ) C/ - kˤ r - o - k - ( - - - - - - - - - - - - )	From Sagart et al.
107	Gyalsumdo	Monkey	tɛmaɹ	tɛmaɹ	t ɛ + m a.ɹ	monkey/te _monkey/mar	1694 1695	491	t ɛ + m a.ɹ	[x]
108	Gyalsumdo	Monkey	te	te	t e	monkey/te	1694	491	t e	[x]
369	Jirel	Monkey	moɹo	moɹo	m o + ɹ o	monkey/mo monkey/ro	1696 1697	493	m o + ɹ o	[x]
370	Jirel	Monkey	tʰaklapʰikant̪e	tʰaklapʰikant̪e	tʰ a + k l a + pʰ i + k a n + t̪ e	monkey/tha monkey/kla monkey/phi monkey/kan _:te-suffix/te	1700 1701 1698 1699 9	48	tʰ a + k l a + pʰ - i + k a n + t̪ e	[x]
626	Kagate	Monkey	preken	preken	p.r e + k e.n	monkey/priu _monkey/ken	1698 1699	490	p.r e + k e.n	[x]
627	Kagate	Monkey	priu	priu	p.r iu	monkey/priu	1698	490	p.r iu	[x]
884	Lowa	Monkey	piu	piu	p iu	monkey/priu	1698	490	p - iu	[x]
1137	Nubri	Monkey	piu	piu	p iu	monkey/priu	1698	490	p - iu	[x]
1390	Sherpa	Monkey	te	te	t e	monkey/te	1694	491	t e	[x]
1391	Sherpa	Monkey	riu	riu	r iu	monkey/priu	1698	490	r iu	[x]
1634	Tsum	Monkey	tiu	tiu	t iu	monkey/priu	1698	490	t iu	[x]
1898	Yolmo	Monkey	pɹeken	pɹeken	p.ɹ e + k e.n	monkey/priu _monkey/ken	1698 1699	490	p.ɹ e + k e.n	[x]
109	Gyalsumdo	Mosquito	lamkute	lamkute	l a.m + k u + t e	mosquito/lam _/ku _/te	1784 1785 1786	523	l a.m + k u + t e	[x]
371	Jirel	Mosquito	lamkute	lamkute	l a.m + k u + t e	mosquito/lam _/ku _/te	1784 1785 1786	523	l a.m + k u + t e	[x]
628	Kagate	Mosquito	lamkʰute	lamkʰute	l a.m + kʰ u + t e	mosquito/lam _/ku _/te	1784 1785 1786	523	l a.m + kʰ u + t e	[x]
885	Lowa	Mosquito	t̪uŋdaŋ	t̪uŋdaŋ	t̪ u.ŋ + d a.ŋ	mosquito/tuk _/dang	1787 1788	526	t̪ u.ŋ + d a.ŋ	[x]
1138	Nubri	Mosquito	t̪ukɖaŋ	t̪ukɖaŋ	t̪ u.k + ɖ a.ŋ	mosquito/tuk _/dang	1787 1788	526	t̪ u.k + ɖ a.ŋ	[x]
1392	Sherpa	Mosquito	lamkʰute	lamkʰute	l a.m + kʰ u + t e	mosquito/lam _/ku _/te	1784 1785 1786	523	l a.m + kʰ u + t e	[x]
1635	Tsum	Mosquito	lamkute	lamkute	l a.m + k u + t e	mosquito/lam _/ku _/te	1784 1785 1786	523	l a.m + k u + t e	[x]
1899	Yolmo	Mosquito	mətɕʰəɹ	mətɕʰəɹ	m ə + tɕʰ ə.ɹ	*mosquito/ma *mosquito/chhar	1789 1790	528	m ə + tɕʰ ə.ɹ	← Hindi «machchhar»
104469	S_Old_Chinese	Mosquito	Cmər	Cmər	C/ m ə r			528	- C/ - m ə r	From Sagart et al.
110	Gyalsumdo	Ant	tomaɹ	tomaɹ	t o + m a.ɹ	ant _ant/mar	32 33	16	t o + m a.ɹ	[x]
372	Jirel	Ant	tʰoŋmatsi	tʰoŋmatsi	tʰ o.ŋ + m a + ts i	ANT _ma-suffix/ma _/tsi	72 11 34	50	tʰ o.ŋ + m a + ts i	[x]
629	Kagate	Ant	tomak	tomak	t o + m a.k	ant _ant/mak	32 33	16	t o + m a.k	[x]
886	Lowa	Ant	mbudaɲa	mbudaɲa	ⁿb u + d a + ɲ a	ant-4 ant-5 ant-6	35 32 36	49	ⁿb u + d - a - + ɲ a	[x]
1139	Nubri	Ant	hɹomo	hɹomo	h.ɹ o + m o	ant _:mu-suffix/mu	32 3365	16	h.ɹ o + m o	[x]
1393	Sherpa	Ant	tʰəksəŋma	tʰəksəŋma	tʰ ə.k + s ə.ŋ + m a	ant-2 ant-3 _:ma-suffix/ma	37 38 33	17	tʰ ə.k + s ə.ŋ + m a	[x]
1636	Tsum	Ant	tɹomu	tɹomu	t.ɹ o + m u	ant _:mo-suffix/mu	32 132	16	t.ɹ o + m u	[x]
1900	Yolmo	Ant	tomaŋ	tomaŋ	t o + m a.ŋ	ant _ant/maŋ	32 33	16	t o + m a.ŋ	[x]
100134	S_Old_Chinese	Ant	m→qʰajʔ	m→qʰajʔ	m qʰ a j ʔ			101705	m - - - - qʰ a j ʔ ( - - - - )	From Sagart et al.
100149	S_Old_Chinese	Ant	qʰˤoʔ	qʰˤoʔ	qʰˤ o ʔ			102954	- - - - - - - - - - - - qʰˤ - o ʔ - - - - -	From Sagart et al.
100150	S_Old_Tibetan	Ant	grog ma	grog ma	g r o g m a			102954	- - - - - - - - - - - - - - - - - - - - - - - - - - - - - g - - r o g - ( - - - - - - m a - - - - - )	From Sagart et al.
111	Gyalsumdo	Spider	palba	palba	p a.l + b a	spider/bel _/ba	2548 2554	748	p a.l + b a	[x]
373	Jirel	Spider	ŋɡwãpali	ŋɡwãpali	ⁿg.w ã + p a + l i	splider/gwa _:ba-suffix/pa _/li	2549 10 2550	61	ⁿg.w ã + p a + l i	[x]
630	Kagate	Spider	kiɡor	kiɡor	k i + g o.r	spider/ki _/gor	2551 2552	56	k i + g o.r	[x]
887	Lowa	Spider	mbut̪om	mbut̪om	ⁿb u + t̪ o.m	spider/bu _/tom	73 2553	51	ⁿb u + t̪ o.m	[x]
1140	Nubri	Spider	pabla	pabla	p a.bl/l + !Ø/b a	spider/bel _/ba	2548 2554	748	p a.bl/l + !Ø/b a	[x]
1394	Sherpa	Spider	bəldzjaŋ	bəldzjaŋ	b ə.l + dz.j a.ŋ	spider/bel _/dziang	2548 2555	748	b ə.l + dz.j a.ŋ	[x]
1637	Tsum	Spider	tɹaula	tɹaula	t.ɹ au + l a	spierd/trau _/la	2556 2554	60	t.ɹ au + l a	[x]
1901	Yolmo	Spider	ɕwabu	ɕwabu	ɕ.w a + b u	spider/swa _/bu	2557 2548	58	ɕ.w a + b u	[x]
106546	S_Old_Chinese	Spider	tre+tro	tre+tro	t r e t r o			101834	t r e - t r o	From Sagart et al.
106557	S_Old_Tibetan	Spider	sdom	sdom	s d o m			51	- s - d o m	From Sagart et al.
114	Gyalsumdo	Woman	pomo	pomo	p o/u + m o	child-son female	2515 601	1135	p o/u - + m o	[?]
376	Jirel	Woman	pʰemmemi	pʰemmemi	pʰ e.m + m e + m i	woman/phem woman/me woman/mi	3707 75 1624	67	pʰ e.m + m e + m i	[?]
633	Kagate	Woman	penpidza	penpidza	p e.n + p i + dz a	woman/phem _child-1 child-2	3707 487 488	1134	p e.n + p i + dz a	[?]
890	Lowa	Woman	keme	keme	k e + m e	? woman/me	915 75	70	k e + m e	[?]
1143	Nubri	Woman	põbetsa	põbetsa	p õ + b/p e + ts a	woman/phem _child-1 _child-2	3707 487 488	1134	p õ - + b/p e + ts a	[?]
1397	Sherpa	Woman	pʰumpʰedza	pʰumpʰedza	pʰ u.m + pʰ e + dz a	woman/phem _child-1 child-2	3707 487 488	1134	pʰ u.m + pʰ e + dz a	[?]
1640	Tsum	Woman	poĩpiza	poĩpiza	p oĩ + p i + z a	woman/phem _child-1 _child-2	3707 487 488	1134	p oĩ + p i + z a	[?]
1904	Yolmo	Woman	pimi	pimi	p i + m i	child-1 woman	487 3704	66	p i + m i	[?]
108317	S_Old_Chinese	Woman	nraʔ	nraʔ	n r a ʔ			101862	- n r a ʔ	From Sagart et al.
108336	S_Old_Tibetan	Woman	bud.med	bud.med	b u d m e d			102913	- b u d - m e d	From Sagart et al.
115	Gyalsumdo	Child	tuɡu	tuɡu	t u + g u	child-4 _/gu	485 486	161	t u + g u	[x]
377	Jirel	Child	pʰidza	pʰidza	pʰ i + dz a	child-1 child-2	487 488	159	pʰ i + dz a	[x]
634	Kagate	Child	pidza	pidza	p i + dz a	child-1 child-2	487 488	159	p i + dz a	[x]
891	Lowa	Child	tu	tu	t u	child-4	485	161	t u	[x]
1144	Nubri	Child	petsa	petsa	p e + ts a	child-1 child-2	487 488	159	p e + ts a	[x]
1398	Sherpa	Child	aŋa	aŋa	a + ŋ a	:a-prefix child-3	489 490	163	a + ŋ a	[x]
1641	Tsum	Child	piza	piza	p i + z a	child-1 child-2	487 488	159	p i + z a	[x]
1905	Yolmo	Child	pedza	pedza	p e + dz a	child-1 child-2	487 488	159	p e + dz a	[x]
116	Gyalsumdo	Father	apa	apa	a + p a	:a-prefix father	489 914	274	a + p a	[x]
378	Jirel	Father	aba	aba	a + b a	:a-prefix father	489 914	274	a + b a	[x]
635	Kagate	Father	aba	aba	a + b a	:a-prefix father	489 914	274	a + b a	[x]
892	Lowa	Father	ake	ake	a + k e	:a-prefix big-brother/ge	489 915	64	a + k e	[x]
1145	Nubri	Father	jɛ	jɛ	j ɛ	*father	916	277	j ɛ	[borrowed from Chinese]
1399	Sherpa	Father	apa	apa	a + p a	:a-prefix father	489 914	274	a + p a	[x]
1642	Tsum	Father	awa	awa	a + w a	:a-prefix father	489 914	274	a + w a	[x]
1906	Yolmo	Father	aba	aba	a + b a	:a-prefix father	489 914	274	a + b a	[x]
102070	S_Old_Chinese	Father	ɴ→paʔ	ɴ→paʔ	ɴ p a ʔ			100107	ɴ - - p a - ʔ - -	From Sagart et al.
102071	S_Old_Tibetan	Father	a.pʰa	a.pʰa	a pʰ a			274	- a - pʰ a - - - -	From Sagart et al.
118	Gyalsumdo	Older brother	atɕjo	atɕjo	a + tɕ.j o	:a-prefix older-brother	489 1993	578	a + tɕ.j o	[x]
380	Jirel	Older brother	adʑjo	adʑjo	a + dʑ.j o	:a-prefix older-brother	489 1993	578	a + dʑ.j o	[x]
637	Kagate	Older brother	 at̪a	at̪a	a + t̪ a	:a-prefix older-brother	489 1994	65	a + t̪ a	[x]
894	Lowa	Older brother	adʑo	adʑo	a + dʑ o	:a-prefix older-brother	489 1993	578	a + dʑ - o	[x]
1147	Nubri	Older brother	tɕi	tɕi	tɕ i	older-brother	1993	578	tɕ i	[x]
1401	Sherpa	Older brother	atɕjo	atɕjo	a + tɕ.j o	:a-prefix older-brother	489 1993	578	a + tɕ.j o	[x]
1644	Tsum	Older brother	tɕjoʑjo	tɕjoʑjo	tɕ.j o + ʑ/tɕ.j o	older-brother _:RED:older-brother	1993 1996	578	tɕ.j o + ʑ/tɕ.j o	[x]
1908	Yolmo	Older brother	ad̪a	ad̪a	a + d̪ a	:a-prefix older-brother	489 1994	65	a + d̪ a	[x]
120	Gyalsumdo	Older sister	atɕi	atɕi	a + tɕ i	:a-prefix older-sister	489 2009	583	a + tɕ i	[x]
382	Jirel	Older sister	adzi	adzi	a + dz i	:a-prefix older-sister	489 2009	583	a + dz i	[x]
639	Kagate	Older sister	adzi	adzi	a + dz i	:a-prefix older-sister	489 2009	583	a + dz i	[x]
896	Lowa	Older sister	idʑi	idʑi	i/a + dʑ i	:a-prefix older-sister	489 2009	583	i/a + dʑ i	[x]
1149	Nubri	Older sister	jei	jei	j e.i	older-sister	2011	586	j e.i	[x]
1403	Sherpa	Older sister	adzi	adzi	a + dz i	:a-prefix older-sister	489 2009	583	a + dz i	[x]
1646	Tsum	Older sister	aʑe	aʑe	a + ʑ e	:a-prefix older-sister	489 2009	583	a + ʑ e	[x]
1910	Yolmo	Older sister	adʑi	adʑi	a + dʑ i	:a-prefix older-sister	489 2009	583	a + dʑ i	[x]
121	Gyalsumdo	Younger sister	numu	numu	n u + m u	younger-sibling female/mu	3811 3822	1169	n u - + m u	[x]
383	Jirel	Younger sister	n̪umu	n̪umu	n̪ u + m u	younger-sibling female/mu	3811 3822	1169	n̪ u - + m u	[x]
640	Kagate	Younger sister	numu	numu	n u + m u	younger-sibling female/mu	3811 3822	1169	n u - + m u	[x]
897	Lowa	Younger sister	numu	numu	n u + m u	younger-sibling female/mu	3811 3822	1169	n u - + m u	[x]
1150	Nubri	Younger sister	n̪u	n̪u	n̪ u	younger-sibling	3811	1169	n̪ u -	[x]
1404	Sherpa	Younger sister	n̪um	n̪um	n̪ u.m/k	younger-sibling	3811	1169	n̪ u.m/k	[x]
1647	Tsum	Younger sister	poõ	poõ	p o/u + Ø/m õ/o	child-son female	2515 601	1171	p o/u + Ø/m õ/o	[x]
1911	Yolmo	Younger sister	n̪omo	n̪omo	n̪ o + m o	younger-sibling _female	3811 601	1169	n̪ o - + m o	[x]
126	Gyalsumdo	Wife	keɹme	keɹme	k e.ɹ + m e	wife/ke woman/me	3667 75	71	k e.ɹ + m e	[x]
387	Jirel	Wife	pʰemme	pʰemme	pʰ e.m + m e	woman/phem woman/me	3707 75	1121	pʰ e.m + m e	[x]
644	Kagate	Wife	tɕʰjuŋma	tɕʰjuŋma	tɕʰ.j u.ŋ + m a	wife _:ma-suffix/ma	3670 11	74	tɕʰ.j u.ŋ + m a	[x]
645	Kagate	Wife	peme	peme	p e.!Ø/n + m e	woman/phem woman/me	3707 75	1121	p e.!Ø/n + m e	[x]
901	Lowa	Wife	keme	keme	k e + m e	wife/ke woman/me	3667 75	71	k e - + m e	[x]
1154	Nubri	Wife	ɕɛt̪aŋ	ɕɛt̪aŋ	ɕ ɛ + t̪ a.ŋ	wife/ce wife/taŋ	3671 3672	1125	ɕ ɛ + t̪ a.ŋ	[x]
1408	Sherpa	Wife	pʰermi	pʰermi	pʰ e.r + m i	woman/phem _/me	3707 3668	1121	pʰ e.r + m i	[x]
1651	Tsum	Wife	tɕʰjumma	tɕʰjumma	tɕʰ.j u.m + m a	wife _:ma-suffix/ma	3670 11	74	tɕʰ.j u.m + m a	[x]
1915	Yolmo	Wife	pimi	pimi	p i + m i	wife/pe _/me	3669 3668	1121	p i - + m i	[x]
108207	S_Old_Chinese	Wife	tsʰˤəj	tsʰˤəj	tsʰˤ ə j			102936		From Sagart et al.
108211	S_Old_Chinese	Wife	məbəʔ	məbəʔ	m ə b ə ʔ			103705		From Sagart et al.
108217	S_Old_Tibetan	Wife	kʰʲo.mo	kʰʲo.mo	kʰ j o m o			105467		From Sagart et al.
127	Gyalsumdo	Boy	pitsa	pitsa	p i + ts a	child-1 child-2	487 488	98	p i - + ts a	[x]
128	Gyalsumdo	Boy	pu	pu	p u	child-son	2515	78	p u -	[x]
388	Jirel	Boy	kʰojobopidza	kʰojobopidza	kʰ o + j o + b o + p i + dz a	? ? ? child-1 child-2	306 307 308 487 488	98	kʰ o + j o + b o + p i - + dz a	[x]
646	Kagate	Boy	pituk	pituk	p i + t u.k	child-1 child-3	487 26	76	p i + t u.k	[x]
902	Lowa	Boy	pidza	pidza	p i + dz a	child-1 child-2	487 488	98	p i - + dz a	[x]
1155	Nubri	Boy	puh	puh	p u.h	child-son	2515	78	p u.h	[x]
1409	Sherpa	Boy	kʰjokpʰedza	kʰjokpʰedza	kʰ.j o.k + pʰ e + dz a	? child-1 child-2	310 487 488	98	kʰ.j o.k + pʰ e + dz a	[x]
1652	Tsum	Boy	ɕjaɾa	ɕjaɾa	ɕ.j a.ɹa/ɹ	child-offspring	311	100	ɕ.j a.ɹa/ɹ	[x]
1916	Yolmo	Boy	ɕjaɹa	ɕjaɹa	ɕ.j a.ɹa/ɹ	child-offspring	311	100	ɕ.j a.ɹa/ɹ	[x]
129	Gyalsumdo	Girl	pomo	pomo	p o/u + m o	child-son female	2515 601	319	p o/u + m o	[x]
389	Jirel	Girl	pʰemmepidza	pʰemmepidza	pʰ e.m + m e + p i + dz a	woman/phem woman/me child-1 child-2	3707 75 487 488	79	pʰ e.m + m e + p i + dz a	[x]
647	Kagate	Girl	pitukmu	pitukmu	p i + t u.k + m u	child-1 child-3 female/mu	487 26 3822	80	p i + t u.k + m u	[x]
903	Lowa	Girl	pomo	pomo	p o + m o	child-son female	2515 601	319	p o + m o	[x]
1156	Nubri	Girl	poõ	poõ	p o/u.Ø/h + Ø/m õ/o	child-son female	2515 601	319	p o/u.Ø/h + Ø/m õ/o	[x]
1410	Sherpa	Girl	pʰumpʰedza	pʰumpʰedza	pʰ u.m + pʰ e + dz a	woman/phem child-1 child-2	3707 487 488	79	pʰ u.m + pʰ e + dz a	[x]
1653	Tsum	Girl	naʑjuŋ	naʑjuŋ	n a + ʑ.j u.ŋ	girl son-2	1115 2517	324	n a + ʑ.j u.ŋ	[x]
1917	Yolmo	Girl	ɕjaɹma	ɕjaɹma	ɕ.j a.ɹ + m a	child-offspring _:ma-suffix/ma	311 11	320	ɕ.j a.ɹ + m a	[x]
130	Gyalsumdo	Day	ɕjaŋma	ɕjaŋma	ɕ.j a.ŋ + m a	day _:ma-suffix/ma	615 11	89	ɕ.j a.ŋ + m a	
390	Jirel	Day	ɲima	ɲima	ɲ i + m a	sun _ma-suffix/ma	2613 11	196	ɲ i - + m a	
648	Kagate	Day	ɲima	ɲima	ɲ i + m a	sun _:ma-suffix/ma	2613 11	196	ɲ i - + m a	
904	Lowa	Day	ɲima	ɲima	ɲ i + m a	sun _:ma-suffix/ma	2613 11	196	ɲ i - + m a -	
1157	Nubri	Day	ɲin̪	ɲin̪	ɲ i + n̪ !Ø/ə	sun _:n-suffix	2613 76	196	ɲ i + n̪ !Ø/ə	
1411	Sherpa	Day	ɲima	ɲima	ɲ i + m a	sun _ma-suffix/ma	2613 11	196	ɲ i - + m a	
1654	Tsum	Day	ɕjakpa	ɕjakpa	ɕ.j a.k + p a	day _:pa-suffix/pa	618 53	199	ɕ.j a.k + p a	
1918	Yolmo	Day	ɲima	ɲima	ɲ i + m a	_day DAY	617 616	196	ɲ i - + m a	
101277	S_Old_Tibetan	Day	ɲin	ɲin	ɲ i n			196	ɲ i n -	From Sagart et al.
131	Gyalsumdo	Night	tsʰemu	tsʰemu	tsʰ e + m u	night _:mu-suffix/mu	1900 3365	552	tsʰ e - + m u	
391	Jirel	Night	ŋɡwase	ŋɡwase	ⁿg.w a + s e	evening/gwa night/se	813 814	554	ⁿg.w a + s e	
