ID	DOCULECT	CONCEPT	CONCEPTID	TRANSCRIPTION	SEGMENTS	COGID	GLOSS	script	CONCEPTICON_ID	CONCEPTICON_GLOSS	SIMILARITY
766	Lowa			ʟdzuk‍kiʟʈup			 mint, thyme	जकुक्कीढकुप		???	
767	Lowa			dzuk‍ten			 leather thimble	जकुक्तिे		???	
768	Lowa			dzuk‍pa			 herbal medicine to put on painful area	जकुक्पा		???	
769	Lowa			-dzuŋ			 suffix to transform	-जकुङ		???	
770	Lowa			dzuʟʈuk‍pa			 having six fingers	जकुढकुक्पा		???	
771	Lowa	HORIZON	2287	dzusʲyri			 horizon	जकुस्यीरी	2287	HORIZON	4
774	Lowa			dziŋba ᴴʲuk‍kin			 of	जीङबा्ॱयकुक्कीि		???	
775	Lowa	HEAVY	1210	dzida			 heavy, weighty, ponderous	जीदा	1210	HEAVY	4
776	Lowa			dzibu			ibetan spice	जीबकु		???	
778	Lowa	FIST	1473	dzok‍ko			 clenched hand, fist, handful, fistful	￼￼￼￼जोक्को	1473	FIST	4
779	Lowa	UGLY	1548	dzo‍kʲe ʟmegin			 ugly, deformed, shapeless	जो्क्ये्मगे ीि	1548	UGLY	4
781	Lowa			dzot‍tsi			 yak shepherd	जोच्ची		???	
782	Lowa			dzomkʰaŋ			 assembly hall	जोमखाङ		???	
783	Lowa	MEET	1831	dzom‍gin			 be gathered, meet	जोम्गीि	1831	MEET	4
784	Lowa			dzʲak			 water pot	ज्याक		???	
785	Lowa			dzʲat‍tsø			 merely touch	￼￼￼￼ज्याच्चछो़		???	
786	Lowa			dzʲatti			 glued	ज्याती		???	
787	Lowa			dzʲar ᴴtʰuk‍kin			 can be touched	ज्यार्थकुक्कीि		???	
788	Lowa			dzʲema			 cloth to clean floor	ज्येमा		???	
789	Lowa			dzʲewa ʟsogin			 put makeup on	￼￼￼￼ज्येिा्शोगीि		???	
791	Lowa	FLAG	2623	ʟtsan‍ɖa			 flag	मयाटरलले्बियाएकर्चल रearthenstove झानड् ा	2623	FLAG	4
792	Lowa			ʟtsap‍tak			 sound of falling down	झापत् ाक		???	
793	Lowa			ʟtsaruk			 moraine	झारूक		???	
794	Lowa			ʟtsalaŋ			 rocky mountain	झालाङ		???	
795	Lowa			ʟtsurumuru			full and more	झकुरूमकुरू		???	
797	Lowa			ʟtsʝa ᴴŋamm‍ u			 tea with sugar	झ्या्ॱङाम्मकु		???	
798	Lowa	PARROT	882	ʟtsʝa ʟnedzo			 parrot	झ्या्िजे ो	882	PARROT	4
799	Lowa			ʟtsʝa ᴴmap‍tsa			 peacock	झ्या्ॱमाप्चा		???	
800	Lowa			ʟtsʝak‍ku			 sack to put tea in	झ्याक्ककु		???	
801	Lowa			ʟtsʝak‍pa			 robber, bandit, robbery, burglary	झ्याक्पा	2073	ROB (VERB)	4
803	Lowa			ʟtsʝaŋda			hina	झ्याङदा		???	
804	Lowa			ʟtsʝaŋdaŋ			 learning, teaching, training	झ्याङदाङ		???	
805	Lowa			ʟtsʝadzaŋ			 coop	￼￼￼झ्याजाङ		???	
806	Lowa			ʟtsʝap‍ʈok			s comb	झ्याप्टोक		???	
808	Lowa			ʟtsʝali			 clitoris	झ्याली		???	
809	Lowa			ʟtsʝaluŋ ʟnʲaluŋ			 white bird	￼￼￼￼झ्यालकुङ्ङयालकुङ		???	
812	Lowa			ʟtsʝilab			 food offered to an idol	झ्यीलाब		???	
813	Lowa	INTEREST	2062	ʟtsʝydok			 concern, interest	झ्यीदोक	2062	INTEREST	4
814	Lowa			ʟtsʝyʟte			 can be done easily	झ्यीधे		???	
815	Lowa			ʟtsʝu duk			 okay	झ्यकु्दककु		???	
816	Lowa	MEET	1831	ʟtsʝe ʟlen‍gin			 meet	￼￼￼झ्ये्लने ्गीि	1831	MEET	4
817	Lowa			ʟtsʝekek			 bird cries	झ्येके क		???	
818	Lowa	GOD	1944	ʟtsʝo			 god	झ्यो	1944	GOD	4
819	Lowa			ʟtsʝomo			 nun	झ्योमो		???	
820	Lowa			ᴴʈai			 blessing, purification	￼￼￼￼￼￼￼टाई		???	
821	Lowa			ᴴʈak ᴴʈak ᴴʈak			s feet	टाक्टाक्टाक		???	
822	Lowa			ᴴʈak‍si			 taxi	टाक्सी		???	
823	Lowa			ᴴʈaŋguma			 one with a bad name	टाङगकुमा		???	
824	Lowa	WEAK	1601	ᴴʈaŋɖaŋ			 lean and thin, weak, feeble, haggard	टाङडाङ	1601	WEAK	4
825	Lowa	WIDOW	1756	ᴴʈaŋmu			 widow	टाङमकु	1756	WIDOW	4
826	Lowa	BLADE	869	ᴴʈaʈi			 blade	टाटी	869	BLADE	4
827	Lowa	TOMATO	986	ᴴʈamaʈa			 tomato	टामाटा	986	TOMATO	4
828	Lowa			ᴴʈamkʰaŋ			 distributing room	टामखाङ		???	
829	Lowa			ᴴʈal‍le ʟmegin			fated, unfortunate, unlucky, wretched, miserable	टाल्ल्े मगे ीि		???	
830	Lowa			ᴴʈasi			s name	टासी		???	
831	Lowa			ᴴʈasi ᴴtakʲe			 type of sign	टासी्ताक्ये		???	
832	Lowa			ᴴʈasiʟtelek			 bowing down, greeting, respectful salutation	टासीधले के		???	
833	Lowa			ᴴʈi			 milk boiled down till nearly solid, condensed milk obtained by boiling it till it becomes nearly solid	टी		???	
834	Lowa	POSTAGE STAMP	596	ᴴʈikaʈ			 ticket, postage stamp	टीकाट	596	POSTAGE STAMP	4
835	Lowa	SQUEEZE	1414	ᴴʈigin			windround, twist round, wrap up, roll up, wring, entwine, distort, squeeze into a ball	￼￼￼￼टीगीि	1414	SQUEEZE	4
836	Lowa			ᴴʈiŋ			made of	टीङ		???	
837	Lowa			ᴴʈimok			 steamed flour ball	टीमोक		???	
838	Lowa	GIVE BIRTH	1195	ᴴʈu ᴴkʲegin			 give birth	टकु्क्येगीि	1195	GIVE BIRTH	4
839	Lowa			ᴴʈu ᴴkʲegin ʟsuk			 pain during child birth	टकु्क्येगीि्शकुक		???	
840	Lowa			ᴴʈu ᴴtsʲigarak			 only child, single child	टकु्च्यीगाराक		???	
841	Lowa			ᴴʈuŋgu			 meat soup	￼￼￼टकुङगकु		???	
842	Lowa			ᴴʈuŋɖuwa			 cartiledge	टकुङडकुिा		???	
843	Lowa	MONKEY	1350	ᴴʈe			 monkey	टे	1350	MONKEY	4
844	Lowa	STRAIGHT	1404	ᴴʈoŋi			 straight, errect, upright, straight	टोङी	1404	STRAIGHT	4
846	Lowa			ᴴʈʰaː ᴴkʰegin			 need to pay tax	ठाः्खगे ीि		???	
848	Lowa			ᴴʈʰak ᴴtʰøn‍gin			 bleed	ठाक्थछो़न्गीि		???	
852	Lowa			ᴴʈʰap‍tsaŋa			 dishonest, unfaithful, treacherous, untrustworthy	ठाप्चाङा		???	
853	Lowa			ᴴʈʰap‍tse			 clothes worn at a formal occasion	ठाप्चे		???	
854	Lowa			ᴴʈʰapʰak‍pa			 multicoloured, motley, diverse	ठाफाक्पा		???	
856	Lowa			ᴴʈʰapʰedi			 lustrous, piquant, brilliant, splendid	ठाफे दी	2228	GLARING	4
857	Lowa	REBEL	567	ᴴʈʰaba			 rebellious, revolting, rebel, one who revolts	ठाबा1	567	REBEL	4
858	Lowa			ᴴʈʰamo			riesian cow	ठामो		???	
859	Lowa			ᴴʈʰik‍kin			an	ठीक्कीि		???	
860	Lowa	LOOM	1787	ᴴʈʰidze			 loom	ठीजे	1787	LOOM	4
861	Lowa			ᴴʈʰidak			 rope used to pull something	ठीदाक		???	
863	Lowa	LAW	1062	ᴴʈʰim			 law	ठीम	1062	LAW	4
864	Lowa			ᴴʈʰim ᴴpugin			 file a case	ठीम्पकुगीि		???	
865	Lowa			ᴴʈʰuk			 movement, motion	ठकुक		???	
869	Lowa			ᴴʈʰukʰaŋ			 bathroom	ठकुखाङ		???	
870	Lowa			ᴴʈʰugu			 toilet bag	ठकुगकु		???	
871	Lowa			ᴴʈʰuŋgaŋ ʟtytsøk			 birthday of a respected person	ठकुङगाङ्धीचछो़क		???	
873	Lowa			ᴴʈʰeŋgar			ustang	ठेङगार		???	
874	Lowa			ᴴʈʰemi ᴴsak‍la			 neither steep nor flat	ठेमी्साक्ला		???	
876	Lowa			ᴴʈʰop‍le			 useless, meaningless	ठोप्ले		???	
878	Lowa			ᴴʈʰolu			 pop song	ठोलकु		???	
879	Lowa			ᴴʈʰol‍le			 childish, boyish, of young person, irresponsible, immature	ठोल्ले		???	
880	Lowa			ᴴʈʰøri			 with rage	ठछो़री		???	
881	Lowa			ᴴʈʰøri ʟgʲuk‍kin			 grow angry, be wrathful, fly into a rage, be displeased	ठछो़री्ग्यकुक्कीि		???	
882	Lowa			ʟɖaki			 woollen bag	डाकी		???	
883	Lowa			ʟɖak‍ri			 smell of burned food	डाक्री		???	
884	Lowa			ʟɖaŋba			 rope made of leather	डाङबा		???	
886	Lowa			ʟɖam‍dzak			 slap, cuff	डाम्जाक		???	
887	Lowa			ʟɖam‍dzak ʟsʲurkin			 slap	डाम्जाक्श्यकुरकीि		???	
888	Lowa			ʟɖala			 like that, resembling	डाला		???	
890	Lowa			ʟɖygu			aloantakenby borrowing from different persons in turn	डीगकु		???	
892	Lowa			ʟɖuː			 travel	डकुः		???	
893	Lowa			ʟɖuba ᴴtʰep‍kin			 form a knot	डकुबा्थपे ्कीि		???	
895	Lowa			ʟɖe ʟsʲuk‍kin			 witchcraft	डे्श्यकुक्कीि	392	MAGIC	4
896	Lowa			ʟɖek			 player	डेक		???	
897	Lowa			ʟɖega ᴴtøn‍gin			 show drama	डेगा्तछो़न्गीि		???	
898	Lowa			ʟɖedzin			ricefriedin	डेजीि		???	
899	Lowa			ʟɖewa ʟtsʝi			 be in contact	डेिा्झ्यी		???	
900	Lowa			ʟɖesʲe			 explanation, exposition, interpretation	डेस्ये		???	
901	Lowa			ʟɖok‍pa			 people living in the highlands	डोक्पा		???	
902	Lowa			ʟɖoŋba			 part of wheat crop	डोङबा		???	
903	Lowa			ʟɖoŋi døgin			 wanted to leave	डोङी्दछो़गीि		???	
904	Lowa			ʟɖodza			 place to go	डोजा		???	
905	Lowa			ʟɖodzar			 dozer	डोजार		???	
906	Lowa			ʟɖodzuŋ			 lent	डोजकुङ		???	
907	Lowa			ʟɖodon			 recommendation letter of support, intercession	￼￼￼￼डोदोि		???	
908	Lowa			ʟɖobiŋ			 record	डोबीङ		???	
909	Lowa			ʟɖønkʰaŋ			 guest house	डछो़नखाङ		???	
910	Lowa	ENEMY	1358	ʟʈa			 enemy, foe, adversary, opponent	￼￼￼￼￼￼￼ढा	1358	ENEMY	4
911	Lowa	CURE	499	ʟʈak‍tu ᴴtsʲuk‍kin			 cure	ढाक्तकु्च्यकुक्कीि	499	CURE	4
912	Lowa			ʟʈaŋbu			 faithfulness, trustworthiness	ढाङबकु		???	
913	Lowa			ʟʈadaŋ ʟʈik‍kin			 dry buckwheat after its cut	ढादाङ्ढीक्कीि		???	
914	Lowa			ʟʈaduŋ			 timber used to help construct a roof	ढादङकु		???	
915	Lowa			ʟʈaden			 long carpet	ढादिे		???	
916	Lowa	GUITAR	3090	ʟʈamŋ‍ i			 guitar	ढाम्ङी	3090	GUITAR	4
917	Lowa	SPREAD OUT	38	ʟʈam‍ɖaba			 spread, expansion, extent, extension, diffusion, spaciousness	ढाम्डाबा	38	SPREAD OUT	4
918	Lowa	REVENGE	495	ʟʈalin			 revenge, retaliation, vengeance	ढालीि	495	REVENGE	4
919	Lowa			ʟʈasʲak			amas	ढास्याक		???	
920	Lowa			ʟʈi ʟkowa			epalese	￼￼ढी्घोिा		???	
921	Lowa			ʟʈi ᴴtsuk‍kin			 stab with knife	ढी्चकुक्कीि		???	
922	Lowa			ʟʈik‍ʈa			 decorated	ढीक्टा		???	
923	Lowa			ʟʈik‍taŋ			 writing, style of writing, handwriting	ढीक्ताङ		???	
925	Lowa	SHUTTLE	543	ʟʈiŋʲi			 shuttle	ढीङयी	543	SHUTTLE	4
926	Lowa			ʟʈip			 epilepsy	ढीप		???	
927	Lowa			ʟʈibu			ama puts wheat when he does puja	￼￼￼￼￼ढीबकु		???	
929	Lowa			ʟʈimak ᴴkʰagin			sg	ढीमाक्खागीि	1215	THOU	4
930	Lowa			ʟʈimak ʟsaŋa			 heavy fragrance	ढीमाक्शाङा		???	
932	Lowa			ʟʈiwa			 question, interrogation, enquiry, query	ढीिा		???	
933	Lowa			ʟʈiwa ʟʈigin			 enquiry, investigation	ढीिा्ढीगीि		???	
934	Lowa	SIX	1703	ʟʈuk			 six	ढकुक	1703	SIX	4
935	Lowa	SIXTY	1718	ʟʈuk‍tsʲu			 sixty	ढकुक्च्यकु	1718	SIXTY	4
936	Lowa	SIXTY	1718	ʟʈuk‍tsʲu ᴴtʰam‍ba			 sixty	ढकुक्च्यकु्थाम्बा	1718	SIXTY	4
937	Lowa	NINE	1483	ʟʈuk‍tsʲu ʟrak‍gu			nine	ढकुक्च्यकु्राक्गकु	1483	NINE	2
938	Lowa	ONE	1493	ʟʈuk‍tsʲu ʟrak‍tsʲik			one	ढकुक्च्यकु्राक्च्यीक	1493	ONE	2
939	Lowa	THREE	492	ʟʈuk‍tsʲu ʟrak‍sum			three	ढकुक्च्यकु्राक्सकुम	492	THREE	2
940	Lowa	EIGHT	1705	ʟʈuk‍tsʲu ʟrap‍gʲek			eight	ढकुक्च्यकु्राप्ग्येक	1705	EIGHT	2
941	Lowa	SEVEN	1704	ʟʈuk‍tsʲu ʟrap‍dyn			seven	ढकुक्च्यकु्राप्दीि	1704	SEVEN	2
942	Lowa	FIVE	493	ʟʈuk‍tsʲu ʟreŋa			five	ढकुक्च्यकु्रेङा	493	FIVE	2
943	Lowa	TWO	1498	ʟʈuk‍tsʲu ʟreŋi			two	ढकुक्च्यकु्रेङी	1498	TWO	2
944	Lowa	SIX	1703	ʟʈuk‍tsʲu ʟreʈuk			six	ढकुक्च्यकु्रेटकुक	1703	SIX	2
945	Lowa	FOUR	1500	ʟʈuk‍tsʲu ʟrewi			four	ढकुक्च्यकु्रेिी	1500	FOUR	2
946	Lowa			ʟʈuk‍pa			sixth	ढकुक्पा		???	
947	Lowa			ʟʈuk‍ri			 pairing card game played with six cards	ढकुक्री		???	
948	Lowa			ʟʈuŋ ʟʈikʲe			 write a poem	ढकुङ्ढीकये		???	
949	Lowa			ʟʈup‍to			 natural	ढकुप्तो		???	
950	Lowa	SNAKE	730	ʟʈul			 snake, serpent	drive, chase, pursue, persecute ढकुल	730	SNAKE	4
951	Lowa			ʟʈeː			 pertaining to the teeth, type of tool	ढेः		???	
952	Lowa			ʟʈeu			old goat	ढेउ		???	
953	Lowa			ʟʈeʈek			 flat wooden ladder	ढेटके		???	
954	Lowa			ʟʈeɖepa			 scratched	ढेडेपा		???	
955	Lowa	MEMORY	1018	ʟʈen			 recollection, memory, remembrance	ढेि	1018	MEMORY	4
956	Lowa	REMEMBER	707	ʟʈen ‍søgin			 remember	ढेि््सछो़गीि	707	REMEMBER	4
957	Lowa			ʟʈeba ʟmegin			 who does not care about injury	ढेबा्मगे ीि		???	
958	Lowa			ʟʈem‍ba ᴴŋegin			 gain consciousness	￼￼￼ढेम्बा्ॱङेगीि		???	
959	Lowa			ʟʈem‍ba ᴴtorta			 one who has lost his memory	ढेम्बा्तोरता		???	
960	Lowa			ʟʈem‍ba ᴴtʰorta			 one who has lost his memory	ढेम्बा्थोरता		???	
961	Lowa	REMEMBER	707	ʟʈem‍ba ᴴsøgin			 remember	ढेम्बा्सछो़गीि	707	REMEMBER	4
962	Lowa	WHEAT	1077	ʟʈo			 wheat	ढो	1077	WHEAT	4
963	Lowa	WHITE	1335	ʟʈo ᴴkau			 white	ढो्काउ	1335	WHITE	4
964	Lowa			ʟʈo ʟtsʝurkin			 pile wheat on	ढो्झ्यकुरकीि		???	
965	Lowa			ʟʈo ᴴmau			 red wheat	ढो्ॱमाउ		???	
966	Lowa			ʟʈoka			 name of a person	ढोका		???	
969	Lowa	ESCAPE	1615	ʟʈogin			 escape, get loose, make off, get away	ढोगीि	1615	ESCAPE	4
970	Lowa			ʟʈoŋba			s propety	ढोङबा		???	
971	Lowa			ʟʈotsʲuŋ			s name	ढोच्यकुङ		???	
972	Lowa			ʟʈop‍dzin			 snack, tiffin, light meal	ढोप्जीि		???	
974	Lowa	TASTY	1813	ʟʈop‍lak ᴴtsʲʰe			 tasty, delicious, savoury, relishing	￼￼￼ढोप्लाक्के	1813	TASTY	4
975	Lowa	TASTY	1813	ʟʈowa ᴴtsʲʰe			 tasty, delicious, savoury, relishing	ढोिा्के	1813	TASTY	4
976	Lowa			ʟʈøk			 warmth	ढछो़क		???	
979	Lowa			ʟʈø‍bu			 heat rash, slight eruption, prickly heat	ढछो़्बकु		???	
980	Lowa			ʟʈøma			s name	ढछो़मा		???	
981	Lowa			ʟʈøru ᴴtsʲuk‍kin			s way, irritate, excite	ढछो़रू्च्यकुक्कीि		???	
982	Lowa	RUN AWAY	2142	ʟʈøla			 run away	ढछो़ला	2142	RUN AWAY	4
983	Lowa			ᴴtai ᴴtsiŋʲak			 mushroom type plant	ताई्चीङयाक		???	
984	Lowa			ᴴtai ʟsogin			 make fit	ताई्शोगीि		???	
985	Lowa			ᴴtau			s load	ताउ		???	
986	Lowa			ᴴtak‍kʲe			s name	ताक्क्ये		???	
987	Lowa			ᴴtak‍tsinak‍tsi			 chess game	￼￼￼￼ताक्चीिाक्ची		???	
988	Lowa			ᴴtak‍pa			 type of tree	ताक्पा		???	
989	Lowa			ᴴtaŋge			 name of village	ताङगे		???	
990	Lowa			ᴴtaŋdza			 place to send	ताङजा		???	
991	Lowa			ᴴtaŋdzira			 type of thorny plant	ताङजीरा		???	
992	Lowa			ᴴtaŋdaŋ			 way of sending	ताङदाङ		???	
994	Lowa			ᴴtadzari			 bard, reciter, panegyrist	ताजारी		???	
995	Lowa			ᴴtadzi			 playing cards, brocade	ताजी		???	
996	Lowa			ᴴtaʈi			 made of wood	ताटी		???	
998	Lowa			ᴴtap‍tse			s back	ताप्चे		???	
999	Lowa	STABLE	851	ᴴtap‍‍rak			 stable	ताप्राक	851	STABLE	4
1000	Lowa	STORY	2060	ᴴtabi			 story, tale	ताबी	2060	STORY	4
1001	Lowa			ᴴtamaʟkaŋ			ustang	तामाघाङ		???	
1002	Lowa	WIRE	2631	ᴴtar			 metal string, wire, telegram	तार	2631	WIRE	4
1003	Lowa	WALNUT	2042	ᴴtarka			 walnut	तारका	2042	WALNUT	4
1004	Lowa			ᴴtalam			 bridle path, beaten track, narrow path	तालाम		???	
1005	Lowa			ᴴtaliʟmegin			 improper, unsuitable, inappropriate, unworthy, unfit, useless	ताली्मगेीि	1292	BAD	4
1006	Lowa	TRAIN	900	ᴴtalim			 training, instruction, train	तालीम	900	TRAIN	4
1007	Lowa			ᴴtawa			 utensil to make bread	तािा		???	
1009	Lowa			ᴴtiŋdzo‍wa			 ascetic, religious or pious person, gentleman	तीङजो्िा	303	ABSTAIN FROM FOOD	4
1010	Lowa			ᴴtiŋtiŋ			 sound made by a bell	तीङतीङ		???	
1011	Lowa	HEEL	980	ᴴtiŋba			 heel	तीङबा	980	HEEL	4
1012	Lowa	CUP	476	ᴴtiŋbu			 cup	तीङबकु	476	CUP	4
1013	Lowa			ᴴtiŋʲa			 small cymbal	तीङया		???	
1016	Lowa			ᴴtim‍dzʲu			 colocasia, arum, edible stalk and leaf of the plant arum	तीम्ज्यकु		???	
1017	Lowa			ᴴtim‍bu			 mortar in which rice is husked, pounded	तीम्बकु		???	
1018	Lowa			ᴴtirpa			 type of insect that eats wheat	तीरपा		???	
1019	Lowa			ᴴtili ᴴkʰedzʲu			 name of a place	तीली्खजे ्यकु		???	
1022	Lowa			ᴴtuk‍kin			 cause to sew	तकुक्कीि		???	
1023	Lowa			ᴴtuŋsai			 abridged, abbreviated, concise, brief	तकुङसाई		???	
1024	Lowa			ᴴtuŋa			 minded	तकुङा		???	
1026	Lowa			ᴴtek ʟkøda			 one who always does damage	तके ्घछो़दा		???	
1028	Lowa			ᴴteŋi			 out of the world, alien	तङे ी		???	
1029	Lowa			ᴴten‍dziŋ			 name of a person	तने ्जीङ		???	
1031	Lowa			ᴴten‍dzʲak			 permanence, durability, constancy	तने ्ज्याक		???	
1032	Lowa			ᴴten‍di			 for, for the sake of	￼￼￼तने ्दी		???	
1033	Lowa	PRESS	1913	ᴴtem‍gin			 press, clasp	तमे ग् ीि	1913	PRESS	4
1034	Lowa			ᴴtem‍bu			 trusted	तमे ब् कु		???	
1035	Lowa			ᴴtem‍bu ʟmegin			impatient	तमे ब् कु्मगे ीि		???	
1036	Lowa			ᴴteli			s wool	तले ी		???	
1038	Lowa	SPADE	1176	ᴴtok‍tsi			 spade	तोक्ची	1176	SPADE	4
1039	Lowa			ᴴtok‍dzim‍ba			ama who reads funerary rites	तोक्जीम्बा		???	
1040	Lowa			ᴴtokʲu			 handle of spade	तोक्यकु		???	
1041	Lowa			ᴴtoŋɖak			 thousands	तोङडाक		???	
1042	Lowa			ᴴtot‍tsi bure			 silk shirt	तोच्ची्बकुरे		???	
1043	Lowa			ᴴtodzy			ama during puja	तोजी		???	
1044	Lowa	GAME	2467	ᴴtodok‍pa			 game	तोदोक्पा	2467	GAME	4
1045	Lowa			ᴴtodoŋ			s shirt	तोदोङ		???	
1047	Lowa			ᴴtom			 gallon	तोम		???	
1048	Lowa			ᴴtomo			 baby of whom the father is unknown	तोमो		???	
1050	Lowa			ᴴtom‍ba			 alcoholic soft drink	तोम्बा		???	
1051	Lowa			ᴴtorti ʟmiduk			 lost	तोरती्मीदककु		???	
1052	Lowa			ᴴtorʲe			 sprinkle, scatter in drops	तोरये		???	
1053	Lowa			ᴴtora			 type of sour fruit on a thorny plant	तोरा		???	
1054	Lowa	AUTUMN	1276	ᴴtøŋga			 autumn	तछो़ङगा	1276	AUTUMN	4
1055	Lowa			ᴴtʰa			 tip of the thumb to that of the middle finger	था		???	
1056	Lowa			ᴴtʰaː ʟʈen‍gin			 knot in a loom	थाः्ढेन्गीि		???	
1057	Lowa			ᴴtʰak ᴴtʰak			 sound of water drop	थाक्थाक		???	
1058	Lowa			ᴴtʰak‍tsʲek			 proof, testimony, evidence, attestation authority, certificate	थाक्च्येक		???	
1059	Lowa			ᴴtʰak‍pa ᴴtsidak			 rope made of wool	थाक्पा्चीदाक		???	
1060	Lowa			ᴴtʰak‍pa ᴴseʲiŋ			 rope made of cotton	थाक्पा्सये ीङ		???	
1061	Lowa			ᴴtʰagin			 above the limit	थागीि		???	
1062	Lowa	FATIGUE	1140	ᴴtʰaŋ			 tiredness, fatigue, weariness, tediousness	थाङ	1140	FATIGUE	4
1063	Lowa			ᴴtʰaŋ ᴴtsʲʰegin			 become tired, be exhausted or fatigued	थाङ्कगे ीि		???	
1065	Lowa			ᴴtʰaŋga			 plain area	थाङगा		???	
1066	Lowa			ᴴtʰaŋgera			 wandering, roaming	थाङगरे ा		???	
1067	Lowa	PINE	1740	ᴴtʰaŋʲi			 pine	थाङयी	1740	PINE	4
1068	Lowa			ᴴtʰadzura			covered	थाजकुरा		???	
1069	Lowa			ᴴtʰaʈik			 smell of soil	थाटीक		???	
1070	Lowa			ᴴtʰap‍ka ʟloŋda			ovenmadeofmudorclay	थाप्का्लोङदा		???	
1071	Lowa	OVEN	1143	ᴴtʰap‍kaʟsali			oven	थाप्का्शाली	1143	OVEN	2
1072	Lowa			ᴴtʰaba			 unit	थाबा		???	
1073	Lowa			ᴴtʰam‍ba			 quantity	थाम्बा		???	
1075	Lowa			ᴴtʰarararara			 sound of rain	थारारारारा		???	
1076	Lowa			ᴴtʰalaᴴpʰoi			 full of dirt	थाला्फोई		???	
1077	Lowa			ᴴtʰala ᴴpʰok‍pʰok			 rough surface, white with a little dirt	थाला्फोक्फोक		???	
1078	Lowa			ᴴtʰalam			dusty road	थालाम		???	
1079	Lowa			ᴴtʰaluŋ			 typhoon, windstorm	थालकुङ		???	
1080	Lowa			ᴴtʰaluŋ ʟgʲuk‍kin			 strong wind full of dust	थालकुङ्ग्यकुक्कीि		???	
1081	Lowa			ᴴtʰik ᴴtʰik			soundofwaterdrop from leak	थीक्थीक		???	
1083	Lowa			ᴴtʰik‍tsa ᴴluk‍kin			coverthe leakage	थीक्चा्ॱलकुक्कीि		???	
1085	Lowa			ᴴtʰydzam			 meeting of two roads, crossroad	थीजाम		???	
1086	Lowa			ᴴtʰuk‍tu ᴴlep‍‍kin			 come to visit	थकुक्तकु्ॱलपे ्कीि		???	
1088	Lowa			ᴴtʰuŋdzʲu			 drinking water	थकुङज्यकु		???	
1090	Lowa			ᴴtʰyn‍lam			 ability to mix with people	थीन्लाम		???	
1093	Lowa			ᴴtʰup‍ly			 thickness	थकुप्ली		???	
1094	Lowa	TURNIP	3062	ᴴtʰuluk			 turnip	थकुलकुक	3062	TURNIP	4
1095	Lowa	THUMB	1781	ᴴtʰeu			thumb	थउे	1781	THUMB	2
1096	Lowa			ᴴtʰedzumᴴkʲegin			 in confusion	थजे कुम्क्येगीि		???	
1097	Lowa			ᴴtʰeda			 attractive, fascinating	थदे ा		???	
1099	Lowa			ᴴtʰeba			 steps made of mud or clay	थबे ा	1399	CLAY	4
1100	Lowa			ᴴtʰo			 symbol	थो1		???	
1101	Lowa			ᴴtʰok ᴴpuk‍kin			 cover the roof	थोक्पकुक्कीि		???	
1102	Lowa			ᴴtʰok ʟpap‍kin			 be struck lightning strike	थोक्भाप्कीि		???	
1103	Lowa			ᴴtʰok‍re			 roof curtain	थोक्रे		???	
1104	Lowa			ᴴtʰoŋnaŋ ᴴtʰoŋgin			 see illusion	थोङिाङ्थोङगीि		???	
1105	Lowa			ᴴtʰoda			 long wooden shaft of a plough	थोदा		???	
1106	Lowa	WIN	866	ᴴtʰop‍kin			 win	थोप्कीि	866	WIN	4
1107	Lowa	OWN	684	ᴴtʰop‍taŋ			 own	थोप्ताङ	684	OWN	4
1110	Lowa			ʟdadzin			 lunar eclipse	दाजीि		???	
1111	Lowa			ʟdadzuk			 labour in childbirth, pain during childbirth	दाजकुक		???	
1112	Lowa			ʟdadzuk ʟgʲap‍kin			 severe pain	दाजकुक्ग्याप्कीि		???	
1113	Lowa			ʟdada			 small flag carried behind the bride	दादा		???	
1114	Lowa			ʟdanak			 unlucky month	दािाक		???	
1115	Lowa			ʟdap‍‍rak			 strong alcohol	￼￼￼दाप्राक		???	
1117	Lowa			ʟdap‍‍le ᴴkul‍le			 again and again	दाप्ल्े ककुल्ले		???	
1118	Lowa			ʟdamara			 type of small drum narrowing in the middle	दामारा		???	
1119	Lowa			ʟdam‍ŋʲok			 muddy	दाम्ङयोक	537	TURBID	4
1120	Lowa	DUCK	1360	ʟdam‍dza			 duck	दाम्जा	1360	DUCK	4
1121	Lowa			ʟdam‍da			selected	दाम्दा		???	
1122	Lowa	SHIVER	52	ʟdarkin			 tremble, shiver	दारकीि	52	SHIVER	4
1124	Lowa			ʟdawa ʟgʲepa			 eighth month	दािा्ग्येपा		???	
1125	Lowa			ʟdawa ʟkuwa			 ninth month	￼￼￼￼दािा्घकुिा		???	
1126	Lowa			ʟdawa ᴴŋawa			 fifth month	दािा्ॱङािा		???	
1127	Lowa	FEBRUARY	2037	ʟdawa ᴴŋiwa			 second month	दािा्ॱङीिा	2037	FEBRUARY	4
1128	Lowa			ʟdawa ᴴtsʲuk‍tsʲik‍pa			 eleventh month	दािा्च्यकुक्च्यीक्पा		???	
1129	Lowa			ʟdawa ᴴtsʲuŋŋiwa			 twelveth month	दािा्च्यकुङङीिा		???	
1130	Lowa			ʟdawa ᴴtsʲuwa			 tenth month	दािा्च्यकुिा		???	
1131	Lowa			ʟdawa ʟʈuk‍pa			 sixth month	दािा्ढकुक्पा		???	
