ID	DOCULECT	CONCEPT	CONCEPTID	TRANSCRIPTION	SEGMENTS	COGID	GLOSS	pos
1099	Tsum	LAST YEAR	514	naning			last year	adv.
1100	Tsum			nara'			fair	n.
1101	Tsum			nartung			miser	n.
1102	Tsum	SICK	1847	nawa			sick	v.
1103	Tsum	LIKE	1117	nawa ḍowa			like	v.
1104	Tsum			naye			yak of one year	n.
1105	Tsum	DISEASE	1986	naza			disease	n.
1106	Tsum			nazung			girl, young	n.
1107	Tsum	BARLEY	932	ne			barley	n.
1108	Tsum	BUCKWHEAT	2040	ne			buckwheat	n.
1109	Tsum	WHEAT	1077	ne			wheat	n.
1110	Tsum			ne(n)dźal			pilgrimage	n.
1111	Tsum			nepa tśhakpa			fall sick	v.
1112	Tsum			nepa, ngamba			seriously ill person	adj.
1113	Tsum	BAD	1292	nepo			bad	adj.
1114	Tsum			Nertong			place in the valley leading to Lato	n.
1115	Tsum	PARROT	882	nezo			parrot	n.
1116	Tsum			nga			drum, kind of	n.
1117	Tsum	FIVE	493	nga			five	num.
1118	Tsum			nga			hymn	n.
1119	Tsum	I	1209	nga			I	pron.
1120	Tsum	TAIL	1220	nga			tail	n.
1121	Tsum			nga tśukpa			cooked in a mild heat	v.
1122	Tsum			Nga'			village, in upper Tsum, also called Lamagaon	n.
1123	Tsum			Ngadźulero			village, in upper Tsum, form from two villages	n.
1124	Tsum			ngakpa			hermit	n.
1125	Tsum			ngal tshowa			rest after carrying loads	v.
1126	Tsum	BEFORE	1882	ngala			before, in front of	adv.
1127	Tsum	CALF	1989	ngaldir			calf	n.
1128	Tsum			ngama			before, in the beginning, at first	adv.
1129	Tsum			ngamba			give prize, present	v.
1130	Tsum			nganṭha			dirt on genitals	n.
1131	Tsum	FIFTY	1717	ngaptśu			fifty	num.
1132	Tsum			ngaptśunganyi			fifty two	num.
1133	Tsum			ngaptśungapkye			fifty eight	num.
1134	Tsum			ngaptśungaptün			fifty seven	num.
1135	Tsum			ngaptśungarku			fifty nine	num.
1136	Tsum			ngaptśungasum			fifty three	num.
1137	Tsum			ngaptśungatśik			fifty one	num.
1138	Tsum			ngaptśungauźi			fifty four	num.
1139	Tsum			ngaptśungeṭu			fifty six	num.
1140	Tsum			ngaptśungyenga			fifty five	num.
1141	Tsum	NOON	2490	ngarkung			noon	n.
1142	Tsum	SWEET	717	ngarmo			sweet	n.
1143	Tsum			ngarto			tomorrow, yesterday	adv.
1144	Tsum			ngawa			fifth	num.
1145	Tsum			nge tsholwa			tease	v.
1146	Tsum	WE	1212	nge'			we	pron.
1147	Tsum	PILLOW	1044	ngenggo			pillow	n.
1148	Tsum			ngenya'			poem	n.
1149	Tsum	PUNISHMENT	390	ngepa			punishment	n.
1150	Tsum	WE (INCLUSIVE)	1131	ngerong			we (inclusive)	pron.
1151	Tsum	SUNDAY	1699	ngima			Sunday	n.
1152	Tsum	AFTERNOON	1807	ngimu			afternoon	adv.
1153	Tsum	FIND	719	ngipa			find	v.
1154	Tsum			ngipa			inner side of tongue	n.
1155	Tsum	SWALLOW	897	ngippa			swallow	v.
1156	Tsum			ngo tshawa			feel ashamed	v.
1157	Tsum			ngö(la)			cliff with gentle slope	n.
1158	Tsum			ngodzo'			actually	adv.
1159	Tsum			ngolo'			opposition	n.
1160	Tsum			ngönlu			traditional song	n.
1161	Tsum			ngöse gyawa			predict	v.
1162	Tsum			ngoṭhö			introduction	n.
1163	Tsum	SHAME	1776	ngótsha			shame	n.
1164	Tsum			ngowa, nyongwa, tshorwa			experience	v.
1165	Tsum	RECOGNIZE (SOMEBODY)	2870	ngu śewa			recognize	v.
1166	Tsum	SNORE	1983	nguiri langwa			snore	v.
1167	Tsum			ngukar			light white	adj.
1168	Tsum	SILVER	759	ngul			silver	n.
1169	Tsum	SWEAT (SUBSTANCE)	125	ngultśhu			sweat	n.
1170	Tsum			nguma salbo			bright, shining	adj.
1171	Tsum	BLUE	837	ngumbo			blue	adj.
1172	Tsum			nguna			light blue	adj.
1173	Tsum			nguntśe			fortune telling	n.
1174	Tsum			nguntśere			nearly	adv.
1175	Tsum	SHY	487	ngutshamo			shy	adj.
1176	Tsum	CRY	1839	nguwa			cry	v.
1177	Tsum			nguwa			food, fried	n.
1178	Tsum			nguwa			fry (dry-fry, without oil)	v.
1179	Tsum			ni			also	conj.
1180	Tsum			ning			cook, prepare	v.
1181	Tsum	YOUNGER BROTHER	1760	no:			brother (younger)	n.
1182	Tsum	MISTAKE	1293	noḍul			mistake	n.
1183	Tsum	FIGHT	1423	nolwa			fight	v.
1184	Tsum	BREAST	1402	noma			breast	n.
1185	Tsum			nomo			sister, younger	n.
1186	Tsum			nönba			trample	v.
1187	Tsum	SPOIL (SOMEBODY OR SOMETHING)	92	nongwa			spoil	v.
1188	Tsum	POT	1462	norke'			pot	n.
1189	Tsum			nortśukpa			big pot	n.
1190	Tsum			norwa			mistaken	v.
1191	Tsum	THOUGHT	2975	nösam			thought	n.
1192	Tsum			nösam dingringpo tangwa			think deeply	v.
1193	Tsum			nösam tangwa			think, make a guess	v.
1194	Tsum	THINK	2271	nöwa			think	v.
1195	Tsum			nubri			Nubri	n.
1196	Tsum			num			oil (cooking)	n.
1197	Tsum			numba, numwa, pendźi			bring (hon.)	v.
1198	Tsum	SHARP	1396	numpo			sharp	adj.
1199	Tsum			numu			evening, night	adv.
1200	Tsum	PITY	1141	nüngtśe			pity	n.
1201	Tsum	WEST	1817	nup			west	adj.
1202	Tsum			nurwa			stretch (intrans.)	v.
1203	Tsum			nya			day (of week)	n.
1204	Tsum	FISH	227	nya			fish	n.
1205	Tsum	SUN	1343	nyã			sun	n.
1206	Tsum	WRINKLE	2294	nyã			wrinkle	n.
1207	Tsum			nya śarwa			rise (sun)	v.
1208	Tsum	FISHNET	388	nya zungne			fishing net	n.
1209	Tsum	ALWAYS	1676	nyaḍang			always	adv.
1210	Tsum			nyaḍang			incessantly, always	adv.
1211	Tsum	EARLY	672	nyagyang			early	adv.
1212	Tsum	UNTRUTH	475	nyal söwa			lie	v.
1213	Tsum			nyal ṭhi			cot	n.
1214	Tsum	HELL	878	nyala			hell	n.
1215	Tsum			nyalsa ṭhikpa			spread the bed	v.
1216	Tsum			nyalu			child whose father is not known	n.
1217	Tsum	SLEEP	1585	nyalwa			sleep	v.
1218	Tsum			Nyam			village, in Tibet north of Chamar, near Śelphy gomba	n.
1219	Tsum	TOGETHER	2482	nyambo (nyambo)			together	post.
1220	Tsum			nyamnyung			experience	n.
1221	Tsum			nyamnyung lemba			experience	v.
1222	Tsum			nyang			deer (species)	n.
1223	Tsum	YOKE	14	nyaśing			yoke	n.
1224	Tsum			nyaśing kalwa			fix the bulls in yoke before ploughing	v.
1225	Tsum			nyaṭang			always, everyday	adv.
1226	Tsum	EARWAX	32	nyaura			earwax	n.
1227	Tsum	FISHERMAN	1858	nyawa			fisherman	n.
1228	Tsum	WRINKLE	2294	nyẽa			wrinkle	n.
1229	Tsum	WRINKLE	2294	nyema			wrinkle	n.
1230	Tsum	NEAR	1942	nyemo			near	adv.
1231	Tsum	MOLE	1907	nyenggo			mole	n.
1232	Tsum			nyengten			marriage negotiator	n.
1233	Tsum			nyenpa			listen, hear, obey; agree	v.
1234	Tsum			nyermo			cook (hon.)	v.
1235	Tsum	LEAN (MEAT)	2219	nyewa			lean	v.
1236	Tsum	TWO	1498	nyi			two	num.
1237	Tsum			Nyilö			village, in upper Tsum, last inhabited place other than Mu gomba	n.
1238	Tsum			nyimu			day time	n.
1239	Tsum			nyindzin			eclipse (solar)	n.
1240	Tsum	HEART	1223	nying			heart	n.
1241	Tsum			nying dungwa			throb (heart)	v.
1242	Tsum	MIDDAY	12	nyinggung			midday	adv.
1243	Tsum			nyingma			monk (Nyingmapa)	v.
1244	Tsum	SECOND	1384	nyipa			second	num.
1245	Tsum	TWENTY	1710	nyiśu			twenty	num.
1246	Tsum	TWENTY ONE	1734	nyiśutsatśi'			twenty one	num.
1247	Tsum			nyitarku			twenty nine	num.
1248	Tsum			nyitsanyi			twenty two	num.
1249	Tsum			nyitsapdün			twenty seven	num.
1250	Tsum			nyitsapke			twenty eight	num.
1251	Tsum			nyitsasum			twenty three	num.
1252	Tsum	TWENTY FOUR	1736	nyitsauźi			twenty four	num.
1253	Tsum	TWENTY FIVE	1738	nyitsenya			twenty five	num.
1254	Tsum			nyitsetu'			twenty six	num.
1255	Tsum			nyokpa			muddy, impure	adj.
1256	Tsum			nyom tśhü'ma			calm (behaviour)	adj.
1257	Tsum			nyomba			crazy person	n.
1258	Tsum			nyomba			mad; crazy	adj.
1259	Tsum			nyombo			consistently	adv.
1260	Tsum	SICK	1847	nyöpa			sick	adj.
1261	Tsum	BUY	1869	nyowa			buy	v.
1262	Tsum			nyu' tśupa			folded	v.
1263	Tsum	PEN	794	nyugu			pen	n.
1264	Tsum			nyüma			less	adj.
1265	Tsum			nyuma'			short radish	n.
1266	Tsum			nyumpa gyurwa			mad, get	v.
1267	Tsum	BAMBOO	1927	nyungma			bamboo	n.
1268	Tsum			nyungne			fasting	n.
1269	Tsum			nyuwa			reach	v.
1270	Tsum	THAT	78	o			that	pron.
1271	Tsum	THIS	1214	oden			these	pron.
1272	Tsum			oi			hey	interj.
1273	Tsum			olwa			pluck (upper Tsum)	v.
1274	Tsum	BOIL	2493	oma			boil	v.
1275	Tsum	SOCK	1522	omso			socks	n.
1276	Tsum	COME	1446	ongba			come	v.
1277	Tsum			onggur			like that	adj.
1278	Tsum	THAT	78	orem			those	pron.
1279	Tsum			ortse			thank you; an expression of gratitude	n.
1280	Tsum			pa			curry	n.
1281	Tsum	FATHER	1217	pa			father	n.
1282	Tsum			pã			grain container	n.
1283	Tsum			pa śa			mushroom curry	n.
1284	Tsum	UDDER	154	pa:			udder	n.
1285	Tsum	SUDDENLY	2920	padzar tśik			suddenly	adv.
1286	Tsum			Padźo			place in the valley leading to Lato	n.
1287	Tsum	MOTORCYCLE	638	pakpa'			motorcycle	n.
1288	Tsum			pala'			bangles (made from elephant tusk)	n.
1289	Tsum			paldoã			front part of the neck	n.
1290	Tsum	FROG	503	palwa			frog	n.
1291	Tsum	MUSHROOM	641	pam			fungus	n.
1292	Tsum			pama			people in marriage ceremony	n.
1293	Tsum			Pama			place in the valley leading to Lato	n.
1294	Tsum			Pande Lamo			deity, Palden Lhamo (dPal lDan Lha mo), protector of Tibet; Shri Devi	n.
1295	Tsum	POT	1462	pang			pot	n.
1296	Tsum			pangbo			eye-witness	n.
1297	Tsum			Pangdün			village, in upper Tsum	n.
1298	Tsum			pangdźu			leaf, green, used in pickles	n.
1299	Tsum			pangken mento'			flower (blown in the field)	n.
1300	Tsum			panglep			plank	n.
1301	Tsum			pangwa			wet, make	v.
1302	Tsum	COW	1007	pao'			cow	n.
1303	Tsum			papya			leech, tapeworm	n.
1304	Tsum	FENCE	1690	par			fence	n.
1305	Tsum			par			photo	n.
1306	Tsum	TAKE A PHOTO	2710	par gyawa			take a photo	v.
1307	Tsum	PALM OF HAND	1183	para			palm (of hand)	n.
1308	Tsum	MAT	195	parel			mat	n.
1309	Tsum			pargyangman			photographer	n.
1310	Tsum			parke'			during	post.
1311	Tsum			Paro			village, in upper Tsum	n.
1312	Tsum			partsa			pot used while preparing liquor	n.
1313	Tsum	CAMERA	2618	partse			camera	n.
1314	Tsum	BURNING	1428	parwa			burn (intrans.)	v.
1315	Tsum			parwa			third eldest	adj.
1316	Tsum			paśa			meat curry	n.
1317	Tsum	FRIDAY	1692	pasang			Friday	n.
1318	Tsum			pati			knife (used to shave the head)	n.
1319	Tsum	STEPFATHER	237	patshap			stepfather	n.
1320	Tsum	CALF	1989	pauru			calf	n.
1321	Tsum			pawa			climb down	v.
1322	Tsum			pawa			descend, make	v.
1323	Tsum	HORN (INSTRUMENT)	939	paźo			horn	n.
1324	Tsum			pe			sample	n.
1325	Tsum			pe			trip over	v.
1326	Tsum	VERY	1311	pe			very	adv.
1327	Tsum			pe'tang			way, method	n.
1328	Tsum	BOOK	963	pedza			book	n.
1329	Tsum	SATURDAY	1700	pema			Saturday	n.
1330	Tsum			peni			pot used while making liquor	n.
1331	Tsum	BELT	772	peṭi			belt	n.
1332	Tsum	SPINACH	975	petsal			spinach	n.
1333	Tsum			pewa			open (intrans.)	v.
1334	Tsum			peyul			hidden valley; holy place	n.
1335	Tsum	BOY	1366	peza			boy	n.
1336	Tsum	CHILD	2099	peza			child	n.
1337	Tsum	GIRL	1646	peza			girl	n.
1338	Tsum			pha'			pig (twelfth sign of the zodiac)	n.
1339	Tsum			phadzen			clan, lineage	n.
1340	Tsum			phakur			pancake made from of (wheat flour)	n.
1341	Tsum	WOOL	964	phal			wool	n.
1342	Tsum			phal khalwa			make thread from wool	v.
1343	Tsum			phalang			cow, cattle	n.
1344	Tsum			phaltsap			sickle for cutting wood	n.
1345	Tsum	PARENTS	505	phama			parents	n.
1346	Tsum	LOSE	1660	phamba			lose	v.
1347	Tsum			phandzun tikpa			agreement (living in harmony)	n.
1348	Tsum			phang			lap	n.
1349	Tsum			phang			small wheel to make thread	n.
1350	Tsum			phanö memep			threadbare	adj.
1351	Tsum	WOLF	522	phara			wolf	n.
1352	Tsum			phare			porch	n.
1353	Tsum			pharso			buckwheat plant	n.
1354	Tsum			pharwa			second born, second eldest	adj.
1355	Tsum			phaśi			property inherited by parents	n.
1356	Tsum			phaśi gowa			share with	v.
1357	Tsum	YEAST	967	phau			yeast	n.
1358	Tsum	FOG	249	phãu tśhawa			mist	n.
1359	Tsum			phazen			relative (of father's side)	n.
1360	Tsum	FLOUR	1594	phe			flour	n.
1361	Tsum			phe			trip over, make	v.
1362	Tsum	HALF	816	pheka			half	adj.
1363	Tsum			pheme			couple	n.
1364	Tsum			phemenyipʌ			couples, spouse	n.
1365	Tsum			phepba			come (hon.)	v.
1366	Tsum			phepso			welcoming	n.
1367	Tsum	STICK	1295	pherka			stick	n.
1368	Tsum	USE (VERB)	2072	phetsö			use	n.
1369	Tsum			phiiwa			late, be	v.
1370	Tsum	AGAIN	204	philam			again	adv.
1371	Tsum			philim			film	n.
1372	Tsum			philo			buttock(s)	n.
1373	Tsum	OUTSIDE	762	philo'			outside	adj.
1374	Tsum			phingṭa sorwa			frayed (rope), unkempt (hair)	v.
1375	Tsum	FART	1159	phinṭi			fart	n.
1376	Tsum	FART	1159	phinṭi tangwa			fart	v.
1377	Tsum			phintsar			person who farts much	adj.
1378	Tsum	FLY (MOVE THROUGH AIR)	1441	phirwa			fly	v.
1379	Tsum	JUMP	1829	phirwa			jump	v.
1380	Tsum	SMEAR	364	phiwa			smear	v.
1381	Tsum	STOMACH	819	phoa			stomach	n.
1382	Tsum			phoa nai			have stomach pain	adj.
1383	Tsum			phoa nawa			stomach pain, have	v.
1384	Tsum	TELEPHONE	1379	phon			telephone	n.
1385	Tsum			phonpo			healer, Tibetan style	n.
1386	Tsum			phopa			take the food away from oven	v.
1387	Tsum			phora			place to seat the father	n.
1388	Tsum	BOWL	1530	phorwa			bowl	n.
1389	Tsum	GOAT	1502	phra			goat	n.
1390	Tsum			phra			tent, traditional, made of wool	n.
1391	Tsum			phrã			mala; Buddhist rosary for counting prayers	n.
1392	Tsum			phrawe			buckwheat, dark	n.
1393	Tsum	STICK	1295	phreka			stick	n.
1394	Tsum			phrema			small, in small grain	adj.
1395	Tsum			phrokpa			snatch	v.
1396	Tsum			phu			son, small boy	n.
1397	Tsum			phudzung			sleeve (of shirt)	n.
1398	Tsum			phulba			offer, give (hon.)	v.
1399	Tsum	DEBT	1914	phulön			debt	n.
1400	Tsum	PUSH	1452	phulwa			push	v.
1401	Tsum			phumba			big pot	n.
1402	Tsum			phumba			shift; transport	v.
1403	Tsum	CORPSE	767	phungbo			corpse	n.
1404	Tsum	THURSDAY	1693	phurpa			Thursday	n.
1405	Tsum			Phurpe'			village, in upper Tsum	n.
1406	Tsum			phya			marmot	n.
1407	Tsum	HANG	2884	phyangba			hang	v.
1408	Tsum	SWEEP	230	phyapba			sweep	v.
1409	Tsum	BUTTOCKS	834	pi			buttock	n.
1410	Tsum	THIGH	800	pi			thigh	n.
1411	Tsum	SPRINGTIME	1537	pika			spring	n.
1412	Tsum	UP	1591	pila			up, above	adv.
1413	Tsum			pime'			wife, woman	n.
1414	Tsum			pipa			pluck, take out	v.
1415	Tsum	CHILD	2099	piṭu'			child	n.
1416	Tsum			pö			black juniper, dro	n.
1417	Tsum			pö			Tibet	n.
1418	Tsum			pö			wild garlic	n.
1419	Tsum			põ			daughter, younger sister	n.
1420	Tsum			põ			girl, sister (younger)	n.
1421	Tsum			põ			sister, younger	n.
1422	Tsum			pö pidza			adult man	n.
1423	Tsum			pö pidza			man, male (person)	n.
1424	Tsum	WOMAN	962	põibiza			woman	n.
1425	Tsum			pola			grass, species	n.
1426	Tsum			pola			husk of wheat	n.
1427	Tsum			polda			food made from fried grain flour	n.
1428	Tsum			pombo			leader	n.
1429	Tsum			pongmai			herb (species)	n.
1430	Tsum			ponpo			chief of village	n.
1431	Tsum			pöpa			Tibetan	n.
1432	Tsum	CHANGE	1264	powa			change	v.
1433	Tsum	MOVE	765	powa			move	v.
1434	Tsum	SPILL (SOMETHING)	3130	powa			spill	v.
1435	Tsum			pra			blanket (made from yak fur)	n.
1436	Tsum	HILL	614	prak			hill	n.
1437	Tsum	CHEST	1592	prang			chest	n.
1438	Tsum	HONEY	942	prangdzi			honey	n.
1439	Tsum	FLY (MOVE THROUGH AIR)	1441	prangma			fly	n.
1440	Tsum			prangtsang			hive	n.
1441	Tsum	SCRATCH	1436	prase gyawa			scratch	v.
1442	Tsum	SPIDER	843	praula			spider	n.
1443	Tsum	TASTE	2190	praula			taste	v.
1444	Tsum	TASTY	1813	praula yamu			tasty	adj.
1445	Tsum	ANT	587	praumu'			ant	n.
1446	Tsum			pre			counting; enumeration	n.
1447	Tsum			pre:ngan			monkey; grey langur	n.
1448	Tsum			pri			cold, feel	v.
1449	Tsum			prika			cream on the surface of the yoghurt	n.
1450	Tsum	SNEEZE	1621	pripa			sneeze	n.
1451	Tsum	MONKEY	1350	priu			monkey	n.
1452	Tsum			prö tśangwa			make one run away	v.
1453	Tsum	ANGRY	1826	prolangwa			angry	v.
1454	Tsum	RUN AWAY	2142	pröwa			run away	v.
1455	Tsum	TASTY	1813	prowa śimbo			tasty	adj.
1456	Tsum			pru'pa			shake off dust	v.
1457	Tsum			prukpa			shake head; shake off dust	v.
1458	Tsum			prüpa			scratch (get relief from itching)	v.
1459	Tsum	DIG	1418	pruwa			dig	v.
1460	Tsum	WRITE	1672	pruwa			write	v.
1461	Tsum	COVER	761	pu			cover	n.
1462	Tsum	FUR	580	pu			fur	n.
1463	Tsum	GO	695	püba			go	v.
1464	Tsum	DONKEY	1862	pũgu			donkey	n.
1465	Tsum	POLICE	656	pulis			police	n.
1466	Tsum			pulön			loan	n.
1467	Tsum			puma tsumpa			kneel down	v.
1468	Tsum			pumba			phurba, ritual dagger, associated with Vajrakila (Yidam, Dorje Phurba)	n.
1469	Tsum	KNEE	1371	pumo			knee	n.
1470	Tsum			pun			kin	n.
1471	Tsum	POUR	1487	pung			pour	v.
1472	Tsum	WRIST	799	pungba			wrist	n.
1473	Tsum			pupa			bellows	n.
1474	Tsum	DOVE	1853	püren			pigeon	n.
1475	Tsum			puśa			pipe to make the fire burn	n.
1476	Tsum			pusi			body hair, fur	n.
1477	Tsum			putśung			youngest	adj.
1478	Tsum			puwa			fix (a tent)	v.
1479	Tsum	FOAM	1768	pwa			foam	n.
1480	Tsum			pya			mouse, rat, mole	n.
1481	Tsum	SAND	671	pyã			sand	n.
1482	Tsum	HANG	2884	pyangwa			hang	v.
1483	Tsum			ra			floor where animals are kept (lower floor of house)	n.
1484	Tsum	GOAT	1502	ra			goat	n.
1485	Tsum	ONLY	1580	ra'			only	adv.
1486	Tsum			rabo			castrated he-goat	n.
1487	Tsum			Ratśen Dźangdźu tśhöling gomba			monastery (nunnery), Rachen gomba	n.
1488	Tsum			Ratśen gomba			monastery (nunnery), Rachen gomba	n.
1489	Tsum			rak			brass	n.
1490	Tsum			rak dźaũ			wild-fowl	n.
1491	Tsum			ralwa			tear (intrans.)	v.
1492	Tsum			rang			emphatic suffix	pron.
1493	Tsum			rangdö tśhempo			selfish	adj.
1494	Tsum	COLD	1287	rangmo			cold	adj.
1495	Tsum	EARTHWORM	2350	rangmu			earthworm	n.
1496	Tsum			rangmu			feel cold	v.
1497	Tsum			rangśi gyawa			commit suicide	v.
1498	Tsum	COLD	1287	rangta'			cold	adj.
1499	Tsum			raptśung dumba			cut pigtail	v.
1500	Tsum			rauru'			goat, young	n.
1501	Tsum			re' tśhuwa			wring; squeeze	v.
1502	Tsum			rel tśüba			creased; wrinkled	v.
1503	Tsum			Rentsam			village, in lower Tsum	n.
1504	Tsum	THIN	2308	repa			thin	adj.
1505	Tsum			reta'			piece of cloth used to block the vapour while making liquor	n.
1506	Tsum	HOPE	1092	rewa			hope	v.
1507	Tsum			ri pha'			boar (wild pig)	n.
1508	Tsum			ri, ri'			caste	n.
1509	Tsum	HILL	614	ria			hill	n.
1510	Tsum	RABBIT	1136	ribung			rabbit	n.
1511	Tsum	HILL	614	riga			hill	n.
1512	Tsum			riksung			culture	n.
1513	Tsum			rilbu			seed, grain	n.
1514	Tsum			rimbotśe			Rinpoche; the highest ranking monk	n.
1515	Tsum	WRINKLE	2294	rimpa tshewa			wrinkle	v.
1516	Tsum	PICTURE	2401	rimu			picture	n.
1517	Tsum			rinang tśenpo			valuable	adj.
1518	Tsum			ringa			longer	adj.
1519	Tsum	LONG	1203	ringbo			long	adj.
1520	Tsum	TRUE	1657	ringma			TRUE	adj.
1521	Tsum	TALL	711	ringpo			tall	adj.
1522	Tsum	BONE	1394	rio'			bone	n.
1523	Tsum	ROUND	1395	riril			round	adj.
1524	Tsum			ritak tśhokor			room in a monastery	n.
1525	Tsum	CORPSE	767	ro			corpse	n.
1526	Tsum	HELP	1897	ro bewa			help	v.
1527	Tsum	FRIEND	1325	ro:			friend	n.
1528	Tsum			roã			wisdom	n.
1529	Tsum	WISE	698	roã tśhimo			wise	adj.
1530	Tsum			rolang			zombie	n.
1531	Tsum			rong			place below	n.
1532	Tsum			rongbi			flower, kind (white)	n.
1533	Tsum			Rongpa			Nepalis, all people living below Tsum	n.
1534	Tsum	SHOULDER	1482	rötö'			shoulder	n.
1535	Tsum			rü			landslide	n.
1536	Tsum			rulwa			stink, decay	v.
1537	Tsum	TOUCH	1892	rungwa			touch	v.
1538	Tsum	GATHER	7	ruru tangwa			gather	v.
1539	Tsum	WORLD	965	sa			earth	n.
1540	Tsum	TOOTH	1380	sa			tooth	n.
1541	Tsum	MEAT	634	śa			meat	n.
1542	Tsum			śa tśepa			castrate (e.g., a goat)	v.
1543	Tsum	DEER	1936	śa:			deer	n.
1544	Tsum			śadok			humiliation	n.
1545	Tsum			sadong			ditch in mud	n.
1546	Tsum			sadza			pair, couple (of men)	n.
1547	Tsum			sadźa			land, place	n.
1548	Tsum	HAT	771	śadze			hat	n.
1549	Tsum			sadźi			foodstuff	n.
1550	Tsum			Śak			village, in Tibet, northeast of Tsum	n.
1551	Tsum			sakpa			collect	v.
1552	Tsum	EARN	733	sakpa			earn	v.
1553	Tsum	DAY (NOT NIGHT)	1225	śakpa			day	n.
1554	Tsum			śakpa			lodge	v.
1555	Tsum			śakpa			split, tear (trans.)	v.
1556	Tsum			śaktsi			smooth, oily	adj.
1557	Tsum	DITCH	2002	sakung			ditch	n.
1558	Tsum			sakya			lama who is allowed to marry	n.
1559	Tsum	MOUTH	674	śal			mouth	n.
1560	Tsum			śala			soil used in smearing	n.
1561	Tsum			śala gyawa			smear with mud	v.
1562	Tsum			salwa			remove	v.
1563	Tsum			śalwa			dysentery, diarrhoea (have)	v.
1564	Tsum			śalwa			wash, rinse	v.
1565	Tsum	BRIGHT	679	salwo			bright	adj.
1566	Tsum	OTHER	197	śamang			other	adj.
1567	Tsum	BRIDGE	1011	samba			bridge	n.
1568	Tsum	SOMEONE	2422	śamen			others	adj.
1569	Tsum	NEW	1231	sampa			new	adj.
1570	Tsum			samśo			thinnest, newest	adj.
1571	Tsum			san			porridge	n.
1572	Tsum			śanḍya			person who eats much	n.
1573	Tsum	BORDER	2546	sandzam			border	n.
1574	Tsum	COPPER	1825	sang			copper	n.
1575	Tsum			sang			incense	n.
1576	Tsum	WIDE	1243	śang			wide	adj.
1577	Tsum	RUMOUR	63	sangasinge			rumour	n.
1578	Tsum	BUDDHA	2061	Sanggye			Buddha	n.
1579	Tsum			sanggye tonggu			idols which are on the side of main idol of Lord Buddha	n.
1580	Tsum	HEAVEN	1565	sangkeso			heaven	n.
1581	Tsum	EARTHQUAKE	6	sangkul			earthquake	n.
1582	Tsum	NEXT YEAR	515	sangne			next year	n.
1583	Tsum			sangwa			sacred	adj.
1584	Tsum			śangwa			trim (branches)	v.
1585	Tsum	BLIND	1653	śao			blind	adj.
1586	Tsum	LEG	1297	śap			leg	n.
1587	Tsum			sapdu			carefully	adv.
1588	Tsum			sapsap			careful, alert	adj.
1589	Tsum	MAP	2625	sapṭa			map	n.
1590	Tsum			śaptang			walk (hon.)	v.
1591	Tsum			śapten			worship done to increase the longevity of the lama, or to increase the prosperity of the family; or to propitiate bad fortune or a bad astrological reading	n.
1592	Tsum			śaptsi			person who serves somebody	n.
1593	Tsum	PINCH	378	śaptśi gyawa			pinch	v.
1594	Tsum	EAST	1877	śar			east	adj.
1595	Tsum			Śar tśhu			river, in lower Tsum near Sardi	n.
1596	Tsum	BLIND	1653	śara			blind	adj.
1597	Tsum			śara			boy, young; young man	n.
1598	Tsum			śara			person, young	n.
1599	Tsum			sarken			snow leopard	n.
1600	Tsum			Sarphu			valley on the east side of Chamar, in lower Tsum	n.
1601	Tsum			Sarphu gomba			monastery in the Sarphu valley, now ruins; one of the important sites on the Kyimolung pilgrimage trail	n.
1602	Tsum			Sarti			village, in lower Tsum	n.
1603	Tsum			śarwa			rise in the east	v.
1604	Tsum			śarwa			Sherpa	n.
1605	Tsum	BITE	1403	satawa			bite	v.
1606	Tsum	HEIGHT	2985	sathömen			height	n.
1607	Tsum	CAP	1288	śatse			cap	n.
1608	Tsum	APPLE	1320	śau			apple	n.
1609	Tsum	BOTTOM	690	śau			bottom	n.
1610	Tsum	MUSHROOM	641	śãu			mushroom	n.
1611	Tsum	BUTTERFLY	1791	śaulep			butterfly	n.
1612	Tsum			śauri			Tibetan dance	n.
1613	Tsum	EAT	1336	sawa			eat	v.
1614	Tsum	GATHER	7	sawa			gather	v.
1615	Tsum			śawa			break, tear (intrans.)	v.
1616	Tsum			sawasuwe			little in amount	NA
1617	Tsum	LAND	626	sawe			land	n.
1618	Tsum	TEMPLE	911	sayo			temple	n.
1619	Tsum	SONG	1096	se			song	n.
1620	Tsum	STRONG	785	śe tśhimbo			strong	adj.
1621	Tsum			śeã			hemp plant	n.
1622	Tsum			seba			extinguish (trans.)	v.
1623	Tsum			śedzang tshawa			angry at, be	v.
1624	Tsum			sedzo'			yellow raspberry	n.
1625	Tsum			segün			proverb	n.
1626	Tsum			Segya			plateau in the valley leading to Tapla pass	n.
1627	Tsum	LOUSE	1392	śi'			louse	n.
1628	Tsum			śekara			ball of sugar	n.
1629	Tsum	GLASS	604	śel			glass	n.
1630	Tsum			Śelphu gomba			monastery, near Nyam in Tibet, one of the important monasteries on the Kyimolung pilgrimage trail	n.
1631	Tsum			sem			respect	n.
1632	Tsum			sem			sentience	n.
1633	Tsum			sem dźawa			confident, be or feel	v.
1634	Tsum	HAPPY	1495	sem kawa			happy	v.
1635	Tsum			sem nanyi			dilemma, be in one	v.
1636	Tsum			sem phabo			unhappy, sad	adj.
1637	Tsum	LIKE	1117	sem thepa			like	v.
