ID	DOCULECT	CONCEPT	CONCEPTID	TRANSCRIPTION	SEGMENTS	COGID	GLOSS	script
717	Lowa	ANGER	82	Htshik‍pa			 anger, wrath, resentment, anger, jealousy, envy	छीक्पा
718	Lowa			Htshik‍ri			 smell of roast wheat	छीक्री
719	Lowa	RING	1374	Htshigok			 ring	छीगोक
720	Lowa			Htshiŋik ʟmegin			 meaningless	छीङीक्मगे ीि
721	Lowa			Htshidzik			s name	छीजीक
722	Lowa			Htship‍‍ruk			 twin	छीप्रूक
723	Lowa			Htshiriŋ			s name	छीरीङ
724	Lowa			Htshiriŋ Hkiŋga			ibetan hat	छीरीङ्कीङगा
725	Lowa			Htshuk			 mustard plant or	छकुक
726	Lowa			Htshetala Htaŋgin			 of	छेताला्ताङगीि
727	Lowa	MIDNIGHT	2656	Htshen Hphek			 midnight, dead of night	छेि्फे क
728	Lowa			Htshebu			 lame animal	छेबकु
729	Lowa	TEAR (SHRED)	1735	Htshebu ʟʈagin			 tear	छेबकु्ढागीि
730	Lowa	NIGHT	1233	Htshemo			 night, darkness	छेमो
731	Lowa	TAILOR	881	Htshem‍dzuwa			 tailor	छेम्जकुिा
732	Lowa	THORN	124	Htshemma			 thorn, barb, goose bumps, thorn, prickle, barb	छेममा
733	Lowa			Htsher			 type of firewood	छेर
734	Lowa	LAZY	1564	Htshera Htsha			 lazy	छेरा्छा
735	Lowa			Htshera ʟtsʝigin			 being lazy	छेरा्झ्यीगीि
736	Lowa			Htshewa			 first twenty day of the month	छेिा
737	Lowa			Htshewa Htsjeŋi dak‍wa			 full moon	छेिा्च्येङी्दाक्िा
738	Lowa			Htshok‍khaŋ			 place for gathering	छोक्खाङ
739	Lowa			Htshok‍pa Htshukje			 form a new organization	छोक्पा्छकुक्ये
740	Lowa	TRADE	898	Htshoŋ			 trade, commerce, business, trading, occupation, industry	छोङ
741	Lowa			Htshoŋ ʟnak‍tsoŋ			 blackmail, illegal trade	छोङ्िाक्चोङ
742	Lowa			Htshoŋ Hhalok‍kin			 bear a great loss in	छोङ्ॱहालोक्कीि
743	Lowa	SHOP	746	Htshoŋkhaŋ			 shop, stall	छोङखाङ
744	Lowa	SHOP	746	Htshoŋgaŋ			 shop, stall	छोङगाङ
745	Lowa			Htshoŋdzaŋ			 business celebration	छोङजाङ
746	Lowa			Htshoŋdak			 stone placed in a stream to help one cross	छोङदाक
747	Lowa			Htshop‍ti ʟgjuk‍kin			 act weird with nervousness	छोप्ती्ग्यकुक्कीि
748	Lowa			Htshoma Hkuduk‍pa			 of	छोमा्ककुदककु ्पा
749	Lowa			HtshomaHpheduk‍pa			 thick soup made of wheat flour	छोमा्फेदककु प्ा
750	Lowa			Htshora			 business fair	छोरा
751	Lowa			Htshosja			ustang	छोस्या
752	Lowa	COLOR	1613	Htshø			 colour, tint, shade, hue, paint, dye, pigment, complexion	छछो़
753	Lowa	PAINT (SOMETHING)	3122	Htshø ʟʈugin			 paint	छछो़्ढकुगीि
754	Lowa			Htshø ʟlok‍la			 discoloured	￼￼￼￼छछो़्लोक्ला
755	Lowa			Htshøna			 colour type	छछो़िा
756	Lowa			Htshønak			 multicoloured, motley, diverse	छछो़िाक
757	Lowa			Htshønadzoba			 multicoloured	छछो़िाजोबा
758	Lowa			Htshøn‍rik			 colouring substance	￼￼￼￼छछो़न्रीक
759	Lowa			Htshøru Htsjuk‍kin			 let ripen	छछो़रू्च्यकुक्कीि
760	Lowa			dzak			 string on the top of the slingshot	जाक
761	Lowa			dzapan			apan	जापाि
762	Lowa	SOFT	1856	dzaba			 soft, tender, delicate, mild, flexible, easily digestible	जाबा
763	Lowa	RAIN (RAINING)	1253	dzim‍dzim			 rain	जीम्जीम
764	Lowa			dzira			 cumin seed	जीरा
765	Lowa	FINGER	1303	dzu			 finger, toe	जकु
766	Lowa			ʟdzuk‍kiʟʈup			 mint, thyme	जकुक्कीढकुप
767	Lowa			dzuk‍ten			 leather thimble	जकुक्तिे
768	Lowa			dzuk‍pa			 herbal medicine to put on painful area	जकुक्पा
769	Lowa			-dzuŋ			 suffix to transform	-जकुङ
770	Lowa			dzuʟʈuk‍pa			 having six fingers	जकुढकुक्पा
771	Lowa	HORIZON	2287	dzusjyri			 horizon	जकुस्यीरी
772	Lowa	FEAR (FRIGHT)	781	dzikʈa			 fear, dread, awe, terror	जीकटा
773	Lowa	DANGER	1810	dzik‍ʈa Htsjhe			 danger, risk, possible harm, terror, doubt	जीक्टा्के
774	Lowa			dziŋba Hjuk‍kin			 of	जीङबा्ॱयकुक्कीि
775	Lowa	HEAVY	1210	dzida			 heavy, weighty, ponderous	जीदा
776	Lowa			dzibu			ibetan spice	जीबकु
777	Lowa	GOOD	1035	‍dzewa			good,fine,lovely, beautiful, handsome, pretty	‍जिे ा
778	Lowa	FIST	1473	dzok‍ko			 clenched hand, fist, handful, fistful	￼￼￼￼जोक्को
779	Lowa	UGLY	1548	dzo‍kje ʟmegin			 ugly, deformed, shapeless	जो्क्ये्मगे ीि
780	Lowa	STRAIGHT	1404	dzoŋa			 straight, direct, erect, upright, frank, honest	जोङा
781	Lowa			dzot‍tsi			 yak shepherd	जोच्ची
782	Lowa			dzomkhaŋ			 assembly hall	जोमखाङ
783	Lowa	MEET	1831	dzom‍gin			 be gathered, meet	जोम्गीि
784	Lowa			dzjak			 water pot	ज्याक
785	Lowa			dzjat‍tsø			 merely touch	￼￼￼￼ज्याच्चछो़
786	Lowa			dzjatti			 glued	ज्याती
787	Lowa			dzjar Hthuk‍kin			 can be touched	ज्यार्थकुक्कीि
788	Lowa			dzjema			 cloth to clean floor	ज्येमा
789	Lowa			dzjewa ʟsogin			 put makeup on	￼￼￼￼ज्येिा्शोगीि
790	Lowa	ROCK	668	ʟtsa			 rock	￼￼￼￼￼￼￼￼￼￼झा
791	Lowa	FLAG	2623	ʟtsan‍ɖa			 flag	मयाटरलले्बियाएकर्चल रearthenstove झानड् ा
792	Lowa			ʟtsap‍tak			 sound of falling down	झापत् ाक
793	Lowa			ʟtsaruk			 moraine	झारूक
794	Lowa			ʟtsalaŋ			 rocky mountain	झालाङ
795	Lowa			ʟtsurumuru			full and more	झकुरूमकुरू
796	Lowa	DIRT	25	ʟtsora			 filth, dirt	झोरा
797	Lowa			ʟtsʝa Hŋamm‍ u			 tea with sugar	झ्या्ॱङाम्मकु
798	Lowa	PARROT	882	ʟtsʝa ʟnedzo			 parrot	झ्या्िजे ो
799	Lowa			ʟtsʝa Hmap‍tsa			 peacock	झ्या्ॱमाप्चा
800	Lowa			ʟtsʝak‍ku			 sack to put tea in	झ्याक्ककु
801	Lowa			ʟtsʝak‍pa			 robber, bandit, robbery, burglary	झ्याक्पा
802	Lowa	DESIRE	2117	ʟtsʝaŋŋi døgin			 excited, desire, get interested	झ्याङङी्दछो़गीि
803	Lowa			ʟtsʝaŋda			hina	झ्याङदा
804	Lowa			ʟtsʝaŋdaŋ			 learning, teaching, training	झ्याङदाङ
805	Lowa			ʟtsʝadzaŋ			 coop	￼￼￼झ्याजाङ
806	Lowa			ʟtsʝap‍ʈok			s comb	झ्याप्टोक
807	Lowa	FEATHER	1201	ʟtsʝabu			 feather	झ्याबकु
808	Lowa			ʟtsʝali			 clitoris	झ्याली
809	Lowa			ʟtsʝaluŋ ʟnjaluŋ			 white bird	￼￼￼￼झ्यालकुङ्ङयालकुङ
810	Lowa	CHICKEN	1318	ʟtsʝasja			 chicken	झ्यास्या
811	Lowa	OWNER	1036	ʟtsʝin‍dak			 proprietor, owner, master	झ्यीन्दाक
812	Lowa			ʟtsʝilab			 food offered to an idol	झ्यीलाब
813	Lowa	INTEREST	2062	ʟtsʝydok			 concern, interest	झ्यीदोक
814	Lowa			ʟtsʝyʟte			 can be done easily	झ्यीधे
815	Lowa			ʟtsʝu duk			 okay	झ्यकु्दककु
816	Lowa	MEET	1831	ʟtsʝe ʟlen‍gin			 meet	￼￼￼झ्ये्लने ्गीि
817	Lowa			ʟtsʝekek			 bird cries	झ्येके क
818	Lowa	GOD	1944	ʟtsʝo			 god	झ्यो
819	Lowa			ʟtsʝomo			 nun	झ्योमो
820	Lowa			Hʈai			 blessing, purification	￼￼￼￼￼￼￼टाई
821	Lowa			Hʈak Hʈak Hʈak			s feet	टाक्टाक्टाक
822	Lowa			Hʈak‍si			 taxi	टाक्सी
823	Lowa			Hʈaŋguma			 one with a bad name	टाङगकुमा
824	Lowa	WEAK	1601	Hʈaŋɖaŋ			 lean and thin, weak, feeble, haggard	टाङडाङ
825	Lowa	WIDOW	1756	Hʈaŋmu			 widow	टाङमकु
826	Lowa	BLADE	869	Hʈaʈi			 blade	टाटी
827	Lowa	TOMATO	986	Hʈamaʈa			 tomato	टामाटा
828	Lowa			Hʈamkhaŋ			 distributing room	टामखाङ
829	Lowa			Hʈal‍le ʟmegin			fated, unfortunate, unlucky, wretched, miserable	टाल्ल्े मगे ीि
830	Lowa			Hʈasi			s name	टासी
831	Lowa			Hʈasi Htakje			 type of sign	टासी्ताक्ये
832	Lowa			Hʈasiʟtelek			 bowing down, greeting, respectful salutation	टासीधले के
833	Lowa			Hʈi			 milk boiled down till nearly solid, condensed milk obtained by boiling it till it becomes nearly solid	टी
834	Lowa	POSTAGE STAMP	596	Hʈikaʈ			 ticket, postage stamp	टीकाट
835	Lowa	SQUEEZE	1414	Hʈigin			windround, twist round, wrap up, roll up, wring, entwine, distort, squeeze into a ball	￼￼￼￼टीगीि
836	Lowa			Hʈiŋ			made of	टीङ
837	Lowa			Hʈimok			 steamed flour ball	टीमोक
838	Lowa	GIVE BIRTH	1195	Hʈu Hkjegin			 give birth	टकु्क्येगीि
839	Lowa			Hʈu Hkjegin ʟsuk			 pain during child birth	टकु्क्येगीि्शकुक
840	Lowa			Hʈu Htsjigarak			 only child, single child	टकु्च्यीगाराक
841	Lowa			Hʈuŋgu			 meat soup	￼￼￼टकुङगकु
842	Lowa			Hʈuŋɖuwa			 cartiledge	टकुङडकुिा
843	Lowa	MONKEY	1350	Hʈe			 monkey	टे
844	Lowa	STRAIGHT	1404	Hʈoŋi			 straight, errect, upright, straight	टोङी
845	Lowa	EAGLE	1905	Hʈha			 eagle	￼￼￼￼￼￼￼ठा
846	Lowa			Hʈhaː Hkhegin			 need to pay tax	ठाः्खगे ीि
847	Lowa	TIGHT	3053	Hʈhaa			 tight, hard, tough, fastening, troubling, blemishing	ठाआ
848	Lowa			Hʈhak Hthøn‍gin			 bleed	ठाक्थछो़न्गीि
849	Lowa	BRIGHT	679	Hʈhatsjhili			 shining, sparking, bright, radiant, brilliant	ठाकीली
850	Lowa	BRIGHT	679	Hʈhathai			 bright, clear, cheerful, light, brightness	ठाथाई
851	Lowa	CLIMB	1102	Hʈhap‍kin			 climb	ठाप्कीि
852	Lowa			Hʈhap‍tsaŋa			 dishonest, unfaithful, treacherous, untrustworthy	ठाप्चाङा
853	Lowa			Hʈhap‍tse			 clothes worn at a formal occasion	ठाप्चे
854	Lowa			Hʈhaphak‍pa			 multicoloured, motley, diverse	ठाफाक्पा
855	Lowa	BRIGHT	679	Hʈhapheda			 shining, sparking, bright, radiant, brilliant	ठाफे दा
856	Lowa			Hʈhaphedi			 lustrous, piquant, brilliant, splendid	ठाफे दी
857	Lowa	REBEL	567	Hʈhaba			 rebellious, revolting, rebel, one who revolts	ठाबा1
858	Lowa			Hʈhamo			riesian cow	ठामो
859	Lowa			Hʈhik‍kin			an	ठीक्कीि
860	Lowa	LOOM	1787	Hʈhidze			 loom	ठीजे
861	Lowa			Hʈhidak			 rope used to pull something	ठीदाक
862	Lowa	JUDGE	861	Hʈhibin			 judge, justice, magistrate	ठीबीि
863	Lowa	LAW	1062	Hʈhim			 law	ठीम
864	Lowa			Hʈhim Hpugin			 file a case	ठीम्पकुगीि
865	Lowa			Hʈhuk			 movement, motion	ठकुक
866	Lowa	MOVE	765	Hʈhuk Hʈhuk ʟtsʝigin			 move, waver	ठकुक्ठकुक्झ्यीगीि
867	Lowa	BREAK (DESTROY OR GET DESTROYED)	680	Hʈhuk‍kin			 break, crack, explode, burst out, separate, have	ठकुक्कीि
868	Lowa	QUARREL	1848	Hʈhuk‍pa			 quarrel, wrangling, brawl, litigation	ठकुक्पा
869	Lowa			Hʈhukhaŋ			 bathroom	ठकुखाङ
870	Lowa			Hʈhugu			 toilet bag	ठकुगकु
871	Lowa			Hʈhuŋgaŋ ʟtytsøk			 birthday of a respected person	ठकुङगाङ्धीचछो़क
872	Lowa	WELL	954	Hʈhumdzju			 well, deep cistern	ठकुमज्यकु
873	Lowa			Hʈheŋgar			ustang	ठेङगार
874	Lowa			Hʈhemi Hsak‍la			 neither steep nor flat	ठेमी्साक्ला
875	Lowa	PLAIN	652	Hʈhela			 plain, not steep, diagonal, crosswise, slanting	ठेला
876	Lowa			Hʈhop‍le			 useless, meaningless	ठोप्ले
877	Lowa	SHOP	746	Hʈhom			 shop, market, bazaar	￼￼￼ठोम
878	Lowa			Hʈholu			 pop song	ठोलकु
879	Lowa			Hʈhol‍le			 childish, boyish, of young person, irresponsible, immature	ठोल्ले
880	Lowa			Hʈhøri			 with rage	ठछो़री
881	Lowa			Hʈhøri ʟgjuk‍kin			 grow angry, be wrathful, fly into a rage, be displeased	ठछो़री्ग्यकुक्कीि
882	Lowa			ʟɖaki			 woollen bag	डाकी
883	Lowa			ʟɖak‍ri			 smell of burned food	डाक्री
884	Lowa			ʟɖaŋba			 rope made of leather	डाङबा
885	Lowa	BURN	2102	ʟɖak‍kin			 burn	डाक्कीि
886	Lowa			ʟɖam‍dzak			 slap, cuff	डाम्जाक
887	Lowa			ʟɖam‍dzak ʟsjurkin			 slap	डाम्जाक्श्यकुरकीि
888	Lowa			ʟɖala			 like that, resembling	डाला
889	Lowa	SEED	714	ʟɖiu			 seed, seeding, grain, kernel	डीउ
890	Lowa			ʟɖygu			aloantakenby borrowing from different persons in turn	डीगकु
891	Lowa	KNOT	760	ʟɖytok			 knot, knob, ball, bulb, joint	डीतोक
892	Lowa			ʟɖuː			 travel	डकुः
893	Lowa			ʟɖuba Hthep‍kin			 form a knot	डकुबा्थपे ्कीि
894	Lowa	WITCH	824	ʟɖe			 witch, spirit, ghost	डे
895	Lowa			ʟɖe ʟsjuk‍kin			 witchcraft	डे्श्यकुक्कीि
896	Lowa			ʟɖek			 player	डेक
897	Lowa			ʟɖega Htøn‍gin			 show drama	डेगा्तछो़न्गीि
898	Lowa			ʟɖedzin			ricefriedin	डेजीि
899	Lowa			ʟɖewa ʟtsʝi			 be in contact	डेिा्झ्यी
900	Lowa			ʟɖesje			 explanation, exposition, interpretation	डेस्ये
901	Lowa			ʟɖok‍pa			 people living in the highlands	डोक्पा
902	Lowa			ʟɖoŋba			 part of wheat crop	डोङबा
903	Lowa			ʟɖoŋi døgin			 wanted to leave	डोङी्दछो़गीि
904	Lowa			ʟɖodza			 place to go	डोजा
905	Lowa			ʟɖodzar			 dozer	डोजार
906	Lowa			ʟɖodzuŋ			 lent	डोजकुङ
907	Lowa			ʟɖodon			 recommendation letter of support, intercession	￼￼￼￼डोदोि
908	Lowa			ʟɖobiŋ			 record	डोबीङ
909	Lowa			ʟɖønkhaŋ			 guest house	डछो़नखाङ
910	Lowa	ENEMY	1358	ʟʈa			 enemy, foe, adversary, opponent	￼￼￼￼￼￼￼ढा
911	Lowa	CURE	499	ʟʈak‍tu Htsjuk‍kin			 cure	ढाक्तकु्च्यकुक्कीि
912	Lowa			ʟʈaŋbu			 faithfulness, trustworthiness	ढाङबकु
913	Lowa			ʟʈadaŋ ʟʈik‍kin			 dry buckwheat after its cut	ढादाङ्ढीक्कीि
914	Lowa			ʟʈaduŋ			 timber used to help construct a roof	ढादङकु
915	Lowa			ʟʈaden			 long carpet	ढादिे
916	Lowa	GUITAR	3090	ʟʈamŋ‍ i			 guitar	ढाम्ङी
917	Lowa	SPREAD OUT	38	ʟʈam‍ɖaba			 spread, expansion, extent, extension, diffusion, spaciousness	ढाम्डाबा
918	Lowa	REVENGE	495	ʟʈalin			 revenge, retaliation, vengeance	ढालीि
919	Lowa			ʟʈasjak			amas	ढास्याक
920	Lowa			ʟʈi ʟkowa			epalese	￼￼ढी्घोिा
921	Lowa			ʟʈi Htsuk‍kin			 stab with knife	ढी्चकुक्कीि
922	Lowa			ʟʈik‍ʈa			 decorated	ढीक्टा
923	Lowa			ʟʈik‍taŋ			 writing, style of writing, handwriting	ढीक्ताङ
924	Lowa	ASK (INQUIRE)	1309	ʟʈigin			 ask, enquire, query, question, interrogate, seek an answer	ढीगीि
925	Lowa	SHUTTLE	543	ʟʈiŋji			 shuttle	ढीङयी
926	Lowa			ʟʈip			 epilepsy	ढीप
927	Lowa			ʟʈibu			ama puts wheat when he does puja	￼￼￼￼￼ढीबकु
928	Lowa	SMELL	2124	ʟʈimak			 smell	ढीमाक
929	Lowa			ʟʈimak Hkhagin			sg	ढीमाक्खागीि
930	Lowa			ʟʈimak ʟsaŋa			 heavy fragrance	ढीमाक्शाङा
931	Lowa	SHADOW	2275	ʟʈim‍dzak			 shadow, shade, reflection	ढीम्जाक
932	Lowa			ʟʈiwa			 question, interrogation, enquiry, query	ढीिा
933	Lowa			ʟʈiwa ʟʈigin			 enquiry, investigation	ढीिा्ढीगीि
934	Lowa	SIX	1703	ʟʈuk			 six	ढकुक
935	Lowa	SIXTY	1718	ʟʈuk‍tsju			 sixty	ढकुक्च्यकु
936	Lowa	SIXTY	1718	ʟʈuk‍tsju Htham‍ba			 sixty	ढकुक्च्यकु्थाम्बा
937	Lowa	NINE	1483	ʟʈuk‍tsju ʟrak‍gu			nine	ढकुक्च्यकु्राक्गकु
938	Lowa	ONE	1493	ʟʈuk‍tsju ʟrak‍tsjik			one	ढकुक्च्यकु्राक्च्यीक
939	Lowa	THREE	492	ʟʈuk‍tsju ʟrak‍sum			three	ढकुक्च्यकु्राक्सकुम
940	Lowa	EIGHT	1705	ʟʈuk‍tsju ʟrap‍gjek			eight	ढकुक्च्यकु्राप्ग्येक
941	Lowa	SEVEN	1704	ʟʈuk‍tsju ʟrap‍dyn			seven	ढकुक्च्यकु्राप्दीि
942	Lowa	FIVE	493	ʟʈuk‍tsju ʟreŋa			five	ढकुक्च्यकु्रेङा
943	Lowa	TWO	1498	ʟʈuk‍tsju ʟreŋi			two	ढकुक्च्यकु्रेङी
944	Lowa	SIX	1703	ʟʈuk‍tsju ʟreʈuk			six	ढकुक्च्यकु्रेटकुक
945	Lowa	FOUR	1500	ʟʈuk‍tsju ʟrewi			four	ढकुक्च्यकु्रेिी
946	Lowa			ʟʈuk‍pa			sixth	ढकुक्पा
947	Lowa			ʟʈuk‍ri			 pairing card game played with six cards	ढकुक्री
948	Lowa			ʟʈuŋ ʟʈikje			 write a poem	ढकुङ्ढीकये
949	Lowa			ʟʈup‍to			 natural	ढकुप्तो
950	Lowa	SNAKE	730	ʟʈul			 snake, serpent	drive, chase, pursue, persecute ढकुल
951	Lowa			ʟʈeː			 pertaining to the teeth, type of tool	ढेः
952	Lowa			ʟʈeu			old goat	ढेउ
953	Lowa			ʟʈeʈek			 flat wooden ladder	ढेटके
954	Lowa			ʟʈeɖepa			 scratched	ढेडेपा
955	Lowa	MEMORY	1018	ʟʈen			 recollection, memory, remembrance	ढेि
956	Lowa	REMEMBER	707	ʟʈen ‍søgin			 remember	ढेि््सछो़गीि
957	Lowa			ʟʈeba ʟmegin			 who does not care about injury	ढेबा्मगे ीि
958	Lowa			ʟʈem‍ba Hŋegin			 gain consciousness	￼￼￼ढेम्बा्ॱङेगीि
959	Lowa			ʟʈem‍ba Htorta			 one who has lost his memory	ढेम्बा्तोरता
960	Lowa			ʟʈem‍ba Hthorta			 one who has lost his memory	ढेम्बा्थोरता
961	Lowa	REMEMBER	707	ʟʈem‍ba Hsøgin			 remember	ढेम्बा्सछो़गीि
962	Lowa	WHEAT	1077	ʟʈo			 wheat	ढो
963	Lowa	WHITE	1335	ʟʈo Hkau			 white	ढो्काउ
964	Lowa			ʟʈo ʟtsʝurkin			 pile wheat on	ढो्झ्यकुरकीि
965	Lowa			ʟʈo Hmau			 red wheat	ढो्ॱमाउ
966	Lowa			ʟʈoka			 name of a person	ढोका
967	Lowa	STREAM	947	ʟʈok‍pu			 stream	ढोक्पकु
968	Lowa	STREAM	947	ʟʈokju			 stream	ढोक्यकु
969	Lowa	ESCAPE	1615	ʟʈogin			 escape, get loose, make off, get away	ढोगीि
970	Lowa			ʟʈoŋba			s propety	ढोङबा
971	Lowa			ʟʈotsjuŋ			s name	ढोच्यकुङ
972	Lowa			ʟʈop‍dzin			 snack, tiffin, light meal	ढोप्जीि
973	Lowa	TASTE	2190	ʟʈop‍lak			 taste, palate, flavour, relish, savour	ढोप्लाक
974	Lowa	TASTY	1813	ʟʈop‍lak Htsjhe			 tasty, delicious, savoury, relishing	￼￼￼ढोप्लाक्के
975	Lowa	TASTY	1813	ʟʈowa Htsjhe			 tasty, delicious, savoury, relishing	ढोिा्के
976	Lowa			ʟʈøk			 warmth	ढछो़क
977	Lowa	COOL DOWN	3068	ʟʈøk ʟhegin			 become cold, cool off, cool	ढछो़क्हगे ीि
978	Lowa	BELLY	1251	ʟʈøba			 abdomen, stomach, belly	ढछो़बा
979	Lowa			ʟʈø‍bu			 heat rash, slight eruption, prickly heat	ढछो़्बकु
980	Lowa			ʟʈøma			s name	ढछो़मा
981	Lowa			ʟʈøru Htsjuk‍kin			s way, irritate, excite	ढछो़रू्च्यकुक्कीि
982	Lowa	RUN AWAY	2142	ʟʈøla			 run away	ढछो़ला
983	Lowa			Htai Htsiŋjak			 mushroom type plant	ताई्चीङयाक
984	Lowa			Htai ʟsogin			 make fit	ताई्शोगीि
985	Lowa			Htau			s load	ताउ
986	Lowa			Htak‍kje			s name	ताक्क्ये
987	Lowa			Htak‍tsinak‍tsi			 chess game	￼￼￼￼ताक्चीिाक्ची
988	Lowa			Htak‍pa			 type of tree	ताक्पा
989	Lowa			Htaŋge			 name of village	ताङगे
990	Lowa			Htaŋdza			 place to send	ताङजा
991	Lowa			Htaŋdzira			 type of thorny plant	ताङजीरा
992	Lowa			Htaŋdaŋ			 way of sending	ताङदाङ
993	Lowa	HEAVEN	1565	Htaŋɬa			 heaven, paradise, sky, heavens, beautiful place, pleasant site	ताङल्हा
994	Lowa			Htadzari			 bard, reciter, panegyrist	ताजारी
995	Lowa			Htadzi			 playing cards, brocade	ताजी
996	Lowa			Htaʈi			 made of wood	ताटी
997	Lowa	LOOK	1819	Htadaŋ			 looking, gazing, look, glance	तादाङ
998	Lowa			Htap‍tse			s back	ताप्चे
999	Lowa	STABLE	851	Htap‍‍rak			 stable	ताप्राक
1000	Lowa	STORY	2060	Htabi			 story, tale	ताबी
1001	Lowa			Htamaʟkaŋ			ustang	तामाघाङ
1002	Lowa	WIRE	2631	Htar			 metal string, wire, telegram	तार
1003	Lowa	WALNUT	2042	Htarka			 walnut	तारका
1004	Lowa			Htalam			 bridle path, beaten track, narrow path	तालाम
1005	Lowa			Htaliʟmegin			 improper, unsuitable, inappropriate, unworthy, unfit, useless	ताली्मगेीि
1006	Lowa	TRAIN	900	Htalim			 training, instruction, train	तालीम
1007	Lowa			Htawa			 utensil to make bread	तािा
1008	Lowa	EMPTY	1624	Htiŋdzo			 empty, vacant, void, devoid, naught, nothing, zero, nought, nil, cipher, ether, empty space	तीङजो
1009	Lowa			Htiŋdzo‍wa			 ascetic, religious or pious person, gentleman	तीङजो्िा
1010	Lowa			Htiŋtiŋ			 sound made by a bell	तीङतीङ
1011	Lowa	HEEL	980	Htiŋba			 heel	तीङबा
1012	Lowa	CUP	476	Htiŋbu			 cup	तीङबकु
1013	Lowa			Htiŋja			 small cymbal	तीङया
1014	Lowa	SMALL	1246	Htide			 little	तीदे
1015	Lowa	SMALL	1246	Htibe			 little	तीबे
1016	Lowa			Htim‍dzju			 colocasia, arum, edible stalk and leaf of the plant arum	तीम्ज्यकु
1017	Lowa			Htim‍bu			 mortar in which rice is husked, pounded	तीम्बकु
1018	Lowa			Htirpa			 type of insect that eats wheat	तीरपा
1019	Lowa			Htili Hkhedzju			 name of a place	तीली्खजे ्यकु
1020	Lowa	GRIND	1033	Htym‍bu ʟtuŋgin			 grind	तीम्बकु्धकुङगीि
1021	Lowa	VAGINA	1836	Htu			 vagina, vulva, origin, female sexual organ	तकु
1022	Lowa			Htuk‍kin			 cause to sew	तकुक्कीि
1023	Lowa			Htuŋsai			 abridged, abbreviated, concise, brief	तकुङसाई
1024	Lowa			Htuŋa			 minded	तकुङा
1025	Lowa	SMALL	1246	Hte Htsjik			 little, a few, some, any	त्े च्यीक
1026	Lowa			Htek ʟkøda			 one who always does damage	तके ्घछो़दा
1027	Lowa	SADDLE	3065	Htega			 saddle,seat for a rider on a horse, bicycle, or motor cycle	￼￼￼￼तगे ा
1028	Lowa			Hteŋi			 out of the world, alien	तङे ी
1029	Lowa			Hten‍dziŋ			 name of a person	तने ्जीङ
1030	Lowa	EASY	686	Hten‍dze			 general, ordinary, easy, simple, common	तने ्जे
1031	Lowa			Hten‍dzjak			 permanence, durability, constancy	तने ्ज्याक
1032	Lowa			Hten‍di			 for, for the sake of	￼￼￼तने ्दी
1033	Lowa	PRESS	1913	Htem‍gin			 press, clasp	तमे ग् ीि
1034	Lowa			Htem‍bu			 trusted	तमे ब् कु
1035	Lowa			Htem‍bu ʟmegin			impatient	तमे ब् कु्मगे ीि
1036	Lowa			Hteli			s wool	तले ी
1037	Lowa	MEAL	1526	Hto			 meal, food, diet	￼￼￼￼तो
1038	Lowa	SPADE	1176	Htok‍tsi			 spade	तोक्ची
1039	Lowa			Htok‍dzim‍ba			ama who reads funerary rites	तोक्जीम्बा
1040	Lowa			Htokju			 handle of spade	तोक्यकु
1041	Lowa			Htoŋɖak			 thousands	तोङडाक
1042	Lowa			Htot‍tsi bure			 silk shirt	तोच्ची्बकुरे
1043	Lowa			Htodzy			ama during puja	तोजी
1044	Lowa	GAME	2467	Htodok‍pa			 game	तोदोक्पा
1045	Lowa			Htodoŋ			s shirt	तोदोङ
1046	Lowa	ROUND	1395	Htop‍top			 round, globular, spherical, round lump, clod	तोप्तोप
1047	Lowa			Htom			 gallon	तोम
1048	Lowa			Htomo			 baby of whom the father is unknown	तोमो
1049	Lowa	BROAD	2531	Htom‍nak			 broad, vast, numerous, very much	तोम्िाक
1050	Lowa			Htom‍ba			 alcoholic soft drink	तोम्बा
1051	Lowa			Htorti ʟmiduk			 lost	तोरती्मीदककु
1052	Lowa			Htorje			 sprinkle, scatter in drops	तोरये
1053	Lowa			Htora			 type of sour fruit on a thorny plant	तोरा
1054	Lowa	AUTUMN	1276	Htøŋga			 autumn	तछो़ङगा
1055	Lowa			Htha			 tip of the thumb to that of the middle finger	था
1056	Lowa			Hthaː ʟʈen‍gin			 knot in a loom	थाः्ढेन्गीि
1057	Lowa			Hthak Hthak			 sound of water drop	थाक्थाक
1058	Lowa			Hthak‍tsjek			 proof, testimony, evidence, attestation authority, certificate	थाक्च्येक
1059	Lowa			Hthak‍pa Htsidak			 rope made of wool	थाक्पा्चीदाक
1060	Lowa			Hthak‍pa Hsejiŋ			 rope made of cotton	थाक्पा्सये ीङ
1061	Lowa			Hthagin			 above the limit	थागीि
1062	Lowa	FATIGUE	1140	Hthaŋ			 tiredness, fatigue, weariness, tediousness	थाङ
1063	Lowa			Hthaŋ Htsjhegin			 become tired, be exhausted or fatigued	थाङ्कगे ीि
1064	Lowa	REST	168	Hthaŋ Hsøgin			 rest	थाङ्सीगीि
1065	Lowa			Hthaŋga			 plain area	थाङगा
1066	Lowa			Hthaŋgera			 wandering, roaming	थाङगरे ा
1067	Lowa	PINE	1740	Hthaŋji			 pine	थाङयी
1068	Lowa			Hthadzura			covered	थाजकुरा
