ID	DOCULECT	CONCEPT	CONCEPTID	TRANSCRIPTION	SEGMENTS	COGID	GLOSS	script1	script2	pos	CONCEPTICON_ID	CONCEPTICON_GLOSS	SIMILARITY
1149	Gyalsumdo			tumke			to wrap, to be wrapped	तुम्दु	बेर्नु, बेरिनु	v	1113	WRAP	3
1150	Gyalsumdo			tumpa			small water bottle	तुम्पा	पानीको सानो बोतल	n		???	
1151	Gyalsumdo			tønka			Ashwin and Mangsir month (September-October and November-December)	तून्का	असौज-मङ्सिर महिना (याम)	n		???	
1152	Gyalsumdo			tønke			to take out	तून्के	निकाल्नु	v		???	
1153	Gyalsumdo			tønke			to make something look	तून्के	हेराउनु	v		???	
1154	Gyalsumdo	PRAISE	1687	tøre			praise	तूरे	प्रशंसा	n	1687	PRAISE	2
1155	Gyalsumdo			tøre taŋke			to praise	तूरे ताङ्के	प्रशंसा गर्नु	v	1687	PRAISE	4
1156	Gyalsumdo			teke			to look at	तेके	हेर्नु	v	1819	LOOK	4
1157	Gyalsumdo	SADDLE	3065	tega			saddle	तेगा	घोडाको काँटी (घोडा चढ्दा बस्ने ठाउँ)	n	3065	SADDLE	2
1158	Gyalsumdo			tenpa			mortgage	तेन्पा	बन्दकी	n		???	
1159	Gyalsumdo	GIVE	1447	terke			to give	तेर्के	दिनु	v	1447	GIVE	1
1160	Gyalsumdo			terso			befitting	तेर्सो	फुर्ती फार्ती गर्ने मान्छे	adj		???	
1161	Gyalsumdo			tewa			naval	तेवा	नाइटो	n		???	
1162	Gyalsumdo			tewa tupka			to cut the placenta	तेवा तुप्का	नाइटो काट्नु	v		???	
1164	Gyalsumdo			tok			apex fixed at the top of a temple	तोक्	गुम्बाको माथि राख्ने गजुर	n		???	
1165	Gyalsumdo			tokəp			contract (for example, for crop sharing)	तोकप्	ठेक	n		???	
1166	Gyalsumdo	BE HUNGRY	1533	toke			to be hungry	तोके	भोक लाग्‍नु	v	1533	BE HUNGRY	1
1167	Gyalsumdo			toktʃe			narrow-bladed spade , similar to a mattock, with a long handle	तोक्च्ये	कोदालो	n		???	
1168	Gyalsumdo	THOUSAND	1843	toŋ			thousand	तोङ्	हजार	num	1843	THOUSAND	2
1169	Gyalsumdo			toŋko			matress	तोङ्को	डसना	n		???	
1170	Gyalsumdo	EMPTY	1624	toŋpa			empty	तोङ्पा	रित्तो, खाली	adj	1624	EMPTY	2
1171	Gyalsumdo			toŋba			brewed grain (typically millet)	तोङ्बा	कोदाको जाँड हालेर खाने तोङ्बा	n		???	
1172	Gyalsumdo	SHIRT	1622	totse			shirt	तोचे	[इस्टकोट]	n	1622	SHIRT	2
1173	Gyalsumdo	SHIRT	1622	totuŋ			shirt	तोतुङ्	[कमिज] तोतुङ्	n	1622	SHIRT	2
1174	Gyalsumdo			top			force	तोप्	बल	n	2526	POWER	2
1175	Gyalsumdo	STRONG	785	top tʃhimpu			strong	तोप् छिम्पु	कडा, बलियो	adj	785	STRONG	2
1176	Gyalsumdo	FOOD	256	toptʃe			food	तोप्च्ये	खानेकुरा	n	256	FOOD	2
1177	Gyalsumdo			tombalaŋke			to give permission	तोम्बालाङ्के	लामा बस्‍न जाँदा लामाको आज्ञा पालन गर्छु भनेर गर्ने वाचा	v		???	
1178	Gyalsumdo			torke			to defeat	तोर्के	हराउनु	v	782	DEFEAT	4
1179	Gyalsumdo			torke			to sow or spread seed	तोर्दु	छर्नु	v	748	SOW SEEDS	3
1180	Gyalsumdo			tolko			a scolding, an insult	तोल्को	गाली गर्ने शब्द (रोदिमा जन्मेको बच्चा, ङेलुबाट जन्मेको बच्चा। ङेलु छोरा वा छोरी दुवै हुन सक्छ)	n		???	
1181	Gyalsumdo			tosa			one morning	तोसा	एका बिहान	n		???	
1182	Gyalsumdo			tjarku laŋke			to run fast	त्यार्कु लाङ्के	दौडनु	v		???	
1183	Gyalsumdo	OVEN	1143	thəp			oven	थप्	अँगेना, चुलो	n	1143	OVEN	2
1184	Gyalsumdo	CIGARETTE	969	thəma			cigarette	थमा	चुरोट	n	969	CIGARETTE	4
1185	Gyalsumdo			thərmutʃarke			to join hands	थर्मुच्यार्के	हात जोड्नु	v		???	
1186	Gyalsumdo	LOOM	1787	tha			loom	था	तान	n	1787	LOOM	2
1187	Gyalsumdo	DECIDE	685	thak tʃhøke			to decide	थाक् छ्यूके	फैसला गर्नु	v	685	DECIDE	1
1189	Gyalsumdo			thakorke			to encircle, to surround	थाकोर्के	घेरो हाल्नु	v		???	
1190	Gyalsumdo	ROPE	1218	thakpa			rope	थाक्पा	डोरी	n	1218	ROPE	2
1191	Gyalsumdo			thakpa thenke			to pull a rope	थाक्पा थेन्के	डोरी तान्नु	v		???	
1192	Gyalsumdo	GRIND	1033	thage			to grind	थागे	पिस्‍नु	v	1033	GRIND	1
1193	Gyalsumdo			thaghaŋ			span	थाघाङ्	[बित्ता (बुढी औंला देखि माझी औंला सम्मको दुरता)	n	81	FATHOM	4
1194	Gyalsumdo			thaŋ			times, instances	थाङ्	पटक	n	892	TIME	4
1195	Gyalsumdo	TIRED	1757	thaŋ tsheke			to be tired	थाङ् छेके	थाक्‍नु	v	1757	TIRED	1
1196	Gyalsumdo	STRAIGHT	1404	thaŋ jaŋmo			straight	थाङ् याङ्‍मो	[खुला (ठाउँ)	adj	1404	STRAIGHT	2
1197	Gyalsumdo	REST	168	thaŋ søke			rest	थाङ् सूके	आराम	n	168	REST	2
1198	Gyalsumdo	FLOOR	1632	thaŋka			floor	थाङ्का	भुइँ	n	1632	FLOOR	2
1202	Gyalsumdo			thaŋʃiŋ			any kind of conifer or pine tree	थाङ्शिङ्	सल्लो	n	1740	PINE	4
1203	Gyalsumdo			thapka jøke			to spin thread	थाप्का यूके	धागो कात्‍नु	v		???	
1204	Gyalsumdo			thapsaŋ			cooking utensil	थाप्साङ्	पकाउने भाँडा	n		???	
1205	Gyalsumdo	IDEA	1609	thapʃarap			idea	थाप्शाराप्	उपाय	n	1609	IDEA	2
1206	Gyalsumdo			thari			barren, sterile (< Nep )	थारि	थारो	adj		???	
1207	Gyalsumdo			thartʃo			crest	थार्च्यो	भालेको सिउर	n		???	
1209	Gyalsumdo			thaliŋ			plate (< Nep )	थालिङ्	[थाल]	n	480	PLATE	4
1211	Gyalsumdo	SEMEN	2283	thikli			semen	थिक्लि	वीर्य [थिक्लि]	n	2283	SEMEN	2
1212	Gyalsumdo			thiŋma kəbu			cloth worn round the waist with local colour added to it	थिङ् मा कबु	ऊनमा स्थानीय रङ् राखेर बनाइएको पटुका	n		???	
1213	Gyalsumdo	BUTTON	757	thiptʃu			button	थिप्च्यु	टाँक	n	757	BUTTON	2
1215	Gyalsumdo	BATHE	138	thʏke			to bathe	थीके	नुहाउनु	v	138	BATHE	1
1216	Gyalsumdo	JOIN	1743	thʏke			to join	थीके	गाँस्‍नु	v	1743	JOIN	1
1217	Gyalsumdo			thʏntər			small drum	थीन्तर्	सानो डमरू	n		???	
1218	Gyalsumdo			thu			until, up to	थु	सम्म	loc.temp	2753	UNTIL	4
1219	Gyalsumdo			thuke			to be struck or beaten	थुके	ठोक्‍किनु	v		???	
1220	Gyalsumdo	MEET	1831	thuke			to meet	थुके	भेट्नु	v	1831	MEET	1
1221	Gyalsumdo			thuktʃe			grace	थुक्चे	कृपा	n		???	
1222	Gyalsumdo			thukṭo			feast, treat	थुक्टो	भोज	n	499	CURE	4
1223	Gyalsumdo			thukpu			thick cloth	थुक्पु	बाक्लो	n		???	
1224	Gyalsumdo	DRINK	1401	thuŋke			to drink	थुङ्के	पिउनु	v	1401	DRINK	1
1226	Gyalsumdo			thuŋsa			drinking pot	थुङ्सा	पिउने भाँडो	n		???	
1227	Gyalsumdo			thuppa			thick soup	थुप्पा	खोले	n		???	
1228	Gyalsumdo	MEET	1831	thuba			to meet	थुबा	[भेट्नु]	v	1831	MEET	1
1229	Gyalsumdo			thur			downward slope	थुर्	ओरालो	n		???	
1230	Gyalsumdo			thur			rope to tie a horse	थुर्	घोडा बाँध्‍ने डोरी	n		???	
1231	Gyalsumdo			thøn			to come out, to emerge	थून्	निस्कनु	v		???	
1232	Gyalsumdo			thønke			to come out	थून्के	निस्कनु	v		???	
1233	Gyalsumdo			thønke			to agree	थून्के	[मिल्नु]	v		???	
1234	Gyalsumdo			thøntsuke			to make someone agree	थून्चुके	मिलाउनु	v		???	
1235	Gyalsumdo			thøndi			seriously ill, suffering from disease	थून्दि	सिकिस्त बिरामी, रोगले चापेको अवस्था	adj		???	
1236	Gyalsumdo	FLAT	1633	thekaŋ			flat	थेकाङ्	सिधा	adj	1633	FLAT	2
1237	Gyalsumdo			thenke			to stretch, lengthen	थेन्के	तन्कनु	v	214	STRETCH	3
1238	Gyalsumdo			thenke			to pull, to pull an arrow before release	थेन्के	तान्‍नु, खिच्नु (बाण)	v	1455	PULL	3
1239	Gyalsumdo	THUMB	1781	thebu			thumb	थेबु	बुढीऔँला	n	1781	THUMB	2
1240	Gyalsumdo			thebu le			finger print	थेबु ले	औँलाको छाप	n		???	
1241	Gyalsumdo	LIGHTNING	1654	tho			lightning	थो	चट्याङ	n	1654	LIGHTNING	2
1242	Gyalsumdo			thokər			clan name of Gylsumdo	थोकर्	ग्याल्सुम्दो समुदायभित्रको एउटा गोत्र, थर	n.prop		???	
1243	Gyalsumdo	SEEING (VISUAL SENSE)	2519	thoŋ			sight	थोङ्	नजर	n	2519	SEEING (VISUAL SENSE)	2
1244	Gyalsumdo			thoŋ tʃa			handle of a plough	थोङ् च्या	फाली	n		???	
1245	Gyalsumdo	SEE	1409	thoŋke			to see	थोङ्के	हेर्नु	v	1409	SEE	1
1246	Gyalsumdo			thoŋtʃa			ploughshare	थोङ्च्या	फाली	n		???	
1248	Gyalsumdo	FOREHEAD	123	thopa			forehead	थोपा	निधार	n	123	FOREHEAD	2
1249	Gyalsumdo			thopke			to win in gambling	थोप्के	जित्‍नु	v		???	
1250	Gyalsumdo	SUDDENLY	2920	thopkja ghupkja			suddenly	थोप्क्या घुप्क्या	अकस्मात	adv.temp	2920	SUDDENLY	2
1251	Gyalsumdo	SUDDENLY	2920	thopkja namkja			suddenly	थोप्क्या नाम्क्या	अपर्झट [थोप्क्या नाम्क्या]	adv.temp	2920	SUDDENLY	2
1252	Gyalsumdo	HEIGHT	2985	thompu			height	थोम्पु	उचाइ	n	2985	HEIGHT	2
1253	Gyalsumdo	ABOVE	1741	tholə			over	थोल	माथी	adv.loc	1741	ABOVE	2
1254	Gyalsumdo			thwa			big hammer	थ्वा	घन	n		???	
1255	Gyalsumdo	MUD	640	dakpa			mud	दाक्पा	हिलो	n	640	MUD	2
1257	Gyalsumdo	YESTERDAY	1174	daŋ			yesterday	दाङ्	हिजो	adv	1174	YESTERDAY	2
1258	Gyalsumdo			daŋduŋ			edible yam-like vegetable	दाङ्दुङ्	पिंडालु जस्तै फल	n		???	
1259	Gyalsumdo			danəkjũ			Danakju village	दानक्युँ	दानक्युँ	n.prop		???	
1260	Gyalsumdo	STILL (CONTINUING)	2919	danta			still	दान्ता	अझै	adv	2919	STILL (CONTINUING)	2
1261	Gyalsumdo	FILL	2006	dapke			to fill	दाप्के	भर्नु	v	2006	FILL	1
1262	Gyalsumdo	MEASURE	1506	dapke			to measure	दाप्के	नाप्‍नु	v	1506	MEASURE	1
1263	Gyalsumdo	SHAKE	1909	darke			to shake	दार्के	काम्‍नु	v	1909	SHAKE	1
1264	Gyalsumdo	MONDAY	1697	dawa			Monday	दावा	सोमबार [दावा]	n.temp	1697	MONDAY	2
1265	Gyalsumdo	MOON	1313	dawa			moon	दावा	चन्द्रमा, जुन	n	1313	MOON	2
1266	Gyalsumdo			dʏntʃi taŋbu			first week after a person dies	धीन्च्यि ताङ्बु	मान्छे मरेको पहिलो हप्ता धीन्च्यि ताङ्बु भनिन्छ।	n		???	
1267	Gyalsumdo			duŋ			conch-shell	दुङ्	शंख	n		???	
1268	Gyalsumdo	HIT	1433	duŋke			to hit	दुङ्के	पिट्नु	v	1433	HIT	1
1269	Gyalsumdo			desa			place to sit	देसा	बस्‍ने ठाउँ	n		???	
1270	Gyalsumdo			dom			act of addition	दोम्	जोड गर्ने काम	n		???	
1271	Gyalsumdo	BEAR	1820	dom			bear	दोम्	भालु	n	1820	BEAR	2
1272	Gyalsumdo			domke			to add	दोम्के	जम्मा गर्नु	v	2882	ADD	1
1273	Gyalsumdo	GRAVEL	3028	doru			gravel	दोरु	गिट्टी	n	3028	GRAVEL	2
1274	Gyalsumdo			dhəru			small drum	धरु	डमरु	n		???	
1275	Gyalsumdo			dhəmba bu			insect (parasite) living in the nose of animals	धम्बा बु	गाई वस्तुको नाकमा पस्‍ने किरा	n		???	
1276	Gyalsumdo			dhərna			small pieces of cut clothing or fabric	धर्ना	धजा	n		???	
1277	Gyalsumdo			dhəllu			song, singing by sitting on the ground	धल्लु	भुईंमा बसेर गाउने गीत	n	1096	SONG	4
1278	Gyalsumdo	LICK	319	dha			to lick	धा	चाट्नु	v	319	LICK	1
1279	Gyalsumdo	ALL	98	dhakraŋ			all	धाक्‍राङ्	सबै	quant	98	ALL	2
1280	Gyalsumdo			dhaŋ			tune, rhythm	धाङ्	लय	n		???	
1281	Gyalsumdo			dhaŋdhiriŋ			nowadays	धाङ्धिरिङ्	हिजोआज	adv.temp		???	
1283	Gyalsumdo			dhaŋbu dhaŋbu			earlier time	धाङ्बु धाङ्बु	परापूर्व काल, धेरै पहिला	adv.temp		???	
1284	Gyalsumdo			dhato			calender	धातो	पात्रो	n		???	
1285	Gyalsumdo	NOW	1376	dhanta			now	धान्‍ता	अहिले	adv.temp	1376	NOW	2
1286	Gyalsumdo	JUST	84	dhantaraŋ			just now	धान्ताराङ्	भर्खरै, अहिले नै	adv.temp	84	JUST	2
1287	Gyalsumdo			dhapke			to be struck or beaten	धाप्के	ठोक्किनु	v		???	
1288	Gyalsumdo			dhapke			to dash down against an object, to beat (clothes on a stone)	धाप्के	पछार्नु [धाप्के]	v		???	
1289	Gyalsumdo	MEASURE	1506	dhapke			to measure	धाप्के	नाप्‍नु	v	1506	MEASURE	1
1290	Gyalsumdo	TIE	1917	dhamke			to tie	धाम्के	बाँध्‍नु, कस्‍नु	v	1917	TIE	1
1291	Gyalsumdo	CHEEK	1730	dhampa			cheek	धाम्पा	गाला	n	1730	CHEEK	2
1292	Gyalsumdo			dhara			whey	धारा	मही	n		???	
1293	Gyalsumdo	SHAKE	1909	dharke			to shake	धार्के	काप्‍नु	v	1909	SHAKE	1
1294	Gyalsumdo	RUB	1449	dharke			to rub	धार्के	रगड्नु	v	1449	RUB	1
1295	Gyalsumdo	SHIVER	52	dharke			to tremble	धार्के	काम्‍नु	v	52	SHIVER	1
1296	Gyalsumdo			dhartsuke			to cause something to rub	धार्चुके	घोट्नु	v		???	
1297	Gyalsumdo			dhartsuke			to cause something to tremble	धार्चुके	कँपाउनु	v		???	
1298	Gyalsumdo	THIS YEAR	513	dhalo			this year	धालो	हाल साल, यसै वर्ष	adv.temp	513	THIS YEAR	2
1299	Gyalsumdo	THIS	1214	dhi			this	धि	यो	pro.prox	1214	THIS	2
1300	Gyalsumdo			dhiu			garland worn on the hand	धिउ	हातमा लगाउने माला	n		???	
1301	Gyalsumdo			dhiũ			silver bracelet	धिउँ	चाँदीको बाला	n		???	
1302	Gyalsumdo	POT	1462	dhik			pot	धिक्	भाँडो	n	1462	POT	2
1304	Gyalsumdo			dhiktʃen			sinner	धिक्च्येन्	पापी	n		???	
1306	Gyalsumdo	BULLET	1114	dhikri			bullet	धिक्रि	गोली	n	1114	BULLET	2
1307	Gyalsumdo	CRAB	2348	dhiksen			crab	धिक्सेन्	गँगटा	n	2348	CRAB	2
1308	Gyalsumdo	DEEP	1593	dhiŋ			deep	ढिङ्	गहिरो	adj	1593	DEEP	2
1309	Gyalsumdo	SNEEZE	1621	dhiba			sneeze	धिबा	हाछ्युँ	n	1621	SNEEZE	2
1310	Gyalsumdo			dhima khelke			to smell bad	धिमा खेल्के	गनाउनु	v	1587	SMELL (STINK)	4
1311	Gyalsumdo	KEY	1472	dhimi			key	धिमि	चापी	n	1472	KEY	2
1312	Gyalsumdo	THIS	1214	dhija			these	धिया	यिनीहरू	pro.prox	1214	THIS	2
1313	Gyalsumdo	THIS	1214	dhiraŋja			these	धिराङ्‍या	यिनीहरू नै	pro.prox	1214	THIS	2
1314	Gyalsumdo	TODAY	1283	dhiriŋ			today	धिरिङ्	आज	adv.temp	1283	TODAY	2
1315	Gyalsumdo			dhiriŋ ghomo			this evening	आजको	यो साँझ, आजको साँझ	adv.temp		???	
1318	Gyalsumdo			dhʏke			to harvest	धीके	बाली थन्क्याउनु	v	611	HARVEST	4
1319	Gyalsumdo			dhʏnkjur			big prayer wheel	धीन्क्युर्	ठुलो मानी	n		???	
1320	Gyalsumdo	WEEK	1469	dhʏnṭa			week	धीन्टा	हप्ता	n	1469	WEEK	2
1321	Gyalsumdo			dhʏnpa			seventh	धीन्पा	सातौँ	num.ord		???	
1322	Gyalsumdo	POISON	655	dhuk			poison	धुक्	विष धुक्	n	655	POISON	2
1323	Gyalsumdo	SAD	699	dhukpu			sad	धुक्पु	दु:ख	adj	699	SAD	2
1325	Gyalsumdo	DOVE	1853	dhuŋkur			dove	ढुङ्कुर	ढुकुर	n	1853	DOVE	2
1327	Gyalsumdo			dhuŋre			thread used in an oil lamp	धुङ्‍रे	बत्तीको (टुकीको) सलेदो	n		???	
1328	Gyalsumdo			dhuŋre ḍhimke			to spin the thread for an oil lamp	धुङ्रे ढिम्के	बत्ती कात्‍नु	v		???	
1330	Gyalsumdo	FESTIVAL	131	dhutʃhen			festival	धुछ्‍येन्	पर्व	n	131	FESTIVAL	4
1331	Gyalsumdo			dhuṭe			graveyard	धुटे	चिता (चिहान)	n		???	
1333	Gyalsumdo	SOOT	830	dhupa dhutʃaŋ			soot	धुपा धुच्याङ्	मोसो	n	830	SOOT	2
1334	Gyalsumdo	HERE	136	dhuru			here	धुरु	यहाँ	adv.loc	136	HERE	2
1335	Gyalsumdo			dhurke			to discuss, to make an argument, to debate	धुर्के	जुध्‍नु, बहस गर्नु	v		???	
1336	Gyalsumdo			dhurke			to compare	धुर्के	दाँज्नु	v		???	
1337	Gyalsumdo			dhula			here, to this direction	धुला	यता	adv.loc	136	HERE	4
1338	Gyalsumdo			dhulke			to digest	धुल्के	पचाउनु	v		???	
1339	Gyalsumdo			dhønṭo			competition	धून्टो	प्रतिस्पर्धा	n		???	
1341	Gyalsumdo			dhe gjapke			to chew the cud (by cows)	धे घ्याप्के	बस्‍नु	v		???	
1342	Gyalsumdo			dheke			to chase out	धेके	खेद्नु	v		???	
1344	Gyalsumdo			dhetsuke			to make someone sit	धेचुके	बसाउनु	v		???	
1345	Gyalsumdo			dhetsumeke			naughty, restless	धेचुमेके	[चकचके]	adj		???	
1346	Gyalsumdo	BED	1663	dhen			bed	धेन्	ओछ्यान	n	1663	BED	2
1347	Gyalsumdo			dhema			piece in Dhana, a traditional game in the Gyalsumdo community	धेमा	पाराको गोटी (पारा ग्याल्सुम्दो समुदायको परम्परागत खेल हो)	n		???	
1348	Gyalsumdo			dhesa			sitting or resting place	धेसा	बस्‍ने ठाउँ	n		???	
1350	Gyalsumdo			dhokthap			kind of worship to remove hardship or difficulty	धोक्थाप्	पूजाको नाम (अप्ठ्यारो पन्छाउनको लागि)	n		???	
1351	Gyalsumdo			dhokthap dʒheke			to calm the bad star	धोक्थाप् झ्येके	ग्रह काट्नु	v		???	
1352	Gyalsumdo			dhokdhok			ball or lump of solid material	धोक्‍धोक्	डल्लो, गेडा	n	1845	BALL	4
1353	Gyalsumdo	LEG	1297	dhokri			leg	धोक्रि	लात	n	1297	LEG	2
1354	Gyalsumdo	PIMPLE	1809	dhoŋtsi			pimple	धोङ्चि	डन्डिफोर	n	1809	PIMPLE	2
1356	Gyalsumdo	TREE	906	dhoŋbu			tree	धोङ्बु	रूख	n	906	TREE	2
1357	Gyalsumdo			dhoŋmu			churning-stick, churner	धोङ्मु	मदानी	n		???	
1358	Gyalsumdo	IN FRONT OF	1883	dhoŋla			in front of	धोङ्ला	अगाडि	adv.loc	1883	IN FRONT OF	2
1359	Gyalsumdo			dhoŋso			front teeth	धोङ्सो	अगाडिको दाँत	n	442	FRONT TOOTH (INCISOR)	4
1360	Gyalsumdo			dhotʃa			sexy	धोच्या	यौन क्रीडामा रूचि राख्ने स्वभावको	adj		???	
1362	Gyalsumdo			dhombaghaŋ			land which is equal in length to the spread one's hands (a unit of measurement)	धोम्बाघाङ्	दुई हात फिँजाउँदा त्योभरिको ठाउँ]	n		???	
1363	Gyalsumdo			dhora lu			kind of song performed while singing in a line	धोरा लु	लाइनमा बसेर गाउने गीत	n		???	
1365	Gyalsumdo			dhorma			pants worn inside the Bakhkhu	धोर्मा	पाइन्ट (ग्याल्सुम्दो समुदायमा पाइन्ट बख्खु भित्र लगाउने गरिन्छ)	n		???	
1366	Gyalsumdo	MASON	877	dhoso			mason	धोसो	मिस्त्री (ढुङगाको)	n	877	MASON	2
1367	Gyalsumdo	GUITAR	3090	dhjamŋe			guitar	ध्याम्‍ङे	गितार	n	3090	GUITAR	2
1368	Gyalsumdo	PROMISE	1675	na			promise	ना	कसम	n	1675	PROMISE	2
1369	Gyalsumdo			na			honour, prestige	ना	इज्जत	n		???	
1370	Gyalsumdo			na			kind of deer	ना	एक किसिमको मृग	n		???	
1371	Gyalsumdo			na ʃamu			white mushroom	ना शामु	सेतो च्याउ	n		???	
1372	Gyalsumdo	PUS	1808	nak			pus	नाक्	पिप	n	1808	PUS	2
1373	Gyalsumdo			̀nak ̀muk			light black, more similar to grey	नाक्मुक्	हल्का कालो	col		???	
1374	Gyalsumdo			nakapani			soapnut tree	नाकापानि	रिठा	n		???	
1376	Gyalsumdo	CAT	1208	̀nakuŋ			wild	नाकुङ्	जङगली	adj	1208	CAT	2
1377	Gyalsumdo	SNORE	1983	nake dʏnke			to snore	नाके दीन्के	घुर्नु	v	1983	SNORE	1
1379	Gyalsumdo			nakthume			to be unconscious, senseless	नाक्थुमे	मुर्छा, अचेत	v		???	
1380	Gyalsumdo	BLACK	163	̀nakpu			black	नाक्पु	कालो	col	163	BLACK	2
1381	Gyalsumdo			nakloŋ			ear wax	नाक्लोङ्	कानेगुजी	n		???	
1382	Gyalsumdo	PUS	1808	nakloŋ			pus	नाक्लोङ्	पिप	n	1808	PUS	2
1383	Gyalsumdo	INSIDE	1606	̀naŋ			inside	नाङ्	भित्र	adv.loc	1606	INSIDE	2
1384	Gyalsumdo	DAY AFTER TOMORROW	1179	naŋ			day after tomorrow	नाङ्	पर्सी	adv.temp	1179	DAY AFTER TOMORROW	2
1385	Gyalsumdo			̀naŋdzaŋ			old aged person, elderly person	नाङ्जाङ्	बुढाबुढी [नाङ्जाङ्]	n		???	
1386	Gyalsumdo			̀naŋtoŋba			hollow	नाङ्तोङ्बा	धोद्रो	adj	1155	CAVE	4
1388	Gyalsumdo	INSIDE	1606	̀naŋla			inside	नाङ्ला	भित्र	adv.loc	1606	INSIDE	2
1389	Gyalsumdo	DISEASE	1986	natsa			disease	नाचा	रोग	n	1986	DISEASE	2
1390	Gyalsumdo			nadʒoŋ			young girl	नाज्योङ्	तरूनी	n		???	
1391	Gyalsumdo	LAST YEAR	514	naɲiŋ			last year	नाञिङ्	पोहोर	adv.temp	514	LAST YEAR	2
1392	Gyalsumdo			̀nandi neke			to suffer greatly due to illness or disease	नान्दि नेके	रोगले चाप्‍नु	v	1986	DISEASE	4
1393	Gyalsumdo	NOSTRIL	1178	napu			nostril	नापु	नाकको टोटा	n	1178	NOSTRIL	2
1394	Gyalsumdo			naptsəra			having mucus, snotty	नाप्चरा	नाप्चरा	adj		???	
1395	Gyalsumdo	HANDKERCHIEF	1020	naptʃe			handkerchief	नाप्च्ये	सिँगान पुछ्ने रूमाल	n	332	RAG	2
1396	Gyalsumdo			nablʏ			mucus of the nose	नाब्ली	सिङगान	n		???	
1397	Gyalsumdo	WHEN	1238	̀nam			when	नाम्	कहिले	adv.temp	1238	WHEN	2
1398	Gyalsumdo	SKY	1732	nam			sky	नाम्	आकाश	n	1732	SKY	2
1399	Gyalsumdo	EVENING	1629	nam ʂokəla			evening	नाम् श्रोकला	रात पर्न लागेको समय	n	1629	EVENING	2
1400	Gyalsumdo			̀nam kalaŋ dheke			to be awakened, alert	नाम् कालाङ् धेके	जागा बस्‍नु	v		???	
1401	Gyalsumdo	WAKE UP	1602	̀nam kalaŋ sire			to wake up	नाम कालाङ् सिरे	जागा बस्‍नु	v	1602	WAKE UP	1
1402	Gyalsumdo			nam sirsir			dawning, hazy	नाम् सिर्सिर्	मिर्मिरे	adj		???	
1403	Gyalsumdo			nam hina			when, whenever	नाम् हिना	जहिले पनि	adv.temp	1238	WHEN	4
1404	Gyalsumdo	SISTER-IN-LAW	2317	̀nama			sister-in-law	नामा	भाउजु	n.kin	2317	SISTER-IN-LAW	2
1405	Gyalsumdo	BRIDE	1266	nama			bride	नामा	[दुलही]	n	1266	BRIDE	2
1406	Gyalsumdo	MARRY	203	nama laŋge			to marry	नामा लाङ्गे	विवाह गर्नु	v	203	MARRY	1
1407	Gyalsumdo			namalə			sister in-law	नामाल	भाउजू, बुहारी	n. kin		???	
1408	Gyalsumdo			namkaŋ			new moon	नाम्काङ्	औँसी	n		???	
1409	Gyalsumdo			namkhala			to ascend to a high elevation	नाम्खाला	आकासिनु, ऊचाइमा जानु	v		???	
1410	Gyalsumdo	MORNING	1339	̀namtʃe			morning	नाम्च्ये	बिहान	n	1339	MORNING	2
1411	Gyalsumdo			̀namtʃem ɲeɲkjaŋ			early morning	नाम्च्येम ञेञ्क्याङ्	बिहान सबेरै	adv.temp		???	
1412	Gyalsumdo			̀namdzen tʃikki ʃə			road that can be walked in the morning time	नाम्जेन् च्यिक्कि श	एक बिहानको बाटो	n		???	
1413	Gyalsumdo	AIRPLANE	1597	namṭu			airplane	नाम्टु	हवाइजहाज	n	1597	AIRPLANE	2
1414	Gyalsumdo			namto			doubt, misgiving	नाम्तो	शङ्का	n	1308	DOUBT	4
1415	Gyalsumdo	ALWAYS	1676	namhina			always	नाम्हिना	सधैँ, जहिलेपनि	adv.temp	1676	ALWAYS	2
1416	Gyalsumdo	LINE	1048	̀nar			line	नार्	ताँती	n	1048	LINE	2
1417	Gyalsumdo	NOSE	1221	narki			nose	नार्कि	नाक	n	1221	NOSE	2
1418	Gyalsumdo			narki njaktoŋ			nostril bone, nose bridge	नार्कि न्याक्तोङ्	नाकको कुरकुरे हाड	n		???	
1419	Gyalsumdo			narthiŋe			very sweet	नार्थिङे	धेरै गुलियो	adj		???	
1420	Gyalsumdo			nalke			wrestling	नाल्के	कुस्ती खेल्नु	n		???	
1421	Gyalsumdo			̀naltaŋ			two persons of the same age	नाल्ताङ्	दौँतरी	n		???	
1422	Gyalsumdo			naʃa			deer meat	नाशा	नावरको मासु [नाशा]	n		???	
1424	Gyalsumdo			nija			1 PL 'we'	निया	हामी	pro		???	
1425	Gyalsumdo			nuŋne			name of a type of worship	नुङ्ने	पूजाको नाम (८ जोर)	n		???	
1426	Gyalsumdo	WEST	1817	nup			west	नुप्	पश्चिम	n.loc	1817	WEST	2
1427	Gyalsumdo			nuppa			western	नुप्पा	पश्चिमेली	adj		???	
1428	Gyalsumdo			num			cooking oil	नुम्	तेल	n		???	
1429	Gyalsumdo			nøke			to be affected, to feel	नूके	नूके	v		???	
1430	Gyalsumdo	GHOST	1175	nøpa			ghost	नूपा	भुत	n	1175	GHOST	2
1431	Gyalsumdo			nøpake			to be under the influence of witch	नूपा	बोक्सी लाग्‍नु	n		???	
1432	Gyalsumdo	WHEAT	1077	̀ne			wheat	ने	[गहुँ]	n	1077	WHEAT	2
