ID	DOCULECT	CONCEPT	CONCEPTID	TRANSCRIPTION	SEGMENTS	COGID	GLOSS	pos	CONCEPTICON_ID	CONCEPTICON_GLOSS	SIMILARITY
1014	Tsum	MARRIAGE	2432	midza			marriage	n.	2430	OFFICE	2
1015	Tsum	LIFE	210	midze			life	n.	210	LIFE	2
1016	Tsum	CROWD	2023	midzo'			crowd	n.	2023	CROWD	4
1022	Tsum			mimang			public	adj.		???	
1024	Tsum			mindu'			not.be	v.		???	
1025	Tsum			mingitshamu			miser	n.		???	
1026	Tsum	TUESDAY	1695	mingmar			Tuesday	n.	1695	TUESDAY	2
1027	Tsum	EYELASH	1540	mipu			eyelash	n.	1540	EYELASH	2
1028	Tsum			miri'			that much	adj.		???	
1031	Tsum	MAGIC	392	miṭhul			magic	n.	392	MAGIC	4
1033	Tsum			mitśhu tangwa			roll down (tear)	v.		???	
1034	Tsum			miyul			aim, objective	n.		???	
1035	Tsum	HOLE	1667	miyung			hole	n.	1667	HOLE	2
1037	Tsum			mo tawa			consult	v.		???	
1040	Tsum			mölam			prayer	n.		???	
1041	Tsum	PRAY	24	mölam gyawa			pray	v.	24	PRAY	2
1042	Tsum	MIX	2017	molwa			mix	v.	2017	MIX	2
1043	Tsum	CURSE	8	moma			curse	n.	8	CURSE	2
1044	Tsum			momo'			dumpling	n.		???	
1045	Tsum			mönlam			prayer	n.		???	
1046	Tsum			mora			place where mother sits	n.		???	
1047	Tsum			Mu Detśen Lhöndup gomba			monastery, Mu gomba; the monastery at Mu (full name)	n.		???	
1048	Tsum			Mu gomba			Large monastery in northern Tsum	n.		???	
1049	Tsum			Mu gomba			monastery, Mu gomba; the monastery at Mu	n.		???	
1050	Tsum	CRY	1839	mua			weep	v.	1839	CRY	2
1051	Tsum	BITE	1403	mukpa			bite	v.	1403	BITE	2
1052	Tsum	CLOUD	1489	mukpa			cloud	n.	1489	CLOUD	2
1053	Tsum	PUBIC HAIR	36	mungsi'			pubic hair	n.	36	PUBIC HAIR	2
1054	Tsum			munta karwo			brightness	n.		???	
1055	Tsum			murwa			caress	v.		???	
1056	Tsum			muti			diamond	n.		???	
1058	Tsum			na			auspicious time	n.		???	
1059	Tsum	BRIDE	1266	na			bride	n.	1266	BRIDE	2
1060	Tsum			na			forest, jungle	n.	420	FOREST	4
1061	Tsum	MARRIAGE	2432	na			marriage	n.	2430	OFFICE	2
1062	Tsum	NOSE	1221	na			nose	n.	1221	NOSE	2
1063	Tsum	SWEAR	1939	na			swear	n.	1939	SWEAR	2
1064	Tsum	SWEAR	1939	na kyal			swear	v.	1939	SWEAR	2
1065	Tsum	PROMISE	1675	na kyalwa			promise	n.	1675	PROMISE	2
1066	Tsum			na langwa			propose	v.		???	
1067	Tsum	NOSTRIL	1178	na wong			nostril	n.	1178	NOSTRIL	2
1068	Tsum	MARRY	203	na zungwa			marry	v.	203	MARRY	2
1069	Tsum	BLACK	163	nakpo			black	n.	163	BLACK	2
1070	Tsum	MAP	2625	naksa			map	n.	2625	MAP	2
1071	Tsum	INK	2643	naktsa, naktsi			ink	n.	2643	INK	2
1072	Tsum	BLACK	163	nakya			black	adj.	163	BLACK	2
1073	Tsum			naldze			brass pot for drinking water from	n.		???	
1074	Tsum	SKY	1732	nam			sky	n.	1732	SKY	2
1075	Tsum	TOWARDS	2754	nam			towards	NA	2754	TOWARDS	2
1076	Tsum	WHEN	1238	nam			when	adv.	1238	WHEN	2
1078	Tsum			nam kambo			drought	n.		???	
1079	Tsum	DAWN	729	nam langwa			dawn	v.	729	DAWN	2
1080	Tsum	DAWN	729	nam saresire			dawn	n.	729	DAWN	2
1081	Tsum	PRESS	1913	namba			press	v.	1913	PRESS	2
1082	Tsum	SUSPECT	1841	namdo			suspicion	n.	1841	SUSPECT	2
1083	Tsum			namdza			shirt (hon.)	n.	1622	SHIRT	4
1084	Tsum	EAR	1247	namdzo, amdzo			ear	n.	1247	EAR	2
1085	Tsum	NEVER	1656	namgang			never	adv.	1656	NEVER	2
1086	Tsum			namgang			night of full moon	n.		???	
1087	Tsum	NASAL MUCUS (SNOT)	208	namlü			snot	n.	208	NASAL MUCUS (SNOT)	2
1088	Tsum			namlü'			mucus, discharge from nose	n.	208	NASAL MUCUS (SNOT)	4
1089	Tsum	SOUL	811	namśe			soul	n.	811	SOUL	2
1090	Tsum	DOUBT	1308	namto			doubt	n.	1308	DOUBT	2
1091	Tsum	DOUBT	1308	namto langwa			doubt	v.	1308	DOUBT	2
1092	Tsum			namṭu			aeroplane	n.		???	
1093	Tsum			nana			millet-like crop	n.		???	
1094	Tsum	DAY AFTER TOMORROW	1179	nang			day after tomorrow	adv.	1179	DAY AFTER TOMORROW	2
1095	Tsum			nangde			extremely	adv.		???	
1096	Tsum			nangdza			pot for making liquor	n.		???	
1097	Tsum	INSIDE	1606	nangla			inside	post.	1606	INSIDE	2
1098	Tsum	FAMILY	194	nangmi			family	n.	194	FAMILY	2
1099	Tsum	LAST YEAR	514	naning			last year	adv.	514	LAST YEAR	2
1100	Tsum			nara'			fair	n.	1725	CORRECT (RIGHT)	4
1101	Tsum			nartung			miser	n.		???	
1102	Tsum	SICK	1847	nawa			sick	v.	1847	SICK	2
1103	Tsum	LIKE	1117	nawa ḍowa			like	v.	1117	LIKE	2
1104	Tsum			naye			yak of one year	n.		???	
1105	Tsum	DISEASE	1986	naza			disease	n.	1986	DISEASE	2
1107	Tsum	BARLEY	932	ne			barley	n.	932	BARLEY	2
1108	Tsum	BUCKWHEAT	2040	ne			buckwheat	n.	2040	BUCKWHEAT	2
1109	Tsum	WHEAT	1077	ne			wheat	n.	1077	WHEAT	2
1110	Tsum			ne(n)dźal			pilgrimage	n.		???	
1111	Tsum			nepa tśhakpa			fall sick	v.		???	
1112	Tsum			nepa, ngamba			seriously ill person	adj.		???	
1113	Tsum	BAD	1292	nepo			bad	adj.	1292	BAD	2
1114	Tsum			Nertong			place in the valley leading to Lato	n.		???	
1115	Tsum	PARROT	882	nezo			parrot	n.	882	PARROT	2
1116	Tsum			nga			drum, kind of	n.	908	DRUM	4
1117	Tsum	FIVE	493	nga			five	num.	493	FIVE	2
1118	Tsum			nga			hymn	n.		???	
1119	Tsum	I	1209	nga			I	pron.	1209	I	2
1120	Tsum	TAIL	1220	nga			tail	n.	1220	TAIL	2
1121	Tsum			nga tśukpa			cooked in a mild heat	v.		???	
1122	Tsum			Nga'			village, in upper Tsum, also called Lamagaon	n.	930	VILLAGE	4
1123	Tsum			Ngadźulero			village, in upper Tsum, form from two villages	n.	930	VILLAGE	4
1124	Tsum			ngakpa			hermit	n.		???	
1125	Tsum			ngal tshowa			rest after carrying loads	v.		???	
1126	Tsum	BEFORE	1882	ngala			before, in front of	adv.	1882	BEFORE	2
1127	Tsum	CALF	1989	ngaldir			calf	n.	1989	CALF	2
1130	Tsum			nganṭha			dirt on genitals	n.		???	
1131	Tsum	FIFTY	1717	ngaptśu			fifty	num.	1717	FIFTY	2
1132	Tsum			ngaptśunganyi			fifty two	num.		???	
1133	Tsum			ngaptśungapkye			fifty eight	num.		???	
1134	Tsum			ngaptśungaptün			fifty seven	num.		???	
1135	Tsum			ngaptśungarku			fifty nine	num.		???	
1136	Tsum			ngaptśungasum			fifty three	num.		???	
1137	Tsum			ngaptśungatśik			fifty one	num.		???	
1138	Tsum			ngaptśungauźi			fifty four	num.		???	
1139	Tsum			ngaptśungeṭu			fifty six	num.		???	
1140	Tsum			ngaptśungyenga			fifty five	num.		???	
1141	Tsum	NOON	2490	ngarkung			noon	n.	12	MIDDAY	2
1142	Tsum	SWEET	717	ngarmo			sweet	n.	717	SWEET	2
1144	Tsum			ngawa			fifth	num.		???	
1145	Tsum			nge tsholwa			tease	v.		???	
1147	Tsum	PILLOW	1044	ngenggo			pillow	n.	1044	PILLOW	2
1148	Tsum			ngenya'			poem	n.		???	
1149	Tsum	PUNISHMENT	390	ngepa			punishment	n.	390	PUNISHMENT	4
1150	Tsum	WE (INCLUSIVE)	1131	ngerong			we (inclusive)	pron.	1131	WE (INCLUSIVE)	2
1151	Tsum	SUNDAY	1699	ngima			Sunday	n.	1699	SUNDAY	2
1152	Tsum	AFTERNOON	1807	ngimu			afternoon	adv.	1807	AFTERNOON	2
1153	Tsum	FIND	719	ngipa			find	v.	719	FIND	2
1154	Tsum			ngipa			inner side of tongue	n.		???	
1156	Tsum			ngo tshawa			feel ashamed	v.		???	
1157	Tsum			ngö(la)			cliff with gentle slope	n.		???	
1158	Tsum			ngodzo'			actually	adv.		???	
1159	Tsum			ngolo'			opposition	n.		???	
1160	Tsum			ngönlu			traditional song	n.		???	
1161	Tsum			ngöse gyawa			predict	v.		???	
1162	Tsum			ngoṭhö			introduction	n.		???	
1163	Tsum	SHAME	1776	ngótsha			shame	n.	1776	SHAME	2
1164	Tsum			ngowa, nyongwa, tshorwa			experience	v.		???	
1165	Tsum	RECOGNIZE (SOMEBODY)	2870	ngu śewa			recognize	v.	2870	RECOGNIZE (SOMEBODY)	2
1166	Tsum	SNORE	1983	nguiri langwa			snore	v.	1983	SNORE	2
1167	Tsum			ngukar			light white	adj.		???	
1168	Tsum	SILVER	759	ngul			silver	n.	759	SILVER	2
1171	Tsum	BLUE	837	ngumbo			blue	adj.	837	BLUE	2
1172	Tsum			nguna			light blue	adj.		???	
1173	Tsum			nguntśe			fortune telling	n.		???	
1174	Tsum			nguntśere			nearly	adv.		???	
1175	Tsum	SHY	487	ngutshamo			shy	adj.	487	SHY	2
1176	Tsum	CRY	1839	nguwa			cry	v.	1839	CRY	2
1177	Tsum			nguwa			food, fried	n.	256	FOOD	4
1179	Tsum			ni			also	conj.		???	
1181	Tsum	YOUNGER BROTHER	1760	no:			brother (younger)	n.	1760	YOUNGER BROTHER	2
1182	Tsum	MISTAKE	1293	noḍul			mistake	n.	1293	MISTAKE	2
1183	Tsum	FIGHT	1423	nolwa			fight	v.	1423	FIGHT	2
1186	Tsum			nönba			trample	v.		???	
1187	Tsum	SPOIL (SOMEBODY OR SOMETHING)	92	nongwa			spoil	v.	92	SPOIL (SOMEBODY OR SOMETHING)	2
1188	Tsum	POT	1462	norke'			pot	n.	1462	POT	2
1189	Tsum			nortśukpa			big pot	n.		???	
1190	Tsum			norwa			mistaken	v.	1390	WRONG	4
1191	Tsum	THOUGHT	2975	nösam			thought	n.	2975	THOUGHT	2
1192	Tsum			nösam dingringpo tangwa			think deeply	v.		???	
1195	Tsum			nubri			Nubri	n.		???	
1197	Tsum			numba, numwa, pendźi			bring (hon.)	v.	692	BRING	4
1198	Tsum	SHARP	1396	numpo			sharp	adj.	1396	SHARP	2
1200	Tsum	PITY	1141	nüngtśe			pity	n.	1141	PITY	2
1201	Tsum	WEST	1817	nup			west	adj.	1817	WEST	2
1202	Tsum			nurwa			stretch (intrans.)	v.	214	STRETCH	4
1205	Tsum	SUN	1343	nyã			sun	n.	1343	SUN	2
1206	Tsum	WRINKLE	2294	nyã			wrinkle	n.	2294	WRINKLE	2
1208	Tsum	FISHNET	388	nya zungne			fishing net	n.	388	FISHNET	2
1209	Tsum	ALWAYS	1676	nyaḍang			always	adv.	1676	ALWAYS	2
1210	Tsum			nyaḍang			incessantly, always	adv.	1676	ALWAYS	4
1211	Tsum	EARLY	672	nyagyang			early	adv.	672	EARLY	2
1213	Tsum			nyal ṭhi			cot	n.		???	
1214	Tsum	HELL	878	nyala			hell	n.	878	HELL	2
1215	Tsum			nyalsa ṭhikpa			spread the bed	v.		???	
1216	Tsum			nyalu			child whose father is not known	n.		???	
1218	Tsum			Nyam			village, in Tibet north of Chamar, near Śelphy gomba	n.	930	VILLAGE	4
1219	Tsum	TOGETHER	2482	nyambo (nyambo)			together	post.	2482	TOGETHER	2
1220	Tsum			nyamnyung			experience	n.		???	
1221	Tsum			nyamnyung lemba			experience	v.		???	
1223	Tsum	YOKE	14	nyaśing			yoke	n.	14	YOKE	2
1224	Tsum			nyaśing kalwa			fix the bulls in yoke before ploughing	v.		???	
1225	Tsum			nyaṭang			always, everyday	adv.	1676	ALWAYS	4
1226	Tsum	EARWAX	32	nyaura			earwax	n.	32	EARWAX	2
1227	Tsum	FISHERMAN	1858	nyawa			fisherman	n.	1858	FISHERMAN	2
1228	Tsum	WRINKLE	2294	nyẽa			wrinkle	n.	2294	WRINKLE	2
1229	Tsum	WRINKLE	2294	nyema			wrinkle	n.	2294	WRINKLE	2
1230	Tsum	NEAR	1942	nyemo			near	adv.	1942	NEAR	2
1231	Tsum	MOLE	1907	nyenggo			mole	n.	1907	MOLE	4
1232	Tsum			nyengten			marriage negotiator	n.		???	
1235	Tsum	LEAN (MEAT)	2219	nyewa			lean	v.	2219	LEAN (MEAT)	2
1236	Tsum	TWO	1498	nyi			two	num.	1498	TWO	2
1237	Tsum			Nyilö			village, in upper Tsum, last inhabited place other than Mu gomba	n.	930	VILLAGE	4
1238	Tsum			nyimu			day time	n.		???	
1239	Tsum			nyindzin			eclipse (solar)	n.	2285	ECLIPSE	4
1240	Tsum	HEART	1223	nying			heart	n.	1223	HEART	2
1241	Tsum			nying dungwa			throb (heart)	v.		???	
1242	Tsum	MIDDAY	12	nyinggung			midday	adv.	12	MIDDAY	2
1243	Tsum			nyingma			monk (Nyingmapa)	v.		???	
1244	Tsum	SECOND	1384	nyipa			second	num.	1384	SECOND	2
1245	Tsum	TWENTY	1710	nyiśu			twenty	num.	1710	TWENTY	2
1246	Tsum	TWENTY ONE	1734	nyiśutsatśi'			twenty one	num.	1734	TWENTY ONE	2
1247	Tsum			nyitarku			twenty nine	num.		???	
1248	Tsum			nyitsanyi			twenty two	num.		???	
1249	Tsum			nyitsapdün			twenty seven	num.		???	
1250	Tsum			nyitsapke			twenty eight	num.		???	
1251	Tsum			nyitsasum			twenty three	num.		???	
1252	Tsum	TWENTY FOUR	1736	nyitsauźi			twenty four	num.	1736	TWENTY FOUR	2
1253	Tsum	TWENTY FIVE	1738	nyitsenya			twenty five	num.	1738	TWENTY FIVE	2
1254	Tsum			nyitsetu'			twenty six	num.		???	
1255	Tsum			nyokpa			muddy, impure	adj.	537	TURBID	4
1257	Tsum			nyomba			crazy person	n.		???	
1258	Tsum			nyomba			mad; crazy	adj.	1899	MAD	4
1259	Tsum			nyombo			consistently	adv.		???	
1260	Tsum	SICK	1847	nyöpa			sick	adj.	1847	SICK	2
1262	Tsum			nyu' tśupa			folded	v.		???	
1263	Tsum	PEN	794	nyugu			pen	n.	794	PEN	2
1264	Tsum			nyüma			less	adj.		???	
1265	Tsum			nyuma'			short radish	n.		???	
1267	Tsum	BAMBOO	1927	nyungma			bamboo	n.	1927	BAMBOO	2
1268	Tsum			nyungne			fasting	n.		???	
1269	Tsum			nyuwa			reach	v.	1387	ARRIVE	4
1270	Tsum	THAT	78	o			that	pron.	78	THAT	2
1271	Tsum	THIS	1214	oden			these	pron.	1214	THIS	2
1272	Tsum			oi			hey	interj.		???	
1273	Tsum			olwa			pluck (upper Tsum)	v.		???	
1275	Tsum	SOCK	1522	omso			socks	n.	1522	SOCK	2
1276	Tsum	COME	1446	ongba			come	v.	1446	COME	2
1277	Tsum			onggur			like that	adj.		???	
1278	Tsum	THAT	78	orem			those	pron.	78	THAT	2
1279	Tsum			ortse			thank you; an expression of gratitude	n.		???	
1280	Tsum			pa			curry	n.		???	
1281	Tsum	FATHER	1217	pa			father	n.	1217	FATHER	2
1282	Tsum			pã			grain container	n.		???	
1283	Tsum			pa śa			mushroom curry	n.		???	
1284	Tsum	UDDER	154	pa:			udder	n.	154	UDDER	2
1285	Tsum	SUDDENLY	2920	padzar tśik			suddenly	adv.	2920	SUDDENLY	2
1286	Tsum			Padźo			place in the valley leading to Lato	n.		???	
1287	Tsum	MOTORCYCLE	638	pakpa'			motorcycle	n.	638	MOTORCYCLE	4
1288	Tsum			pala'			bangles (made from elephant tusk)	n.		???	
1289	Tsum			paldoã			front part of the neck	n.		???	
1290	Tsum	FROG	503	palwa			frog	n.	503	FROG	2
1291	Tsum	MUSHROOM	641	pam			fungus	n.	641	MUSHROOM	2
1292	Tsum			pama			people in marriage ceremony	n.		???	
1293	Tsum			Pama			place in the valley leading to Lato	n.		???	
1295	Tsum	POT	1462	pang			pot	n.	1462	POT	2
1296	Tsum			pangbo			eye-witness	n.		???	
1297	Tsum			Pangdün			village, in upper Tsum	n.	930	VILLAGE	4
1299	Tsum			pangken mento'			flower (blown in the field)	n.	239	FLOWER	4
1300	Tsum			panglep			plank	n.	1227	BOARD	4
1302	Tsum	COW	1007	pao'			cow	n.	1007	COW	2
1304	Tsum	FENCE	1690	par			fence	n.	1690	FENCE	2
1305	Tsum			par			photo	n.		???	
1306	Tsum	TAKE A PHOTO	2710	par gyawa			take a photo	v.	2710	TAKE A PHOTO	4
1307	Tsum	PALM OF HAND	1183	para			palm (of hand)	n.	1183	PALM OF HAND	2
1308	Tsum	MAT	195	parel			mat	n.	195	MAT	2
1309	Tsum			pargyangman			photographer	n.		???	
1310	Tsum			parke'			during	post.		???	
1311	Tsum			Paro			village, in upper Tsum	n.	930	VILLAGE	4
1312	Tsum			partsa			pot used while preparing liquor	n.		???	
1313	Tsum	CAMERA	2618	partse			camera	n.	2618	CAMERA	2
1314	Tsum	BURNING	1428	parwa			burn (intrans.)	v.	1428	BURNING	2
1315	Tsum			parwa			third eldest	adj.		???	
1316	Tsum			paśa			meat curry	n.		???	
1317	Tsum	FRIDAY	1692	pasang			Friday	n.	1692	FRIDAY	2
1319	Tsum	STEPFATHER	237	patshap			stepfather	n.	237	STEPFATHER	2
1320	Tsum	CALF	1989	pauru			calf	n.	1989	CALF	2
1321	Tsum			pawa			climb down	v.		???	
1324	Tsum			pe			sample	n.		???	
1325	Tsum			pe			trip over	v.		???	
1326	Tsum	VERY	1311	pe			very	adv.	1311	VERY	2
1328	Tsum	BOOK	963	pedza			book	n.	963	BOOK	2
1329	Tsum	SATURDAY	1700	pema			Saturday	n.	1700	SATURDAY	2
1330	Tsum			peni			pot used while making liquor	n.		???	
1331	Tsum	BELT	772	peṭi			belt	n.	772	BELT	2
1332	Tsum	SPINACH	975	petsal			spinach	n.	975	SPINACH	4
1334	Tsum			peyul			hidden valley; holy place	n.		???	
1335	Tsum	BOY	1366	peza			boy	n.	1366	BOY	2
1337	Tsum	GIRL	1646	peza			girl	n.	1646	GIRL	2
1339	Tsum			phadzen			clan, lineage	n.	302	CLAN	4
1340	Tsum			phakur			pancake made from of (wheat flour)	n.		???	
1341	Tsum	WOOL	964	phal			wool	n.	964	WOOL	2
1342	Tsum			phal khalwa			make thread from wool	v.		???	
1344	Tsum			phaltsap			sickle for cutting wood	n.		???	
1345	Tsum	PARENTS	505	phama			parents	n.	505	PARENTS	2
1347	Tsum			phandzun tikpa			agreement (living in harmony)	n.		???	
1348	Tsum			phang			lap	n.		???	
1349	Tsum			phang			small wheel to make thread	n.		???	
1350	Tsum			phanö memep			threadbare	adj.		???	
1351	Tsum	WOLF	522	phara			wolf	n.	522	WOLF	2
1352	Tsum			phare			porch	n.		???	
1353	Tsum			pharso			buckwheat plant	n.		???	
1354	Tsum			pharwa			second born, second eldest	adj.		???	
1355	Tsum			phaśi			property inherited by parents	n.		???	
1356	Tsum			phaśi gowa			share with	v.		???	
1357	Tsum	YEAST	967	phau			yeast	n.	967	YEAST	4
1358	Tsum	FOG	249	phãu tśhawa			mist	n.	249	FOG	2
1359	Tsum			phazen			relative (of father's side)	n.	1644	RELATIVES	4
1360	Tsum	FLOUR	1594	phe			flour	n.	1594	FLOUR	2
1362	Tsum	HALF	816	pheka			half	adj.	816	HALF	2
1363	Tsum			pheme			couple	n.		???	
1364	Tsum			phemenyipʌ			couples, spouse	n.	2514	SPOUSE	4
1366	Tsum			phepso			welcoming	n.		???	
1367	Tsum	STICK	1295	pherka			stick	n.	1295	STICK	2
1368	Tsum	USE (VERB)	2072	phetsö			use	n.	2072	USE (VERB)	2
1370	Tsum	AGAIN	204	philam			again	adv.	204	AGAIN	2
1371	Tsum			philim			film	n.	216	MOVIE	4
1372	Tsum			philo			buttock(s)	n.	834	BUTTOCKS	4
1373	Tsum	OUTSIDE	762	philo'			outside	adj.	762	OUTSIDE	2
1374	Tsum			phingṭa sorwa			frayed (rope), unkempt (hair)	v.		???	
1375	Tsum	FART	1159	phinṭi			fart	n.	1159	FART	2
1376	Tsum	FART	1159	phinṭi tangwa			fart	v.	1159	FART	2
1377	Tsum			phintsar			person who farts much	adj.		???	
1379	Tsum	JUMP	1829	phirwa			jump	v.	1829	JUMP	2
1380	Tsum	SMEAR	364	phiwa			smear	v.	364	SMEAR	4
1381	Tsum	STOMACH	819	phoa			stomach	n.	819	STOMACH	2
1382	Tsum			phoa nai			have stomach pain	adj.		???	
1384	Tsum	TELEPHONE	1379	phon			telephone	n.	1379	TELEPHONE	2
1385	Tsum			phonpo			healer, Tibetan style	n.		???	
1386	Tsum			phopa			take the food away from oven	v.		???	
1387	Tsum			phora			place to seat the father	n.		???	
1388	Tsum	BOWL	1530	phorwa			bowl	n.	1530	BOWL	2
1389	Tsum	GOAT	1502	phra			goat	n.	1502	GOAT	2
1390	Tsum			phra			tent, traditional, made of wool	n.	1316	TENT	4
1391	Tsum			phrã			mala; Buddhist rosary for counting prayers	n.		???	
1393	Tsum	STICK	1295	phreka			stick	n.	1295	STICK	2
1395	Tsum			phrokpa			snatch	v.		???	
1397	Tsum			phudzung			sleeve (of shirt)	n.	2953	SLEEVE	4
1399	Tsum	DEBT	1914	phulön			debt	n.	1914	DEBT	2
1400	Tsum	PUSH	1452	phulwa			push	v.	1452	PUSH	2
1401	Tsum			phumba			big pot	n.		???	
1402	Tsum			phumba			shift; transport	v.	2711	TRANSPORT	4
1403	Tsum	CORPSE	767	phungbo			corpse	n.	767	CORPSE	2
1404	Tsum	THURSDAY	1693	phurpa			Thursday	n.	1693	THURSDAY	2
1405	Tsum			Phurpe'			village, in upper Tsum	n.	930	VILLAGE	4
1406	Tsum			phya			marmot	n.		???	
1407	Tsum	HANG	2884	phyangba			hang	v.	2884	HANG	2
1408	Tsum	SWEEP	230	phyapba			sweep	v.	230	SWEEP	2
1409	Tsum	BUTTOCKS	834	pi			buttock	n.	834	BUTTOCKS	2
1410	Tsum	THIGH	800	pi			thigh	n.	800	THIGH	2
1412	Tsum	UP	1591	pila			up, above	adv.	1591	UP	2
1414	Tsum			pipa			pluck, take out	v.		???	
1416	Tsum			pö			black juniper, dro	n.		???	
1417	Tsum			pö			Tibet	n.		???	
1418	Tsum			pö			wild garlic	n.		???	
1422	Tsum			pö pidza			adult man	n.		???	
1424	Tsum	WOMAN	962	põibiza			woman	n.	962	WOMAN	2
1425	Tsum			pola			grass, species	n.	606	GRASS	4
1426	Tsum			pola			husk of wheat	n.		???	
1427	Tsum			polda			food made from fried grain flour	n.		???	
1428	Tsum			pombo			leader	n.		???	
1430	Tsum			ponpo			chief of village	n.		???	
1431	Tsum			pöpa			Tibetan	n.		???	
1434	Tsum	SPILL (SOMETHING)	3130	powa			spill	v.	3130	SPILL (SOMETHING)	2
1435	Tsum			pra			blanket (made from yak fur)	n.	806	BLANKET	4
1436	Tsum	HILL	614	prak			hill	n.	614	HILL	2
1437	Tsum	CHEST	1592	prang			chest	n.	1592	CHEST	2
1438	Tsum	HONEY	942	prangdzi			honey	n.	942	HONEY	2
1440	Tsum			prangtsang			hive	n.		???	
1441	Tsum	SCRATCH	1436	prase gyawa			scratch	v.	1436	SCRATCH	2
1442	Tsum	SPIDER	843	praula			spider	n.	843	SPIDER	2
1444	Tsum	TASTY	1813	praula yamu			tasty	adj.	1813	TASTY	2
1445	Tsum	ANT	587	praumu'			ant	n.	587	ANT	2
1446	Tsum			pre			counting; enumeration	n.		???	
1447	Tsum			pre:ngan			monkey; grey langur	n.	1350	MONKEY	4
1449	Tsum			prika			cream on the surface of the yoghurt	n.		???	
1450	Tsum	SNEEZE	1621	pripa			sneeze	n.	1621	SNEEZE	2
1451	Tsum	MONKEY	1350	priu			monkey	n.	1350	MONKEY	2
1452	Tsum			prö tśangwa			make one run away	v.		???	
1453	Tsum	ANGRY	1826	prolangwa			angry	v.	1826	ANGRY	2
1454	Tsum	RUN AWAY	2142	pröwa			run away	v.	2142	RUN AWAY	4
1455	Tsum	TASTY	1813	prowa śimbo			tasty	adj.	1813	TASTY	2
1456	Tsum			pru'pa			shake off dust	v.		???	
1457	Tsum			prukpa			shake head; shake off dust	v.		???	
1458	Tsum			prüpa			scratch (get relief from itching)	v.	1436	SCRATCH	4
1459	Tsum	DIG	1418	pruwa			dig	v.	1418	DIG	2
1460	Tsum	WRITE	1672	pruwa			write	v.	1672	WRITE	2
1461	Tsum	COVER	761	pu			cover	n.	761	COVER	2
1463	Tsum	GO	695	püba			go	v.	695	GO	2
1464	Tsum	DONKEY	1862	pũgu			donkey	n.	1862	DONKEY	2
1465	Tsum	POLICE	656	pulis			police	n.	656	POLICE	4
1466	Tsum			pulön			loan	n.		???	
1467	Tsum			puma tsumpa			kneel down	v.		???	
1468	Tsum			pumba			phurba, ritual dagger, associated with Vajrakila (Yidam, Dorje Phurba)	n.		???	
1469	Tsum	KNEE	1371	pumo			knee	n.	1371	KNEE	2
1470	Tsum			pun			kin	n.	194	FAMILY	4
1471	Tsum	POUR	1487	pung			pour	v.	1487	POUR	2
1472	Tsum	WRIST	799	pungba			wrist	n.	799	WRIST	2
1473	Tsum			pupa			bellows	n.		???	
1474	Tsum	DOVE	1853	püren			pigeon	n.	1853	DOVE	2
1475	Tsum			puśa			pipe to make the fire burn	n.		???	
1477	Tsum			putśung			youngest	adj.		???	
1478	Tsum			puwa			fix (a tent)	v.	3074	FIX	4
1479	Tsum	FOAM	1768	pwa			foam	n.	1768	FOAM	2
1481	Tsum	SAND	671	pyã			sand	n.	671	SAND	2
1482	Tsum	HANG	2884	pyangwa			hang	v.	2884	HANG	2
1483	Tsum			ra			floor where animals are kept (lower floor of house)	n.		???	
1484	Tsum	GOAT	1502	ra			goat	n.	1502	GOAT	2
1485	Tsum	ONLY	1580	ra'			only	adv.	1580	ONLY	2
1486	Tsum			rabo			castrated he-goat	n.		???	
1487	Tsum			Ratśen Dźangdźu tśhöling gomba			monastery (nunnery), Rachen gomba	n.		???	
1488	Tsum			Ratśen gomba			monastery (nunnery), Rachen gomba	n.		???	
1489	Tsum			rak			brass	n.		???	
1490	Tsum			rak dźaũ			wild-fowl	n.		???	
1492	Tsum			rang			emphatic suffix	pron.		???	
1493	Tsum			rangdö tśhempo			selfish	adj.		???	
1495	Tsum	EARTHWORM	2350	rangmu			earthworm	n.	2350	EARTHWORM	2
1496	Tsum			rangmu			feel cold	v.		???	
1497	Tsum			rangśi gyawa			commit suicide	v.		???	
1499	Tsum			raptśung dumba			cut pigtail	v.		???	
1502	Tsum			rel tśüba			creased; wrinkled	v.	380	WRINKLED	4
1503	Tsum			Rentsam			village, in lower Tsum	n.	930	VILLAGE	4
1505	Tsum			reta'			piece of cloth used to block the vapour while making liquor	n.		???	
1506	Tsum	HOPE	1092	rewa			hope	v.	1092	HOPE	2
1507	Tsum			ri pha'			boar (wild pig)	n.	1348	BOAR	4
1508	Tsum			ri, ri'			caste	n.		???	
1509	Tsum	HILL	614	ria			hill	n.	614	HILL	2
1510	Tsum	RABBIT	1136	ribung			rabbit	n.	1136	RABBIT	2
1511	Tsum	HILL	614	riga			hill	n.	614	HILL	2
1512	Tsum			riksung			culture	n.		???	
1514	Tsum			rimbotśe			Rinpoche; the highest ranking monk	n.		???	
1515	Tsum	WRINKLE	2294	rimpa tshewa			wrinkle	v.	2294	WRINKLE	2
1516	Tsum	PICTURE	2401	rimu			picture	n.	2401	PICTURE	2
1517	Tsum			rinang tśenpo			valuable	adj.		???	
1518	Tsum			ringa			longer	adj.		???	
