ID	DOCULECT	CONCEPT	CONCEPTID	TRANSCRIPTION	SEGMENTS	COGID	GLOSS	nepaleseGloss	pos	headword	semanticDomain
1937	Kagate	RELIGION	661	ᶫmiba			religion;attention, prayer	धर्म;ध्यान, प्रार्थना	n	मीःबा	4.9
1938	Kagate	EYELASH	1540	mibu			eyelash	आँखी रौँ, परेला	n	मीबु	6.3.1.1
1939	Kagate	EYEBROW	1173	mibur			eyebrow	आँखी भौँ	n	मीबुर	2.1.1
1940	Kagate	REED	659	mima			reed, small bamboo of cane species	निगालो	n	मीमा	6.6.4.2
1941	Kagate			mijam			eye disease	आँखाको रोग	n	मीयाम	2.5.2
1942	Kagate			ᶫmiroi			alien	पराई	n	मीःरोइ	
1943	Kagate			mirkaŋ			retinal blood vessel	आखाको मासी		मीर्काङ	5.7
1944	Kagate			mila tʰala ᶫkʲap‍tse			to deceived	भ्रममा पार्नु	v	मीला थाला क्‍याःप्‍चे	4.3.5.5
1945	Kagate	DREAM	2374	milam			dream	सपना	n	मीलाम	5.7.2
1946	Kagate	LIFE	210	ᶫmili			life	जीवन	n	मीःली	2.6.4
1947	Kagate			ᶫmili / ᶫmidzʲu			lifetime	जीवनकाल	n	मीःली / मीःज्‍यु	8.4.1
1948	Kagate			ᶫmilik			lightning (thunderbolt)	चमक्क	n	मीःलीक	1.1.3.6
1949	Kagate			ᶫmiluk			type of sheep	मधेस भेडा	n	मीःलुक	
1950	Kagate	MACHINE	144	misin			machine	मेसिन	n	मीसीन	6.2.4.3
1951	Kagate	JEALOUSY	2016	miser			jealousy, envy	डाह	adj	मीसेर	
1952	Kagate	JEALOUS	2821	misere			envious, jealous	ढाडे	adj	मीसेरे	3.2.4.3
1953	Kagate			mu			gender marker for female	नि (स्त्री)		-मु	
1954	Kagate	CLOUD	1489	muk‍pa			cloud	बादल		मुक्‍पा	1.2.3.3
1955	Kagate			muk‍pa sodze			to be/become foggy or cloudy	कुहिरो लाग्नु, बादल लाग्नु	v	मुक्‍पा सोजे	1.1.3
1956	Kagate	TERMITE	883	muk‍se			termite	धमिरा	n	मुक्‍से	1.6.1.7
1957	Kagate			ᶫmukse			private food	पेवा खाना	n	मुःक्से	3.3.1.2
1958	Kagate	FAMINE	199	ᶫmugi			famine, scarcity (of food), epidemic	अनिकाल, महामारी	adj	मुःगी	6.2.5.2
1959	Kagate	BITE	1403	mudze			to bite, to snap at;sting, prick;to cheat by flattery, to defraud	टोक्नु;चिल्नु;डाँस्‍नु	v	मुजे	1.6.4
1960	Kagate	DEEP	1593	ᶫmuᶫtiŋ‍la			deep	गहिरोमा		मुःतीःङ्‍ला	8.5.1.3.2
1961	Kagate			ᶫmunᶫmun ᶫpedze			to babble	बडबडाउनु	v	मुःन-मुःन पेःजे	
1962	Kagate	DARKNESS	11	ᶫmunak			darkness	अँध्यारो	adj	मुःनाक	8.3.3.2
1963	Kagate	BLANKET	806	mun‍ɖi			blanket	कम्बल	n	मुन्‍डी	
1964	Kagate			ᶫmurkʲuk			senseless	दोखी	adj	मुःर्क्‍युक	
1965	Kagate			ᶫmurkʲuk			senseless	असुद्धी	adj	मुःर्क्युक	3.5.1.7.3
1966	Kagate	KNEAD	274	murtse			to knead, to rub	मालिस गर्नु, माड्नु	v	मुर्चे	5.4.5
1967	Kagate	BITE	1403	ᶫmurtse			to bite	टोक्नु	v	मुःर्चे	5.2.2
1968	Kagate	HAMMER	1481	murtuŋ			hammer	सानो ट्वाकट्वाकी	n	मुर्तुङ	6.6.5.3
1969	Kagate	SILVER	759	mul			silver	चाँदी	n	मुल	
1970	Kagate			mul kʲaᶫlam			main road	मुख्य बाटो	adv	मुल क्यालाःम	6.5.4.1
1971	Kagate	DOWN OR BELOW	2094	ᶫmula			below, under, beneath, down	मुनि, तल	adv	मुःला	8.5.1.3.2
1972	Kagate	SWEAT (SUBSTANCE)	125	muldzʲu			sweat	पसिना	n	मुल्ज्यु	
1973	Kagate			mul‍laŋ			silver mines	चाँदी खानी	n	मुल्‍लाङ	
1974	Kagate	GUNPOWDER	1798	musik			gunpowder	बारुद	n	मुसीक	6.4.3
1975	Kagate			ᶫmusʲa			private property	पेवापात	n	मुःस्‍या	3.3.1.2
1976	Kagate	FIRE	221	ᶫme			fire	आगो	n	मेः	2.6.6.3
1977	Kagate	FLAME	889	ᶫmekiam			flame, fire	उल्का	n	मेःकीआम	1.2.1.2
1978	Kagate			ᶫmeᶫko			refuse (polite)	भैँ गो	interj	मेःकोः	3.4.2.1.1
1979	Kagate			ᶫmek‍sen			firebrand	अगुल्टो (आगोको बिउ)	n	मेःक्‍सेन	
1980	Kagate			ᶫmeŋ‍gal			burning slog of wood	अगुल्टो	n	मेःङ्‍गाल	5.5.2
1981	Kagate	STOOL	2058	metsaŋa			stool, excretion	दिसा	n	मेचाङा	
1982	Kagate			ᶫmedaŋ			small dry branch (as of a tree)	सिटो	n	मेःदाङ	
1983	Kagate	PINE	1740	ᶫmedaŋa			conifer, pine	सल्‍लो	n	मेःदाङा	1.5.1
1984	Kagate			ᶫmedok			donation, charity	चन्दा, दान	n	मेःदोक	6.8.3.2
1985	Kagate			ᶫmedok ᶫtakpu			donor	दान दाता	n	मेःदोक ताःक्पु	6.8.3.2
1986	Kagate	MEDICINE	1372	men			medicine	औषधी	n	मेन	6.6.5.2
1987	Kagate			men tsʰoŋ‍ba			medicine dealer	औषधी व्यापारी	n	मेन छोङ्‍बा	2.5.7.1
1988	Kagate			mena			spice	मसला	n	मेना	5.2.3.3.3
1989	Kagate			ᶫmeᶫnadze			not ill	निरोगी	adj	मेःनाःजे	2.5
1990	Kagate	BOWL	1530	ᶫmen‍dzʲa			bowl	कचौरा, बटुक	n	मेःन्‍ज्‍या	5.2.2.8
1991	Kagate			men‍dzʲu			treatment	उपचार	n	मेन्‍ज्‍यु	6.3.8
1992	Kagate	PERSON	683	ᶫmen‍da			person	जना	clf	मेःन्‍दा	
1993	Kagate	FLOWER	239	ᶫmen‍do			flower	फुल	n	मेःन्‍दो	1.5.1
1994	Kagate	GUN	1566	ᶫmebak			gun, rifle	बन्दुक	n	मेःबाक	4.6.6.1
1995	Kagate	FLAME	889	ᶫmebuŋ			flame;large fire	आगोको ज्वाला, आगोको भट्टी;ठुलो आगो	n	मेःबुङ	5.5.1
1996	Kagate			ᶫmebuŋ tsʰawa			high fever	चर्को ज्वरो	adv	मेःबुङ छावा	
1997	Kagate	FLUTE	777	memu			flute	मुरली	n	मेमु	4.2.3.5
1998	Kagate	GRANDFATHER	1383	ᶫmeme			grandfather	बाजे, हजुरबुबा	n	मेःमे	4.1.9.1.1
1999	Kagate	NOT	1240	ᶫmejoŋe			not	हुँदैन	interj	मेःयोङे	9.4.6.1
2000	Kagate			ᶫmerak			forest-fire	डढेलो	n	मेःराक	5.5.1
2001	Kagate	PERSON	683	ᶫmeraŋ			person	जना		मेःराङ	
2002	Kagate			ᶫmertsʲak			flint-stone;matchstick	चकमक;सलाई	n	मेःर्च्‍याक	2.3.1.9
2003	Kagate			ᶫmelaŋ			bamboo basket placed over the hearth	सराङ	n	मेःलाङ	6.6.3.2
2004	Kagate	FESTIVAL	131	ᶫmeliŋ			festival	चाडपर्व, चाड	n	मेःलीङ	4.2.2.2
2005	Kagate	EAGLE	1905	ᶫmele			eagle	चिल	n	मेःले	1.6.1
2006	Kagate			melep‍tse			absent, not present	अनुपस्थित	adj	मेलेप्‍चे	8.5.3.1
2007	Kagate			ᶫmelok‍pa			use obscene word	मनपरी	adj	मेःलोक्‍पा	3.5.1.1.8
2008	Kagate			ᶫmeᶫlok‍pa teŋ‍dze / latse			to use obscene words or display	अश्लील शब्द प्रयोग गर्नु वा देखाउनु	v	मेःलोःक्‍पा तेङ्‍जे / लाचे	3.4.2.4.3
2009	Kagate	GLASS	604	ᶫmeloŋ			glass, mirror	सीसा, ऐना	n	मेःलोङ	4.2.6.2
2010	Kagate	COAL	2658	ᶫmel‍dok			coal	अँगार	n	मेःल्‍दोक	
2011	Kagate			ᶫmesʲa			live coal with ashes	भुतभुते	n	मेःस्‍या	5.5.4
2012	Kagate			ᶫmesʲur			bonfire	आगोको लप्को	n	मेःस्‍युर	5.5.1
2013	Kagate			ᶫmesʲoŋ			pipe or tube used for blowing the fire (bamboo)	ढुङ्ग्री	n	मेःस्‍योङ	5.5.1
2014	Kagate			ᶫmo			divination;she	बर्मा, जोखाना;उनी	n	मोः	4.9.4.7
2015	Kagate			mogen‍di			ploughman, person who plough land for cultivation,	हली	n	मोगेन्‍दी	6.2.7
2016	Kagate	PUBIC HAIR	36	moŋ			pubic hair	गुप्त अङ्गा वरिपरिको रौँ	n	मोङ	2.1.5
2017	Kagate	PLOUGH	1921	modze			to plough	जोत्नु	v	मोजे	6.6.6
2018	Kagate			ᶫmodzʲaŋ			lover	प्रेमीका	n	मोःज्‍याङ	4.1.1.1
2019	Kagate	SOYA BEAN	2028	moʈe / moʈi			soya bean	भटमास	n	मोटे / मोटी	6.2.5.1
2020	Kagate			mone			unbroken rice, grain offered in worship or used in religious ceremonies	अछेता	n	मोने	
2021	Kagate			mobel			cellphone	मोबाइल	n	मोबेल	3.5.9.2
2022	Kagate	WIDOW	1756	ᶫmoraŋa / ᶫmoraŋ‍mu			widow	विधुवा	n	मोःराङा / मोःराङ्‍मु	4.1.9.3
2023	Kagate			molam			blessing	आशिष	n	मोलाम	2.6.6.3
2024	Kagate			molam pedzʲa			type of lama's book	आशिष पुस्तक	n	मोलाम पेज्‍या	8.2.5.1
2025	Kagate	SNOUT	2200	molo			muzzle	मोहोलो	n	मोलो	
2026	Kagate	RUB	1449	mol‍dze			to rub	घस्‍नु, मोल्नु	v	मोल्‍जे	7.7.5
2027	Kagate			mol‍dzʲa			blade of the plough	फाली	n	मोल्‍ज्‍या	6.2.8
2028	Kagate	COST	242	ᶫmol‍dzʲaŋ			cost, rate	मोल, दर	n	मोःल्‍ज्‍याङ	7.5.9
2029	Kagate			mos‍ne			eraser	मेट्ने	n	मोस्‍ने	3.6.2
2030	Kagate	NOT	1240	ᶫm‍ja			not	छैन	v	म्‍याः	3.3.2.2
2031	Kagate			ᶫm‍jau ᶫm‍jau			miaow, sound of a cat	म्याउँ-म्याउँ, बिरालोको आवाज	Onom	म्‍याःउ म्‍याःउ	6.3.1.6
2032	Kagate	WITHOUT	1478	ᶫm‍jana			without	बिना	adv	म्‍याःना	9.6.1.6
2033	Kagate	IMPORTANT	1285	ᶫm‍japai			important	नभइ	adv	म्‍याःपाइ	3.1.1
2034	Kagate			ᶫm‍japai ᶫmeoŋen‍di			basic	आधारभूत	adj	म्‍याःपाइ मेःओङेन्‍दी	8.3.7.5.1
2035	Kagate			ᶫm‍japai ᶫlega			wrong work	गलत काम	adj	म्‍याःपाइ लेःगा	4.7.9.2
2036	Kagate			ᶫm‍jaba / ᶫm‍japa			is not	छैन		म्‍याःबा / म्‍याःपा	3.3.1.8
2037	Kagate	IMPORTANT	1285	ᶫm‍jabai			important	नभइ	adv	म्‍याःबाइ	8.3.7.5
2038	Kagate	RABBIT	1136	ᶫe			rabbit;yes I have	खरायो वर्ग;छ (जवाफ)	n	एः	6.3.1.6
2039	Kagate			ẽ-ẽ			sound of a crying child	बच्‍चा रोएको आवाज	Onom	एँ-एँ	9.4.6
2040	Kagate			ᶫekʲok ᶫm‍jakʲok			all of	भए-नभएको	adj	एःक्‍योक म्‍याःक्‍योक	3.5.5
2041	Kagate	BE	1579	ᶫetse			be	हुनु	v	एःचे	4.4.2
2042	Kagate			ᶫetsʲuk			it's okay	भैगो	interj	एःच्‍युक	3.4.1.2.2
2043	Kagate			ᶫet‍tsʰe			this size, such size	यत्रो	adj	एःछ्‍छे	4.6.7.1
2044	Kagate			edzukle			in this way	यसरी (जवाफ)	adv	एजुक्‍ले	
2045	Kagate			ᶫedzuk‍le			like this?	यसरी (सवाल)	adv	एःजुक्‍ले	
2046	Kagate			ᶫedze			this much	यति		एःजे	6.8.4.3
2047	Kagate			ᶫedzetsʲa			about this much	यति जति	adv	एःजेच्‍या	9.4.4
2048	Kagate			ᶫedzeba			this much	यतिको		एःजेबा	
2049	Kagate			edzera			only this much	यति नै	adv	एजेरा	
2050	Kagate			ᶫedzera			only this/that much	त्यति नै	adv	एःजेरा	
2051	Kagate			ᶫedzela			at this time	यतिमा	adv	एःजेला	8.4.6.3.1
2052	Kagate			ᶫen			charity	दान	n	एःन	
2053	Kagate			ᶫen pʰuldze			to present	चढाउनु	v	एःन फुल्जे	3.3.5
2054	Kagate			ᶫenaŋ			even	भए पनि	conn	एःनाङ	9.6.1.1
2055	Kagate	BETRAY	1902	en‍dze			to deceive	छल्नु	v	एन्‍जे	2.5.6.5
2056	Kagate			ᶫen‍ɖuba			such, this kind	यस्तो	adv	एःन्‍डुबा	3.3.4
2057	Kagate			en‍ɖule			in this manner	यसरी	adj	एन्‍डुले	3.2.4.1
2058	Kagate			ᶫen‍ɖule			thus, in this manner	यसरी	adv	एःन्‍डुले	9.4.4.6.3
2059	Kagate	IN VAIN	1765	ᶫen‍daraŋ			in vain;free;without reason	व्यर्थ;सित्तैमा, त्यसै, त्यतिकै;बिना कारण	adv	एःन्‍दाराङ	3.5.8.2
2060	Kagate	RICH	712	ᶫeputsen			rich	हुने खाने, धनी	adj	एःपुचेन	5.2.6
2061	Kagate			ᶫeba			is it?	छ (सवाल)	interj	एःबा	3.2.2.3
2062	Kagate			ermaŋ			hot spice similar to black pepper	टिम्मुर	n	एर्माङ	5.2.3.3.3
2063	Kagate			ᶫehoi			oh!, word used to express grief, pain or unpleasant surprise	आह	interj	एःहोइ	9.6.3.7
2064	Kagate			ja-ja			take-take	लिउ-लिउ	interj	या-या	6.4.6
2065	Kagate			jã-jã			sound of child crying	च्याँच्याँ, बच्‍चा रोएको अवाज	Onom	याँ-याँ	2.6.4.1
2066	Kagate	BUY	1869	ᶫjaŋ			but	तर	conn	याःङ	9.4.4
2067	Kagate			jaŋ‍gu			small part drawn from something given to somebody so that one wouldn't lose one's good luck.	दुमो	n	याङ्‍गु	6.8.6
2068	Kagate	HONEST	1120	jaŋ‍tsʰaŋ‍bu			humbleness, honest	नम्रता, इमानदार	adj	याङ्‍छाङ्‍बु	3.5.6.4
2069	Kagate			jaŋ‍tsʰ‍ʲak‍pu			gentleman	ज्ञानी, भलाद्मी	adj	याङ्‍छ्‍याक्‍पु	4.3.7
2070	Kagate			jaŋdzi			Yangji (name of a person)	याङजी	n	याङ्जी	9.7.1.1
2071	Kagate	LIGHT (WEIGHT)	1052	ᶫjaŋ‍di			light	हलुका	adj	याःङ्‍दी	8.2.9.2
2072	Kagate	UP	1591	ᶫjat‍tsi			up	माथि	adj	याःच्‍ची	
2073	Kagate	ITCH	148	jadze			to itch	चिलाउनु	v	याजे	2.5.6
2074	Kagate			ᶫjadze			to flourish	सप्रनु, मौलिनु, सुध्रिनु	v	याःजे	1.5.6
2075	Kagate			ᶫjaᶫtak‍tse			habits	चाला	n	याःताःक्‍चे	7.1
2076	Kagate			jatajat			transportation	यातायात	n	यातायात	7.3.8
2077	Kagate			ᶫjatʰak			welfare	भलो	adj	याःथाक	4.3.5.2
2078	Kagate			ᶫjatʰak‍tse			good habit	राम्रो मात्ति	n	याःथाक्‍चे	7.1
2079	Kagate			ᶫjatʰak‍pa			do worthy (of person)	भलो गर्ने		याःथाक्‍पा	4.3.7.2
2080	Kagate	RUST	3064	jaduk			rust	खिया	n	यादुक	1.2.2.3
2081	Kagate	FATHER	1217	ᶫjap			father	बाबा, बुबा	n	याःप	4.1.9.1.2
2082	Kagate			ᶫjap-ᶫjum			Father-Mother	बा-आमा	n	याःप-युःम	4.1.9.4
2083	Kagate			ᶫjaᶫpedze			to do good	राम्रो गर्नु	v	याःपेःजे	3.5.1.4.4
2084	Kagate	WELL	954	ᶫjaᶫpedi			well, in good or proper manner or degree	राम्ररी	adv	याःपेःदी	7.2.6.4
2085	Kagate			jap‍tse			to come again and again to get something (being lured with a previous taste.)	पल्किनु	v	याप्‍चे	
2086	Kagate			ᶫjap‍raŋ / ᶫjarpaŋ			type of big frog	पाहा	n	याःप्‍राङ / याःर्पाङ	1.4
2087	Kagate	ROTTEN	1728	jabi			rotten	पानी चरेको आलु, पिँडालु, मुला आदि	adj	याबी	
2088	Kagate	FINE (PENALTY)	218	ᶫjabu			fine, good, beautiful, pretty, handsome	राम्रो, स्पष्ट, प्रभावकारी	adj	याःबु	5.4
2089	Kagate			ᶫjabule			prettily	राम्ररी	adv	याःबुले	3.2.3
2090	Kagate			ᶫjama			ulceration of the nose	पिनास	n	याःमा	
2091	Kagate			ᶫjama ᶫdzʲari			sinusitis weeds (type of herbs)	पिनासे घाँस, पिनासे झार	n	याःमा ज्याःरी	2.5.7.5
2092	Kagate			ᶫjamatsʰak			surprise	अचम्म, आश्चर्य	interj	याःमाछाक	9.4.4.6
2093	Kagate			ᶫjamatsʰak‍ka			amazed	ट्वाल्‍ल, छक्क, अलमल्‍ल	interj	याःमाछाक्‍का	3.4.1.3
2094	Kagate			jamaʈen‍dzen			expression for surprise or grief	आम्मै	interj	यामाटेन्‍जेन	3.4.1.3
2095	Kagate			jamala			oh!	आम्मै हो	interj	यामाला	
2096	Kagate			ᶫjam‍tsʰetse			to aim at with a stick	मच्‍चाउनु	v	याःम्‍छेचे	4.8.2.2
2097	Kagate			jam‍dar			behaviour	बानी ब्यहोरा	n	याम्‍दार	2.3.1.8.2
2098	Kagate			ᶫjam‍ba			moment	छिन	n	याःम्‍बा	
2099	Kagate			ᶫjam‍ba tsig			some time, one moment	एक छिन	adv	याःम्‍बा चीग	8.4.6.2.1
2100	Kagate			ᶫjam‍bai-ᶫjam‍ba			Repeatedly	पटक-पटक	adv	याःम्‍बाइ-याःम्‍बा	8.4.6.6.3
2101	Kagate			ᶫjam‍bu			Kathmandu	काठमाण्डौं	n	याःम्‍बु	9.7
2102	Kagate			ᶫjar ᶫmar			state of being high or low	तल माथि	adj	याःर माःर	3.4.2.5
2103	Kagate			ᶫjar lu			type of song (selo)	ठाडो सेलो गीत		याःर लु	4.2.3.3
2104	Kagate			jarka			rain mass, summer season	बर्खा, वर्षा याम	n	यार्का	8.4.1.5
2105	Kagate	WEDDING	1259	ᶫjarka			wedding, marriage	विवाह	n	याःर्का	
2106	Kagate			ᶫjarka ᶫkʲap‍tse			to do marriage	विवाह गर्नु	v	याःर्का क्‍याःप्‍चे	2.6.2.1
2107	Kagate			jarkʰuŋ			rain mass, summer season	वर्षा मास	n	यार्खुङ	
2108	Kagate			jartse			to have itching irritation on the tongue	कोक्याउनु	v	यार्चे	2.5.3.2
2109	Kagate			ᶫjarto / ᶫjarso			prosperity	भलो मति, उन्‍नति	n	याःर्तो / याःर्सो	4.4
2110	Kagate			jarpok			causing an itching	खिरूवा	adj	यार्पोक	
2111	Kagate	UP	1591	ᶫjarla			up, above, upstairs	माथि, उँभो, माथि	adv	याःर्ला	7.2.2
2112	Kagate			ᶫjarlen			upward	उँभौली	n	याःर्लेन	
2113	Kagate			jarsiŋ			stock of firewood	कचेट	n	यार्सीङ	
2114	Kagate			jal			yawning	हाइ	n	याल	2.2
2115	Kagate			jalok			type of arum the root of which is eaten	पिँडालु	n	यालोक	5.2.3.1.5
2116	Kagate			ᶫjal‍ga			branch of tree	डाले, हाँगा	n	याःल्‍गा	1.5.5
2117	Kagate			jalmu			forest woman wizard	वन झाँक्री नि	n	याल्मु	
2118	Kagate			jiu			not believable	अपत्यारिलो	adv	यीउ	9.4.6.1
2119	Kagate			ᶫju-ᶫjula			top-up	माथि-माथि	adv	युः-युःला	8.5.1.3
2120	Kagate			ᶫjuᶫkaŋ			hill top	माथि डाँडा	adv	युःकाःङ	8.5.2.4
2121	Kagate			ᶫjukʰa			top floor	माथिल्‍लो तला	adv	युःखा	6.5.2.8
2122	Kagate			ᶫjuga			sixth month in the Hindu calendar (Sept-Oct)	असोज	n	युःगा	
2123	Kagate			ᶫjugere			traveller	डुलुवा	adv	युःगेरे	4.3.1.3.1
2124	Kagate	TURMERIC	2842	ᶫjuŋa			turmeric	बेसार	n	युःङा	5.2.3.1.5
2125	Kagate			judze			to wander, to tour	डुलाउनु, घुमाउनु	v	युजे	
2126	Kagate			ᶫjudze			to turn round, to wander around	घुम्नु, डुल्नु	v	युःजे	4.2.9
2127	Kagate	MOTHER	1216	ᶫjum			mother	आमा	n	युःम	4.1.9.1.2
2128	Kagate			jurija			urea	युरिया	n	युरीया	1.1.1.3
2129	Kagate			ᶫjurtse			to weed and dig round plants	गोड्नु	v	युःर्चे	6.2.1.7.2
2130	Kagate	VILLAGE	930	ᶫjul, ᶫjul			village	गाउँ	n	युःल	4.6.7.3
2131	Kagate			ᶫjul ᶫsan pedam			riddle story	कथा (गाउँखाने)	n	युःल साःन पेदाम	
2132	Kagate			ᶫjulba			villagr	गाउँले, समाज	n	युःलबा	5.2.2.3
2133	Kagate	UP	1591	ᶫjula			up	माथि	prt	युःला	8.5.1.3.1
2134	Kagate			jul‍dze			to make gloomy;to cleanse the remains of meal with cow-dung	मस्याइलो बनाउनु;लोटाउनु	v	युल्‍जे	
2135	Kagate			jen‍dze			to be absent-mineded	टोलाउनु	v	येन्‍जे	7.3.3
2136	Kagate	DELIGHT	1271	jok‍po			kindly, please	कृपया	n	योक्‍पो	9.6.3.8
2137	Kagate	HANDLE	1254	ᶫjoga			handle	बिँड	n	योःगा	6.2.8
2138	Kagate	STORE	752	ᶫjoŋ			rolled up matting made of bamboo-straps for storing grain, store	भकारी, भण्डार	n	योःङ	5.2.1.4
2139	Kagate	SHAKE	1909	joŋ‍dze			to shake	हल्‍लाउनु	v	योङ्‍जे	7.3.1.3
2140	Kagate			ᶫjoŋ‍dze			to loiter aimlessly	लरखराउनु, हल्‍लिनु	v	योःङ्‍जे	7.3.4
2141	Kagate	COOK (SOMETHING)	1100	jodze			to cook	पकाउनु	v	योजे	5.2.1
2142	Kagate			jodzen‍ma			gossip	फट्याइँ गर्ने माहिला (कुराउटे)	n	योजेन्‍मा	4.3.5.5
2143	Kagate			jõdo			tool used when frying wheat	गहुँ भुट्न प्रयोग गरिने साधन	n	योँदो	
2144	Kagate	FOOD	256	jop‍ta			food	खाना	n	योप्‍ता	5.2
2145	Kagate			joba			disciple	चेला	n	योबा	4.5.4.5
2146	Kagate			joma			chicken (female bird);left	पोथी;बायाँ	adj	योमा	1.6.1.2
2147	Kagate	SIDE	682	joma tsʰ‍ʲole			left side	बायाँपट्टि		योमा छ्‍योले	8.5.1.2
2148	Kagate			ᶫjol‍dze			to pass through a sieve, to sift	छिन्काउनु, छान्‍नु (नाङ्लोमा)	v	योःल्‍जे	1.1.2.1
2149	Kagate	KITCHEN	1365	josa			kitchen	भान्साकोठा	n	योसा	6.5.1
2150	Kagate	GOAT	1502	ᶫra			goat	बाख्रा	n	राः	5.2.3.2
2151	Kagate	ONLY	1580	ra / ᶫra			only, particle to express definiteness, emphasis	-नै	prt	रा / राः	
2152	Kagate			raka			particle to show emphasis	पो, त		-राका	9.6.2.8
2153	Kagate			rãke			type of diseases of maize	साराङ्गे, राँके	n	राँके	
2154	Kagate			ᶫrak‍tok			Bhujel, Gharti (caste)	घर्ती, भुजेल जाती	n	राःक्‍तोक	9.7.1.3
2155	Kagate			ᶫrak‍pa			band (made from jute thread) used to place round one's forehead when carrying loads on the back	नाम्लो	n	राःक्‍पा	6.6.3.1
2156	Kagate			ᶫrak‍pa ᶫbu			type of diseases of cow or buffalo	नाम्ले रोग	n	राःक्‍पा बु	6.3.8.1
2157	Kagate			ᶫraksaŋ			type of pot	टब, आरी	n	राःक्साङ	
2158	Kagate	FIGHT	1423	ᶫragam			fight, quarrel, attack	झगडा, लडाइ, झगडा, हमला	n	राःगाम	4.2.6.2
2159	Kagate			rãgepaʈe			mosaic	राघेपाटे, टाटेपाटे	adj	राँगेपाटे	8.3.3.3.5
2160	Kagate	YOU	1213	ᶫraŋ			you;self	तपाई;आफू	pro	राःङ	2.6.4.5
2161	Kagate			ᶫraŋ-ᶫraŋ			clamor-own	आँ-आफ्नै	adj	राःङ-राःङ	8.5.1.5
2162	Kagate			ᶫraŋ-ᶫraŋgi tam			personal matters	व्यक्तिगतकुरा	adv	राःङ-राःङगी ताम	3.5.1.5.3
2163	Kagate	SELF	1993	ᶫraŋ‍gi			self;own	आफैले, आफ्नै;आफ्नो	pro	राःङ्‍गी	8.1.1.1.1
2164	Kagate	OWN	684	ᶫraŋ‍gidi			own	साकै, आफ्नै	pro	राःङ्‍गीदी	4.1.9.1
2165	Kagate	RELATIVES	1644	ᶫraŋᶫnaŋ			relative	आफन्त		राःङ्नाःङ	2.6.2.3
2166	Kagate			ᶫraŋ‍ra			himself	आफै	pro	राःङ्‍रा	6.8.1.5
2167	Kagate	NEXT	1354	ᶫraŋ‍sa			next, other;other	अर्को, अर्का, अरू;पराइ	adj	राःङ्‍सा	8.4.5.1.1
2168	Kagate			ᶫraŋ‍sa-ᶫraŋ‍sa			another-another	अर्का-अर्को	adj	राःङ्‍सा-राःङ्‍सा	3.2.1.1
2169	Kagate			ᶫraŋ‍sa-ᶫraŋ‍sara			another-another	अर्को-अरकै	adv	राःङ्‍सा-राःङ्‍सारा	8.3.1.8.1
2170	Kagate			ᶫraŋ‍sala kʲurtse			to take sides	पक्षपात गर्नु	v	राःङ्‍साला क्‍युर्चे	4.7.9.1
2171	Kagate			ᶫraŋ‍siŋ tsʰe			animistic religion	प्राकृतिक धर्म	n	राःङ्‍सीङ छे	4.9.7.7
2172	Kagate			ᶫradzʲũ			band rope (made from jute thread) used to place round one's forehead when carrying loads on the back	बरियो (नाम्लोको डोरी)	n	राःज्‍युँ	6.7.5
2173	Kagate			ᶫradal			sackcloth	भाङ्ग्रो (लुगा)	n	राःदाल	6.6.1.4
2174	Kagate			ran‍ɖa			planer	रन्दा	n	रान्‍डा	6.5.3.1
2175	Kagate			ᶫrap‍tse			word of abuse	आँठे, मोरो	n	राःप्‍चे	
2176	Kagate			ᶫrap‍ne			reverence	श्रद्धा	n	राःप्‍ने	
2177	Kagate			ᶫrabak ᶫrubuk			tired of body	कर्‍याक्क कुक्रुक्क	Onom	राःबाक रुःबुक	3.5.1.1.8
2178	Kagate	HE-GOAT	264	ᶫrabu			he-goat	बोका	n	राःबु	5.2.3.2
2179	Kagate			ᶫrama			nonsensical talk	झ्‍याउँ झ्‍याउँ		राःमा	
2180	Kagate	PRAY	24	ᶫram‍da ᶫkʲaptse			to pray	प्रर्थना गर्नु	v	राःम्‍दा क्याःप्चे	
2181	Kagate	STRONG	785	ᶫram‍bu			worthy, strong	बन्देज, बलियो, परिपक्क, गतिलो	adj	राःम्‍बु	6.5.1.1
2182	Kagate			ᶫram‍sʲaŋ			type of tree	उत्तिस	n	राःम्‍स्‍याङ	1.5.1
2183	Kagate			ᶫrara			like that;according to;same same	उस्तै;अनुसार;जस्ता-जस्तै	adv	राःरा	3.5.1.1.8
2184	Kagate	TEAR (SHRED)	1735	ral‍dze			to tear, to rip	च्यात्नु	v	राल्‍जे	7.9.2
2185	Kagate			ᶫral‍dze			to be left behind;make to tear	छुट्नु;च्यातिनु	v	राःल्‍जे	2.6.4.3
2186	Kagate	SWORD	1535	ᶫralɖi			sword	तरवार	n	राःल्डी	4.6.6.1
2187	Kagate			ᶫrasʲu			type of reddish- black deer	घोरल	n	राःस्‍यु	9.7.3.1
2188	Kagate	FOREST	420	ᶫri			forest	जङ्गल	n	रीः	1.5
2189	Kagate			ᶫrialamu			wild banana	वन केरा	n	रीःआलामु	1.5.3
2190	Kagate	LAMB	820	ᶫriu			lamb	पाठा	n	रीःउ	6.3.1.3
2191	Kagate			ᶫrik‍pa			attention;brain;wisdom	ध्यान;दिमाग;ज्ञान, हृदय	n	रीःक्‍पा	2.6.2.2
