# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA	COUNTERPART	SOURCE	TOKENS	COGID	OLDCOG	SEGMENTS
#
43109	Bunan	HORSE	ʂaŋs	horse	OLD	ʂ a ŋ s	6174	6174	ʂ a ŋ s
43276	Byangsi	HORSE	hraŋ	horse	OLD	h r a ŋ	6174	6174	h r a ŋ
43277	Byangsi	HORSE	ohraŋ	horse	OLD	o h r a ŋ	6174	6174	o h r a ŋ
43496	Rongpo	HORSE	uɽa	horse	OLD	u ɽ a	5488	5488	u ɽ a
43946	Bantawa	HORSE	ijɨŋma	horse	OLD	i j ɨ ŋ m a	6618	6618	i j ɨ ŋ m a
44617	Rangoon	HORSE	mjĩ		OLD	m j ĩ	3151	3151	m j ĩ
44865	Achang_Longchuan	HORSE	ʐaŋ	horse	OLD	ʐ a ŋ	3151	3151	ʐ a ŋ
44866	Atsi	HORSE	mjaŋ	horse	OLD	m j a ŋ	3151	3151	m j a ŋ
44869	Maru	HORSE	mj	horse	OLD	m j	3151	3151	m j
48179	Tangut	HORSE	rjijr		OLD	r j i j r	0	0	r j i j r
48510	Mikir	HORSE	los		OLD	l o s	0	0	l o s
44867	Bola	HORSE	mj	horse	OLD	m j	3151	3151	m j
44868	Lashi	HORSE	mjaŋ	horse	OLD	m j a ŋ	3151	3151	m j a ŋ
25752	Tibetan_Alike	HORSE	rtæ	horse	OLD	r t æ	3150	3150	r t æ
26540	Jingpho	HORSE	kumʒa	horse	OLD	k u m ʒ a	3152	3152	k u m ʒ a
26659	Motuo_Menba	HORSE	kurta	horse	OLD	k u r t a	3150	3150	k u r t a
27344	Bokar	HORSE	ɕəkɯ	horse	OLD	ɕ ə k ɯ	3153	3153	ɕ ə k ɯ
27521	rGyalrong_Maerkang	HORSE	mbro	horse	OLD	m b r o	3151	3151	m b r o
27832	Tibetan_Lhasa	HORSE	ta	horse	OLD	t a	3150	3150	t a
28744	Daofu	HORSE	rɣi	horse	OLD	r ɣ i	3151	3151	r ɣ i
29184	Dulong	HORSE	mɯgɯ	horse	OLD	m ɯ g ɯ	3154	3154	m ɯ g ɯ
29454	Tibetan_Batang	HORSE	ta	horse	OLD	t a	3150	3150	t a
31315	Zhaba_Daofu_County	HORSE	mo	horse	OLD	m o	3151	3151	m o
31316	Zhaba_Daofu_County	HORSE	mbʐo	horse	OLD	m b ʐ o	3151	3151	m b ʐ o
31448	Darang_Taraon	HORSE	mɑɹoŋ	horse	OLD	m ɑ ɹ o ŋ	3151	3151	m ɑ ɹ o ŋ
32080	Tibetan_Xiahe	HORSE	hta	horse	OLD	h t a	3150	3150	h t a
33211	Lisu	HORSE	ɑmo	horse	OLD	ɑ m o	0	0	ɑ m o
33566	Yidu	HORSE	mɑɹoŋ	horse	OLD	m ɑ ɹ o ŋ	3151	3151	m ɑ ɹ o ŋ
35790	Japhug	HORSE	mbro	horse	OLD	m b r o	3151	3151	m b r o
40493	Limbu	HORSE	ɔn		OLD	ɔ n	3155	3155	ɔ n
40877	Old_Chinese	HORSE	raʔ		OLD	r a ʔ	3149	3149	r a ʔ
41645	Wobzi_Khroskyabs	HORSE	bró		OLD	b r ó	3151	3151	b r ó
42162	Garo	HORSE	gora	horse (n)	OLD	g o r a	5488	5488	g o r a
42348	Old_Tibetan	HORSE	rta		OLD	r t a	3150	3150	r t a
42740	Hakha_Chin	HORSE	ràŋ	horse (n.)	OLD	r à ŋ	3151	3151	r à ŋ
#
43127	Bunan	HOT	ej	warm, hot	OLD	e j	298	298	e j
43200	Byangsi	HOT	luŋda	hot, heat	OLD	l u ŋ d a	345	345	l u ŋ d a
43425	Rongpo	HOT	art	hot	OLD	a r t	479	479	a r t
43652	Kulung	HOT	hma	be warm (of clothes), be cosy. (vi-3 [1: hɔk- 2: hɔ:-])	OLD	h m a	625	625	h m a
43947	Bantawa	HOT	hakt	be hot	OLD	h a k t	797	797	h a k t
44920	Achang_Longchuan	HOT	pu	hot	OLD	p u	1146	1146	p u
44963	Maru	HOT	lauŋ	hot	OLD	l a u ŋ	1170	1170	l au ŋ
44970	Xiandao	HOT	pu	hot	OLD	p u	1146	1146	p u
45082	Atsi	HOT	ŋje	hot	OLD	ŋ j e	595	595	ŋ j e
45263	Rangoon	HOT	ɑiʔ	hot	OLD	ɑ i ʔ	1255	1255	ɑi ʔ
45304	Bola	HOT	lauŋ	hot	OLD	l a u ŋ	1170	1170	l au ŋ
45638	Lashi	HOT	ŋ	hot	OLD	ŋ	595	595	ŋ
45932	Lushai	HOT	lum	hot	OLD	l u m	1482	1482	l u m
45933	Lushai	HOT	sa	hot	OLD	s a	4219	4219	s a
45934	Lushai	HOT	ak	hot	OLD	a k	1483	1483	a k
46327	Beijing	HOT	ʐʅɤ	hot	OLD	ʐ ʅ ɤ	1652	1652	ʐ ʅɤ
46328	Guangzhou	HOT	jit	hot	OLD	j i t	1652	1652	j i t
46329	Chaozhou	HOT	zuaʔ		OLD	z u a ʔ	1652	1652	z ua ʔ
46330	Longgang	HOT	ŋɛt		OLD	ŋ ɛ t	1652	1652	ŋ ɛ t
46331	Jieyang	HOT	zuaʔ		OLD	z u a ʔ	1652	1652	z ua ʔ
46332	Xingning	HOT	ɲɛʔ		OLD	ɲ ɛ ʔ	1652	1652	ɲ ɛ ʔ
47575	Ukhrul	HOT	kəʃit	scorch, get scorched (food); hot	OLD	k ə ʃ i t	2043	2043	k ə ʃ i t
47783	Hayu	HOT	dze	hot (be v.)	OLD	d z e	3104	3104	d z e
48035	Tangut	HOT	ja		OLD	j a	586	586	j a
48351	Mikir	HOT	sò		OLD	s ò	4219	4219	s ò
48626	Rabha	HOT	túŋ	hot	OLD	t ú ŋ	3958	3958	t ú ŋ
27060	Jingpho	HOT	kăet	hot	OLD	k ă e t	491	491	k ă e t
27212	Motuo_Menba	HOT	alo	hot	OLD	a l o	586	586	a l o
27421	Yidu	HOT	tɯ	hot	OLD	t ɯ	714	714	t ɯ
28058	rGyalrong_Maerkang	HOT	kəwɑsᴇ	hot	OLD	k ə w ɑ s ᴇ	4221	4221	k ə w ɑ s ᴇ
28096	Motuo_Menba	HOT	soo	hot	OLD	s o o	4220	4220	s oo
28416	Tibetan_Lhasa	HOT	apo	hot	OLD	a p o	586	586	a p o
29365	Daofu	HOT	xɛxɛ	hot	OLD	x ɛ x ɛ	4221	4221	x ɛ x ɛ
29781	Dulong	HOT	ɑkɑt	hot	OLD	ɑ k ɑ t	1612	1612	ɑ k ɑ t
30033	Tibetan_Batang	HOT	amu	hot	OLD	a m u	586	586	a m u
31832	Zhaba_Daofu_County	HOT	kuly	hot (weather)	OLD	k u l y	2305	2305	k u l y
31833	Zhaba_Daofu_County	HOT	ȵi	hot (water)	OLD	ȵ i	2306	2306	ȵ i
31921	Darang_Taraon	HOT	tɑi	hot	OLD	t ɑ i	714	714	t ɑi
32612	Tibetan_Xiahe	HOT	hŋu	hot (weather)	OLD	h ŋ u	2484	2484	h ŋ u
32613	Tibetan_Xiahe	HOT	ae	hot (water)	OLD	a e	586	586	ae
33843	Bokar	HOT	agu	hot	OLD	a g u	3280	3280	a g u
34787	Tibetan_Alike	HOT	oɣə	hot	OLD	o ɣ ə	2931	2931	o ɣ ə
35792	Japhug	HOT	sɤɕke	hot, burning	OLD	s ɤ ɕ k e	4221	4221	s ɤ ɕ k e
40720	Limbu	HOT	jɛmt		OLD	j ɛ m t	3599	3599	j ɛ m t
40721	Khaling	HOT	ɦʌçpɛ		OLD	ɦ ʌ ç p ɛ	3071	3071	ɦ ʌ ç p ɛ
41080	Old_Burmese	HOT	nujh		OLD	n u j h	3684	3684	n u j h
41646	Wobzi_Khroskyabs	HOT	skí		OLD	s k í	4221	4221	s k í
41907	Chepang	HOT	ah	hot (object, fire, sun, etc.)	OLD	a h	3832	3832	a h
42163	Garo	HOT	diŋʔa	hot (vi)	OLD	d i ŋ ʔ a	3958	3958	d i ŋ ʔ a
42384	Old_Tibetan	HOT	a		OLD	a	586	586	a
42420	Thulung	HOT	ɵpa		OLD	ɵ p a	586	586	ɵ p a
42741	Hakha_Chin	HOT	ssat	hot (adj.)	OLD	s s a t	4219	4219	ss a t
#
43008	Bunan	HOUSE	kjum	house	OLD	k j u m	209	209	k j u m
43497	Rongpo	HOUSE	kim	house	OLD	k i m	209	209	k i m
43725	Kulung	HOUSE	im	house (n.)	OLD	i m	209	209	i m
43948	Bantawa	HOUSE	im	house	OLD	i m	209	209	i m
44746	Rangoon	HOUSE	ẽ		OLD	ẽ	209	209	ẽ
44871	Achang_Longchuan	HOUSE	in	house n	OLD	i n	209	209	i n
44872	Atsi	HOUSE	jṵm	house n	OLD	j ṵ m	209	209	j ṵ m
44873	Bola	HOUSE	jm	house n	OLD	j m	209	209	j m
44874	Lashi	HOUSE	jm	house n	OLD	j m	209	209	j m
44875	Maru	HOUSE	jm	house n	OLD	j m	209	209	j m
44876	Xiandao	HOUSE	in	house n	OLD	i n	209	209	i n
45790	Bahing	HOUSE	im	house (n)	OLD	i m	209	209	i m
46019	Lushai	HOUSE	in	house	OLD	i n	209	209	i n
46783	Beijing	HOUSE	fɑŋɿ	building // house	OLD	f ɑ ŋ ɿ	1774	1774	f ɑ ŋ ɿ
46784	Guangzhou	HOUSE	ʊk	building // house	OLD	ʊ k	1775	1775	ʊ k
46785	Chaozhou	HOUSE	u		OLD	u	1776	1776	u
46786	Longgang	HOUSE	vuk		OLD	v u k	1775	1775	v u k
46787	Jieyang	HOUSE	u		OLD	u	1776	1776	u
46789	Xingning	HOUSE	vuʔa		OLD	v u ʔ a	1775	1775	v u ʔ a
14789	Old_Tibetan	HOUSE	jim		OLD	j i m	209	209	j i m
14818	Japhug	HOUSE	a		OLD	a	1523	1523	a
47640	Ukhrul	HOUSE	ʃim	house	OLD	ʃ i m	209	209	ʃ i m
47845	Hayu	HOUSE	kem	house, home (n)	OLD	k e m	209	209	k e m
48223	Tangut	HOUSE	kjr		OLD	k j r	128	128	k j r
48267	Tangut	HOUSE	jɨj		OLD	j ɨ j	209	209	j ɨ j
48363	Mikir	HOUSE	hm		OLD	h m	209	209	h m
48580	Rabha	HOUSE	nok	house	OLD	n o k	3959	3959	n o k
26668	Jingpho	HOUSE	nt	house	OLD	n t	1014	1014	n t
26796	Motuo_Menba	HOUSE	ai	house	OLD	a i	328	328	ai
27707	rGyalrong_Maerkang	HOUSE	təəm	house	OLD	t ə ə m	209	209	t əə m
28927	Daofu	HOUSE	jo	house	OLD	j o	209	209	j o
29354	Dulong	HOUSE	cim	house	OLD	c i m	209	209	c i m
29606	Yidu	HOUSE	oŋ	house	OLD	o ŋ	1515	1515	o ŋ
29630	Tibetan_Batang	HOUSE	õmba	house	OLD	õ m b a	1523	1523	õ m b a
31487	Zhaba_Daofu_County	HOUSE	jɪ	house	OLD	j ɪ	209	209	j ɪ
31565	Darang_Taraon	HOUSE	ŋ	house	OLD	ŋ	1515	1515	ŋ
32235	Tibetan_Xiahe	HOUSE	aŋwa	house	OLD	a ŋ w a	1523	1523	a ŋ w a
32594	Tibetan_Lhasa	HOUSE	aŋpa	house	OLD	a ŋ p a	1523	1523	a ŋ p a
32915	Bokar	HOUSE	ug	house	OLD	u g	2544	2544	u g
33363	Lisu	HOUSE	h	house	OLD	h	209	209	h
34388	Tibetan_Alike	HOUSE	noŋŋæ	house	OLD	n o ŋ ŋ æ	1523	1523	n o ŋŋ æ
40364	Khaling	HOUSE	kʌm		OLD	k ʌ m	209	209	k ʌ m
40365	Limbu	HOUSE	him		OLD	h i m	209	209	h i m
40879	Old_Chinese	HOUSE	ok		OLD	o k	1775	1775	o k
41156	Old_Burmese	HOUSE	im		OLD	i m	209	209	i m
41647	Wobzi_Khroskyabs	HOUSE	jm		OLD	j m	209	209	j m
41908	Chepang	HOUSE	komʔbi	house, household	OLD	k o m ʔ b i	209	209	k o m ʔ b i
42164	Garo	HOUSE	nok	building; family; house; household (n)	OLD	n o k	3959	3959	n o k
42495	Thulung	HOUSE	nem		OLD	n e m	4075	4075	n e m
42742	Hakha_Chin	HOUSE	ʔìn	house (n.)	OLD	ʔ ì n	209	209	ʔ ì n
#
42979	Bunan	HUNDRED	gja	hundred	OLD	g j a	185	185	g j a
43202	Byangsi	HUNDRED	rà	hundred	OLD	r à	185	185	r à
43426	Rongpo	HUNDRED	gja	hundred	OLD	g j a	185	185	g j a
43427	Rongpo	HUNDRED	sɔ	hundred	OLD	s ɔ	346	346	s ɔ
44120	Lashi	HUNDRED	ʃ	hundred	OLD	ʃ	1133	1133	ʃ
44124	Maru	HUNDRED	jɔ	hundred	OLD	j ɔ	185	185	j ɔ
44125	Xiandao	HUNDRED	pak	hundred	OLD	p a k	185	185	p a k
44127	Achang_Longchuan	HUNDRED	pak	hundred	OLD	p a k	185	185	p a k
44164	Bola	HUNDRED	ja	hundred	OLD	j a	185	185	j a
44527	Rangoon	HUNDRED	tiʔjɑ		OLD	t i ʔ j ɑ	185	185	t i ʔ j ɑ
44899	Atsi	HUNDRED	ʃo	hundred	OLD	ʃ o	1133	1133	ʃ o
43201	Byangsi	HUNDRED	sai	hundred	OLD	s a i	346	346	s ai
45935	Lushai	HUNDRED	za	hundred	OLD	z a	346	346	z a
46333	Beijing	HUNDRED	pai		OLD	p a i	185	185	p ai
46334	Guangzhou	HUNDRED	pak		OLD	p a k	185	185	p a k
46335	Chaozhou	HUNDRED	pɛʔ		OLD	p ɛ ʔ	185	185	p ɛ ʔ
46336	Longgang	HUNDRED	pak		OLD	p a k	185	185	p a k
46337	Jieyang	HUNDRED	pɛʔ		OLD	p ɛ ʔ	185	185	p ɛ ʔ
47576	Ukhrul	HUNDRED	ʃaa	hundred	OLD	ʃ a a	1133	1133	ʃ aa
14895	Old_Tibetan	HUNDRED	brgja		OLD	b r g j a	185	185	b r g j a
14924	Japhug	HUNDRED	ɣurʑa		OLD	ɣ u r ʑ a	185	185	ɣ u r ʑ a
48139	Tangut	HUNDRED	jir		OLD	j i r	185	185	j i r
48466	Mikir	HUNDRED	aró		OLD	a r ó	0	0	a r ó
27049	Motuo_Menba	HUNDRED	aiŋa	hundred	OLD	a i ŋ a	483	483	ai ŋ a
27929	rGyalrong_Maerkang	HUNDRED	pərj	hundred	OLD	p ə r j	185	185	p ə r j
28224	Tibetan_Lhasa	HUNDRED	ca	hundred	OLD	c a	185	185	c a
29167	Daofu	HUNDRED	rjə	hundred	OLD	r j ə	185	185	r j ə
29867	Tibetan_Batang	HUNDRED	a	hundred	OLD	a	185	185	a
31367	Dulong	HUNDRED	ɕɑ	hundred	OLD	ɕ ɑ	1133	1133	ɕ ɑ
46338	Xingning	HUNDRED	paʔ		OLD	p a ʔ	185	185	p a ʔ
31658	Zhaba_Daofu_County	HUNDRED	ɟji	hundred	OLD	ɟ j i	185	185	ɟ j i
31747	Darang_Taraon	HUNDRED	mɑlɯm	hundred	OLD	m ɑ l ɯ m	2285	2285	m ɑ l ɯ m
32462	Tibetan_Xiahe	HUNDRED	aamba	hundred	OLD	a a m b a	185	185	aa m b a
33567	Lisu	HUNDRED	h	hundred	OLD	h	185	185	h
33642	Bokar	HUNDRED	lɯŋ	hundred	OLD	l ɯ ŋ	2285	2285	l ɯ ŋ
34627	Tibetan_Alike	HUNDRED	wɟjæ	hundred	OLD	w ɟ j æ	185	185	w ɟ j æ
34925	Yidu	HUNDRED	mɑloŋ	hundred	OLD	m ɑ l o ŋ	2285	2285	m ɑ l o ŋ
40880	Old_Chinese	HUNDRED	rak		OLD	r a k	185	185	r a k
41081	Old_Burmese	HUNDRED	rjā		OLD	r j ā	185	185	r j ā
41648	Wobzi_Khroskyabs	HUNDRED	rjî		OLD	r j î	185	185	r j î
42165	Garo	HUNDRED	ritasa	hundred (num)	OLD	r i t a s a	346	346	r i t a s a
42421	Thulung	HUNDRED	ksʌŋ		OLD	k s ʌ ŋ	346	346	k s ʌ ŋ
42743	Hakha_Chin	HUNDRED	z	hundred (num.)	OLD	z	346	346	z
#
43044	Bunan	HUNT	liŋs	hunt	OLD	l i ŋ s	238	238	l i ŋ s
43584	Rongpo	HUNT	ədj	hunt, rush	OLD	ə d j	576	576	ə d j
43811	Kulung	HUNT	kəlma	chase, pursue, drive off (cattle, people), push, follow, take a road (vt-4 [1: kǝl- 2: kǝll- 3: kǝl-])	OLD	k ə l m a	2490	2490	k ə l m a
43949	Bantawa	HUNT	ont	to chase in a hunt	OLD	o n t	798	798	o n t
44129	Achang_Longchuan	HUNT	ettauʔ	hunt	OLD	e t t a u ʔ	885	885	e tt au ʔ
44130	Atsi	HUNT	ʃŏpik	hunt	OLD	ʃ ŏ p i k	886	886	ʃ ŏ p i k
44131	Bola	HUNT	ʃăpak	hunt	OLD	ʃ ă p a k	886	886	ʃ ă p a k
44133	Lashi	HUNT	ʃop	hunt	OLD	ʃ o p	886	886	ʃ o p
44336	Maru	HUNT	ʃpak	hunt	OLD	ʃ p a k	886	886	ʃ p a k
44619	Rangoon	HUNT	ɑmɛlɑiʔ		OLD	ɑ m ɛ l ɑ i ʔ	1054	1054	ɑ m ɛ l ɑi ʔ
44917	Xiandao	HUNT	ʂɔpɤk	hunt	OLD	ʂ ɔ p ɤ k	886	886	ʂ ɔ p ɤ k
45866	Bahing	HUNT	y	chase (vt)	OLD	y	1442	1442	y
46124	Lushai	HUNT	ramuak	hunt	OLD	r a m u a k	1580	1580	r a m ua k
47317	Beijing	HUNT	talie		OLD	t a l i e	1926	1926	t a l ie
47318	Guangzhou	HUNT	talip		OLD	t a l i p	1926	1926	t a l i p
47319	Chaozhou	HUNT	aʔlaʔ		OLD	a ʔ l a ʔ	1926	1926	a ʔ l a ʔ
47320	Longgang	HUNT	taliak		OLD	t a l i a k	1926	1926	t a l ia k
47322	Xingning	HUNT	taliaʔ		OLD	t a l i a ʔ	1926	1926	t a l ia ʔ
14948	Old_Tibetan	HUNT	rŋon		OLD	r ŋ o n	2309	2309	r ŋ o n
47720	Ukhrul	HUNT	əreŋ	hunt	OLD	ə r e ŋ	3431	3431	ə r e ŋ
47721	Ukhrul	HUNT	kəkəuŋ	hunt	OLD	k ə k ə u ŋ	2130	2130	k ə k əu ŋ
14977	Japhug	HUNT	ɣɤrʁaʁ		OLD	ɣ ɤ r ʁ a ʁ	1455	1455	ɣ ɤ r ʁ a ʁ
47924	Hayu	HUNT	lʊn	chase, cause to run (vtt)	OLD	l ʊ n	2234	2234	l ʊ n
48074	Tangut	HUNT	ba		OLD	b a	1455	1455	b a
48393	Mikir	HUNT	oku		OLD	o k u	10386	10386	o k u
48634	Rabha	HUNT	rok	hunt	OLD	r o k	3834	3834	r o k
26095	rGyalrong_Maerkang	HUNT	trwkkɑpɑ	hunt	OLD	t r w k k ɑ p ɑ	1455	1455	t r w kk ɑ p ɑ
26307	Tibetan_Batang	HUNT	ŋjeʔ	hunt	OLD	ŋ j e ʔ	2309	2309	ŋ j e ʔ
27295	Motuo_Menba	HUNT	ŋongade	hunt	OLD	ŋ o n g a d e	2309	2309	ŋ o n g a d e
28543	Tibetan_Lhasa	HUNT	ritaca	hunt	OLD	r i t a c a	2502	2502	r i t a c a
29502	Daofu	HUNT	rŋavə	hunt	OLD	r ŋ a v ə	1455	1455	r ŋ a v ə
29882	Dulong	HUNT	ɕɑkun	hunt	OLD	ɕ ɑ k u n	1949	1949	ɕ ɑ k u n
31959	Zhaba_Daofu_County	HUNT	ɪɪ	hunt	OLD	ɪ ɪ	2337	2337	ɪɪ
31977	Darang_Taraon	HUNT	tɑbɹeŋmɑlɯu	hunt	OLD	t ɑ b ɹ e ŋ m ɑ l ɯ u	2340	2340	t ɑ b ɹ e ŋ m ɑ l ɯu
32699	Tibetan_Xiahe	HUNT	rədaxda	hunt	OLD	r ə d a x d a	2502	2502	r ə d a x d a
33876	Lisu	HUNT	xuɑg	hunt	OLD	x u ɑ g	2760	2760	x uɑ g
33949	Bokar	HUNT	men	hunt	OLD	m e n	2784	2784	m e n
34167	Jingpho	HUNT	ʃankap	hunt	OLD	ʃ a n k a p	2820	2820	ʃ a n k a p
34876	Tibetan_Alike	HUNT	rədakwdæ	hunt	OLD	r ə d a k w d æ	2502	2502	r ə d a k w d æ
35129	Yidu	HUNT	o	hunt	OLD	o	3001	3001	o
47321	Jieyang	HUNT	aʔlaʔ		OLD	a ʔ l a ʔ	1926	1926	a ʔ l a ʔ
40366	Khaling	HUNT	dʌbu		OLD	d ʌ b u	3509	3509	d ʌ b u
40367	Limbu	HUNT	ntt		OLD	n t t	3354	3354	n tt
40881	Old_Chinese	HUNT	iŋ		OLD	i ŋ	238	238	i ŋ
40882	Old_Chinese	HUNT	rap		OLD	r a p	1926	1926	r a p
41286	Old_Burmese	HUNT	amlk		OLD	a m l k	1054	1054	a m l k
41649	Wobzi_Khroskyabs	HUNT	rŋ		OLD	r ŋ	1455	1455	r ŋ
41909	Chepang	HUNT	krujk	hunt, follow deer	OLD	k r u j k	3833	3833	k r u j k
41910	Chepang	HUNT	ruk	follow, hunt, pursue	OLD	r u k	3834	3834	r u k
42166	Garo	HUNT	sikaldaka	hunt (vt)	OLD	s i k a l d a k a	3960	3960	s i k a l d a k a
42585	Thulung	HUNT	sɵli		OLD	s ɵ l i	4100	4100	s ɵ l i
42744	Hakha_Chin	HUNT	ramvaih	hunt (v.)	OLD	r a m v a i h	2569	2569	r a m v ai h
#
42958	Bunan	HUSBAND	dakpo	husband	OLD	d a k p o	6098	6098	d a k p o
43278	Byangsi	HUSBAND	hrii	husband	OLD	h r i i	6308	6308	h r ii
43498	Rongpo	HUSBAND	yəwa	husband	OLD	y ə w a	5771	5771	yə w a
43726	Kulung	HUSBAND	tuppɔ	husband (n.)	OLD	t u p p ɔ	1953	1953	t u pp ɔ
43950	Bantawa	HUSBAND	pasɨŋ	husband, old man (affectionately)	OLD	p a s ɨ ŋ	6548	6548	p a s ɨ ŋ
44162	Bola	HUSBAND	jl	husband	OLD	j l	8040	8040	j l
44170	Maru	HUSBAND	l	husband	OLD	l	1951	1951	l
44172	Xiandao	HUSBAND	laʔŋau	husband	OLD	l a ʔ ŋ a u	8045	8045	l a ʔ ŋ au
44588	Rangoon	HUSBAND	lĩ		OLD	l ĩ	1951	1951	l ĩ
44919	Achang_Longchuan	HUSBAND	iŋau	husband	OLD	i ŋ a u	8418	8418	i ŋ au
44921	Atsi	HUSBAND	laŋ	husband	OLD	l a ŋ	1951	1951	l a ŋ
44924	Lashi	HUSBAND	laŋ	husband	OLD	l a ŋ	1951	1951	l a ŋ
15001	Old_Tibetan	HUSBAND	joga		OLD	j o g a	5771	5771	j o g a
15030	Japhug	HUSBAND	tɤnmaʁ		OLD	t ɤ n m a ʁ	1942	1942	t ɤ n m a ʁ
48166	Tangut	HUSBAND	wə		OLD	w ə	0	0	w ə
48496	Mikir	HUSBAND	pnān		OLD	p n ā n	0	0	p n ā n
26524	Jingpho	HUSBAND	mătuʔwa	husband	OLD	m ă t u ʔ w a	3773	3773	m ă t u ʔ w a
26649	Motuo_Menba	HUSBAND	eroʔ	husband	OLD	e r o ʔ	4204	4204	e r o ʔ
27501	rGyalrong_Maerkang	HUSBAND	oujɑ	husband	OLD	o u j ɑ	3992	3992	ou j ɑ
27813	Tibetan_Lhasa	HUSBAND	oka	husband	OLD	o k a	5771	5771	o k a
28584	Yidu	HUSBAND	mejɑ	husband	OLD	m e j ɑ	4206	4206	m e j ɑ
28724	Daofu	HUSBAND	pəŋa	husband (reference)	OLD	p ə ŋ a	1940	1940	p ə ŋ a
28725	Daofu	HUSBAND	ɣəvə	husband (address)	OLD	ɣ ə v ə	1938	1938	ɣ ə v ə
29171	Dulong	HUSBAND	lɑŋlɑ	husband	OLD	l ɑ ŋ l ɑ	1951	1951	l ɑ ŋ l ɑ
29431	Tibetan_Batang	HUSBAND	ɕepa	husband	OLD	ɕ e p a	5768	5768	ɕ e p a
29432	Tibetan_Batang	HUSBAND	uroʔ	husband	OLD	u r o ʔ	5769	5769	u r o ʔ
31297	Zhaba_Daofu_County	HUSBAND	sy	husband	OLD	s y	4618	4618	s y
31433	Darang_Taraon	HUSBAND	mɑwɑ	husband	OLD	m ɑ w ɑ	3774	3774	m ɑ w ɑ
31942	Bokar	HUSBAND	melo	husband	OLD	m e l o	1939	1939	m e l o
32065	Tibetan_Xiahe	HUSBAND	ȵəru	husband	OLD	ȵ ə r u	5766	5766	ȵ ə r u
33192	Lisu	HUSBAND	zɑgu	husband	OLD	z ɑ g u	0	0	z ɑ g u
34199	Tibetan_Alike	HUSBAND	rgapo	husband	OLD	r g a p o	5770	5770	r g a p o
40368	Khaling	HUSBAND	dumbu		OLD	d u m b u	1953	1953	d u m b u
40369	Limbu	HUSBAND	japmi		OLD	j a p m i	1954	1954	j a p m i
40884	Old_Chinese	HUSBAND	pa		OLD	p a	1947	1947	p a
41650	Wobzi_Khroskyabs	HUSBAND	vɟú		OLD	v ɟ ú	1938	1938	v ɟ ú
41911	Chepang	HUSBAND	po	husband (arch.)	OLD	p o	5189	5189	p o
41912	Chepang	HUSBAND	bua	husband, old man (<N buDho old man)	OLD	b u a	5190	5190	b ua
42167	Garo	HUSBAND	aŋse	husband (n)	OLD	a ŋ s e	5365	5365	a ŋ s e
42496	Thulung	HUSBAND	wtsʉ		OLD	w t s ʉ	5566	5566	w t s ʉ
42745	Hakha_Chin	HUSBAND	v	husband (n.)	OLD	v	4960	4960	v
#
42978	Bunan	I	gi	I	OLD	g i	799	799	g i
43178	Byangsi	I	je	1sg, I, me	OLD	j e	799	799	j e
43630	Kulung	I	kɔŋ	I (pron.)	OLD	k ɔ ŋ	29760	29760	k ɔ ŋ
43951	Bantawa	I	ɨŋka		OLD	ɨ ŋ k a	29722	29722	ɨ ŋ k a
44933	Rangoon	I	ŋɑ	I	OLD	ŋ ɑ	327	327	ŋ ɑ
44997	Atsi	I	ŋo	I	OLD	ŋ o	327	327	ŋ o
45074	Maru	I	ŋɔ	I	OLD	ŋ ɔ	327	327	ŋ ɔ
45140	Lashi	I	ŋo	I	OLD	ŋ o	327	327	ŋ o
45419	Achang_Longchuan	I	ŋɔ	I	OLD	ŋ ɔ	327	327	ŋ ɔ
45711	Bahing	I	gu	I (pron)	OLD	g u	799	799	g u
45900	Lushai	I	ka	I	OLD	k a	29721	29721	k a
46176	Beijing	I	wɔ	I (first person singular)	OLD	w ɔ	327	327	w ɔ
46177	Guangzhou	I	ŋɔ	I (first person singular)	OLD	ŋ ɔ	327	327	ŋ ɔ
46178	Chaozhou	I	ua		OLD	u a	327	327	ua
46180	Jieyang	I	ua		OLD	u a	327	327	ua
46181	Xingning	I	ŋai		OLD	ŋ a i	327	327	ŋ ai
47553	Ukhrul	I	ʔi	1sg, I, me	OLD	ʔ i	2029	2029	ʔ i
47758	Hayu	I	aŋ	my, me (pron po)	OLD	a ŋ	10388	10388	a ŋ
47759	Hayu	I	gu	I, me, we, us (pron (1)	OLD	g u	799	799	g u
15054	Old_Tibetan	I	ŋa	I	OLD	ŋ a	327	327	ŋ a
15067	Khaling	I	ʔuŋ	I	OLD	ʔ u ŋ	29761	29761	ʔ u ŋ
15068	Limbu	I	iŋga	I	OLD	i ŋ g a	29722	29722	i ŋ g a
15083	Japhug	I	aʑo	I	OLD	a ʑ o	327	327	a ʑ o
15087	Tangut	I	ŋa	I	OLD	ŋ a	327	327	ŋ a
48041	Tangut	I	mjo		OLD	m j o	105	105	m j o
48357	Mikir	I	ne		OLD	n e	10389	10389	n e
48596	Rabha	I	aŋ	I	OLD	a ŋ	10388	10388	a ŋ
33725	Bokar	I	ŋ	I	OLD	ŋ	327	327	ŋ
45186	Xiandao	I	ŋɔ	I	OLD	ŋ ɔ	327	327	ŋ ɔ
45239	Bola	I	ŋa	I	OLD	ŋ a	327	327	ŋ a
26954	Jingpho	I	ŋai	I	OLD	ŋ a i	327	327	ŋ ai
